state1	state2	f_commuting
Minnesota	Missouri	2.2705119371589798e-4
Minnesota	Montana	9.698766025998513e-5
Minnesota	Nebraska	1.346770545874054e-4
Minnesota	Nevada	9.023941694350986e-5
Minnesota	New Hampshire	3.435484873403944e-5
Minnesota	New Jersey	7.792781846892531e-5
Minnesota	New Mexico	3.2813139532407004e-5
Minnesota	New York	8.90710844031918e-5
Minnesota	North Carolina	6.174137323474455e-5
Minnesota	North Dakota	0.013310854100753639
Minnesota	Ohio	1.0966871551529984e-4
Minnesota	Oklahoma	6.571680843503401e-5
Minnesota	Oregon	5.636081916957224e-5
Minnesota	Pennsylvania	9.727409660992385e-5
Minnesota	Rhode Island	2.1584491346744716e-5
Minnesota	South Carolina	2.5428149226530978e-5
Minnesota	South Dakota	0.0019362701962093712
Minnesota	Tennessee	9.942837208483115e-5
Minnesota	Texas	1.4720526785589507e-4
Minnesota	Utah	7.637603949466928e-5
Minnesota	Vermont	3.416803566596235e-6
Minnesota	Virginia	5.2744538682070435e-5
Minnesota	Washington	8.77149236685635e-5
Minnesota	West Virginia	2.0712024579081403e-5
Minnesota	Wisconsin	0.01304792484508284
Minnesota	Wyoming	2.8508376482306775e-5
Mississippi	Missouri	1.423787285088583e-4
Mississippi	Montana	1.682673638975899e-5
Mississippi	Nebraska	5.667856582162102e-5
Mississippi	Nevada	4.175512159530936e-5
Mississippi	New Hampshire	2.1764627643495398e-5
Mississippi	New Jersey	2.0271377677331425e-5
Mississippi	New Mexico	3.685570007142738e-5
Mississippi	New York	2.9516315014568924e-5
Mississippi	North Carolina	7.491053952875509e-5
Mississippi	North Dakota	1.5553870552912323e-4
Mississippi	Ohio	6.260126615157733e-5
Mississippi	Oklahoma	1.2605855087955326e-4
Mississippi	Oregon	8.740615674400412e-6
Mississippi	Pennsylvania	3.407843394990957e-5
Mississippi	South Carolina	1.7981839350583351e-4
Mississippi	South Dakota	4.7098623845494986e-6
Mississippi	Tennessee	0.018436558968398565
Mississippi	Texas	4.340435174964022e-4
Mississippi	Utah	5.3272705557460195e-5
Mississippi	Vermont	2.030475994334972e-5
Mississippi	Virginia	8.018061920504247e-5
Mississippi	Washington	4.870157936786811e-5
Mississippi	West Virginia	3.860841444461796e-5
Mississippi	Wisconsin	5.0491387498013564e-5
Mississippi	Wyoming	5.279865891406358e-5
Missouri	Montana	4.17303986238826e-5
Missouri	Nebraska	6.093653355559378e-4
Missouri	Nevada	5.591818454060959e-5
Missouri	New Hampshire	2.474473270295598e-5
Missouri	New Jersey	1.0121109423535181e-4
Missouri	New Mexico	5.781624537214536e-5
Missouri	New York	7.85948103365542e-5
Missouri	North Carolina	1.1529265317329977e-4
Missouri	North Dakota	8.95081780865602e-5
Missouri	Ohio	1.7352673956280734e-4
Missouri	Oklahoma	0.0013793159057938619
Missouri	Oregon	3.86425530852073e-5
Missouri	Pennsylvania	1.4209474411734573e-4
Missouri	Rhode Island	1.3297580571702882e-5
Missouri	South Carolina	1.0484565780255126e-4
Missouri	South Dakota	3.3172285794990585e-5
Missouri	Tennessee	3.557052367609225e-4
Missouri	Texas	2.8377183248860994e-4
Missouri	Utah	3.711692458572807e-5
Missouri	Vermont	7.994255258655867e-6
Missouri	Virginia	1.4600187363651647e-4
Missouri	Washington	8.046418737058379e-5
Missouri	West Virginia	3.4637368401194744e-5
Missouri	Wisconsin	1.7541409033160484e-4
Missouri	Wyoming	2.515938646040629e-5
Montana	Nebraska	6.709745175547355e-5
Montana	Nevada	1.6940774447503866e-4
Montana	New Jersey	9.963910715388862e-6
Montana	New Mexico	1.2346777261070687e-4
Montana	New York	1.813032207363416e-5
Montana	North Carolina	2.1381600478249675e-5
Montana	North Dakota	0.003699284154996959
Montana	Ohio	3.5405420350853115e-5
Montana	Oklahoma	2.0572312155652986e-5
Montana	Oregon	1.2243936896632918e-4
Montana	Pennsylvania	1.9998558087156404e-5
Montana	South Carolina	1.2328988427756379e-5
Montana	South Dakota	4.13168143231623e-4
Montana	Tennessee	3.537673651535286e-6
Montana	Texas	3.8450363763358634e-5
Montana	Utah	2.843792528624091e-4
Montana	Virginia	5.460265646887599e-6
Montana	Washington	2.3932925823139122e-4
Montana	West Virginia	3.145210787533822e-5
Montana	Wisconsin	7.482825323791405e-5
Montana	Wyoming	0.0023881481082609194
Nebraska	Nevada	1.6941530305589992e-4
Nebraska	New Hampshire	1.0811146832942105e-5
Nebraska	New Jersey	2.8456023232662494e-5
Nebraska	New Mexico	4.1658392054546244e-5
Nebraska	New York	2.722706101783341e-5
Nebraska	North Carolina	5.902189394302221e-5
Nebraska	North Dakota	1.0663667148243141e-4
Nebraska	Ohio	6.747587105023663e-5
Nebraska	Oklahoma	1.5006037862478526e-4
Nebraska	Oregon	4.8603769241746204e-5
Nebraska	Pennsylvania	1.7971903507443572e-5
Nebraska	Rhode Island	7.260734471946244e-5
Nebraska	South Carolina	4.463125301707271e-5
Nebraska	South Dakota	0.003158835166237689
Nebraska	Tennessee	1.065142903394068e-4
Nebraska	Texas	9.991297269383362e-5
Nebraska	Utah	4.504226310903989e-5
Nebraska	Virginia	3.349943095633282e-5
Nebraska	Washington	3.916072962033673e-5
Nebraska	West Virginia	1.2169821532769806e-5
Nebraska	Wisconsin	4.9875714734317086e-5
Nebraska	Wyoming	0.0012594320968788754
Nevada	New Hampshire	4.598332792130379e-5
Nevada	New Jersey	6.19640974960814e-5
Nevada	New Mexico	1.4011461867437805e-4
Nevada	New York	7.293056471143248e-5
Nevada	North Carolina	6.078803119423451e-5
Nevada	North Dakota	1.8156958832165086e-4
Nevada	Ohio	3.446416596396272e-5
Nevada	Oklahoma	3.404035626069523e-5
Nevada	Oregon	2.1059772610521757e-4
Nevada	Pennsylvania	6.421502002790136e-5
Nevada	Rhode Island	3.0295648431983798e-5
Nevada	South Carolina	5.5154299018058816e-5
Nevada	South Dakota	9.412331660448253e-6
Nevada	Tennessee	5.547552552642497e-5
Nevada	Texas	8.735611018027168e-5
Nevada	Utah	0.0014877675408326166
Nevada	Vermont	4.0366853968869085e-6
Nevada	Virginia	5.9042196890808495e-5
Nevada	Washington	1.7985082347001048e-4
Nevada	West Virginia	9.225462711222396e-6
Nevada	Wisconsin	4.108113135885531e-5
Nevada	Wyoming	9.244544019663689e-5
New Hampshire	New Jersey	1.1082025173414294e-4
New Hampshire	New Mexico	1.7696133324084155e-5
New Hampshire	New York	1.7402908489579533e-4
New Hampshire	North Carolina	4.794990705176907e-5
New Hampshire	North Dakota	3.454544669421666e-5
New Hampshire	Ohio	5.0819854887841116e-5
New Hampshire	Oklahoma	2.6829230583140147e-5
New Hampshire	Oregon	1.836776841917577e-5
New Hampshire	Pennsylvania	7.640688929400859e-5
New Hampshire	Rhode Island	7.291722039957032e-4
New Hampshire	South Carolina	3.128659414136177e-5
New Hampshire	South Dakota	4.112721470051162e-6
New Hampshire	Tennessee	1.087530008060151e-5
New Hampshire	Texas	1.8923329816397444e-5
New Hampshire	Utah	8.820821549267045e-6
New Hampshire	Vermont	0.02637628227415266
New Hampshire	Virginia	6.572829854566473e-5
New Hampshire	Washington	1.5029855137246236e-5
New Hampshire	West Virginia	4.256329243437477e-5
New Hampshire	Wisconsin	1.6619301656944376e-5
New Hampshire	Wyoming	1.1765245699508567e-5
New Jersey	New Mexico	1.0464722397076611e-5
New Jersey	New York	0.041548911968997425
New Jersey	North Carolina	2.8577650974401513e-4
New Jersey	North Dakota	2.6091307297278215e-5
New Jersey	Ohio	2.4460110423926256e-4
New Jersey	Oklahoma	6.155548986206167e-5
New Jersey	Oregon	4.218347818884086e-5
New Jersey	Pennsylvania	0.026886487513817007
New Jersey	Rhode Island	1.145811556213113e-4
New Jersey	South Carolina	1.3242177197595324e-4
New Jersey	South Dakota	4.803354460508715e-6
New Jersey	Tennessee	9.174758674823011e-5
New Jersey	Texas	1.65442230578067e-4
New Jersey	Utah	5.0030476898844214e-5
New Jersey	Vermont	6.963677923659902e-5
New Jersey	Virginia	3.915085460181166e-4
New Jersey	Washington	7.344622459034342e-5
New Jersey	West Virginia	8.77529049422008e-5
New Jersey	Wisconsin	6.883194752213814e-5
New Jersey	Wyoming	6.522411789598475e-6
New Mexico	New York	1.750684770856456e-5
New Mexico	North Carolina	5.7404194413705784e-5
New Mexico	North Dakota	4.838659891430483e-5
New Mexico	Ohio	3.753856234131426e-5
New Mexico	Oklahoma	1.1652088070365665e-4
New Mexico	Oregon	7.026949549297045e-5
New Mexico	Pennsylvania	2.842830783498378e-5
New Mexico	South Carolina	1.93895510806748e-5
New Mexico	South Dakota	1.5261730648125537e-5
New Mexico	Tennessee	4.211128207082086e-5
New Mexico	Texas	0.002556716878645218
New Mexico	Utah	2.4440258184970585e-4
New Mexico	Vermont	9.668978138440429e-6
New Mexico	Virginia	3.8317807441454246e-5
New Mexico	Washington	6.415928058819572e-5
New Mexico	West Virginia	2.141862228728129e-5
New Mexico	Wisconsin	2.9247902953754237e-5
New Mexico	Wyoming	9.622272353073247e-5
New York	North Carolina	2.546114640809423e-4
New York	North Dakota	9.782672374855997e-6
New York	Ohio	2.1676159350590758e-4
New York	Oklahoma	3.671409081936404e-5
New York	Oregon	3.164562798661681e-5
New York	Pennsylvania	0.00423135554557711
New York	Rhode Island	1.9421694507002176e-4
New York	South Carolina	1.0758406916373754e-4
New York	South Dakota	9.400785109333343e-6
New York	Tennessee	1.0302470068135381e-4
New York	Texas	1.8915219192375244e-4
New York	Utah	1.892102405034166e-5
New York	Vermont	8.629912729070952e-4
New York	Virginia	3.0964184241564206e-4
New York	Washington	8.47987410345052e-5
New York	West Virginia	4.5526920832451676e-5
New York	Wisconsin	7.76557744798565e-5
New York	Wyoming	2.062951410767261e-5
North Carolina	North Dakota	4.800934284141621e-5
North Carolina	Ohio	2.0029075523069536e-4
North Carolina	Oklahoma	3.825387742170953e-5
North Carolina	Oregon	3.4231631272081996e-5
North Carolina	Pennsylvania	3.188038852676304e-4
North Carolina	Rhode Island	2.2206631163906706e-5
North Carolina	South Carolina	0.016833965849056297
North Carolina	South Dakota	1.326145624050977e-6
North Carolina	Tennessee	0.0010712194180504603
North Carolina	Texas	2.1812849121319002e-4
North Carolina	Utah	4.0067947784941344e-5
North Carolina	Vermont	1.5168068996150027e-5
North Carolina	Virginia	0.0059921449076333795
North Carolina	Washington	5.6123225890245925e-5
North Carolina	West Virginia	2.31016196895335e-4
North Carolina	Wisconsin	1.2967045180890281e-4
North Carolina	Wyoming	4.089268736518192e-6
North Dakota	Ohio	1.89799469417444e-5
North Dakota	Oklahoma	2.1557683677257298e-4
North Dakota	Oregon	1.3179382293252156e-4
North Dakota	Pennsylvania	1.8305571309181954e-5
North Dakota	South Carolina	1.8246632161246823e-5
North Dakota	South Dakota	0.003114871738256145
North Dakota	Tennessee	4.992802043720303e-5
North Dakota	Texas	6.26043816729655e-5
North Dakota	Utah	2.9370374166068846e-4
North Dakota	Virginia	2.497463036272847e-5
North Dakota	Washington	9.766107640854647e-5
North Dakota	West Virginia	1.8856969883434152e-5
North Dakota	Wisconsin	1.3803295462669004e-4
North Dakota	Wyoming	0.00154668961315487
Ohio	Oklahoma	6.153012019735974e-5
Ohio	Oregon	2.6347254114625227e-5
Ohio	Pennsylvania	0.0030723140948718825
Ohio	Rhode Island	2.2593166503922394e-5
Ohio	South Carolina	1.457359920865501e-4
Ohio	South Dakota	9.224505082241075e-6
Ohio	Tennessee	2.462224802689459e-4
Ohio	Texas	2.1210409403126472e-4
Ohio	Utah	3.2099488612027695e-5
Ohio	Vermont	2.409118815857874e-5
Ohio	Virginia	2.480258943691485e-4
Ohio	Washington	5.546609678361308e-5
Ohio	West Virginia	0.008992088004367215
Ohio	Wisconsin	1.832872668737947e-4
Ohio	Wyoming	1.2080664104307473e-5
Oklahoma	Oregon	5.834126663143908e-5
Oklahoma	Pennsylvania	8.948519462538154e-5
Oklahoma	Rhode Island	1.119234482543835e-5
Oklahoma	South Carolina	3.409265246518288e-5
Oklahoma	South Dakota	3.2491299962142715e-5
Oklahoma	Tennessee	1.4774785052593093e-4
Oklahoma	Texas	0.0019447730995278928
Oklahoma	Utah	7.76258060204208e-5
Oklahoma	Vermont	2.0790301740044303e-6
Oklahoma	Virginia	5.8111152780955394e-5
Oklahoma	Washington	4.127571186629421e-5
Oklahoma	West Virginia	7.059923402023611e-5
Oklahoma	Wisconsin	7.54381680920225e-5
Oklahoma	Wyoming	1.466821032118142e-4
Oregon	Pennsylvania	3.300150044957552e-5
Oregon	Rhode Island	7.66260038006498e-6
Oregon	South Carolina	2.955332263784514e-5
Oregon	South Dakota	8.719409405336278e-6
Oregon	Tennessee	2.9929352806746865e-5
Oregon	Texas	6.331631444206619e-5
Oregon	Utah	1.2250583623309695e-4
Oregon	Vermont	1.5329053461606852e-6
Oregon	Virginia	2.8490142888583083e-5
Oregon	Washington	0.01991223761037248
Oregon	West Virginia	6.916143489228971e-6
Oregon	Wisconsin	1.2900283115141938e-5
Oregon	Wyoming	3.501954141910512e-5
Pennsylvania	Rhode Island	6.423804048281311e-5
Pennsylvania	South Carolina	1.7883307355119808e-4
Pennsylvania	South Dakota	1.1542091291152647e-5
Pennsylvania	Tennessee	1.3676236181840612e-4
Pennsylvania	Texas	2.3874811764298628e-4
Pennsylvania	Utah	4.886360919093299e-5
Pennsylvania	Vermont	4.615861760645266e-5
Pennsylvania	Virginia	6.963392592234609e-4
Pennsylvania	Washington	5.310106083466644e-5
Pennsylvania	West Virginia	0.0035059556130829722
Pennsylvania	Wisconsin	1.0087126329505285e-4
Pennsylvania	Wyoming	1.7507743276159862e-5
Rhode Island	South Carolina	1.7695295640914977e-5
Rhode Island	South Dakota	1.4483692569141527e-5
Rhode Island	Tennessee	1.5938929827722937e-5
Rhode Island	Texas	1.5069017376620292e-5
Rhode Island	Utah	5.988733993611219e-6
Rhode Island	Vermont	1.9268944560889864e-4
Rhode Island	Virginia	7.611039813249118e-5
Rhode Island	Washington	3.682397559759223e-5
Rhode Island	Wisconsin	5.152789881466509e-6
South Carolina	South Dakota	1.962239534504456e-5
South Carolina	Tennessee	2.9051257298329984e-4
South Carolina	Texas	1.1587901232026264e-4
South Carolina	Utah	2.584045275025362e-5
South Carolina	Vermont	2.1042789139359073e-5
South Carolina	Virginia	4.023192044883954e-4
South Carolina	Washington	1.5670992199712752e-05
South Carolina	West Virginia	8.180824540585739e-5
South Carolina	Wisconsin	7.264488880846409e-5
South Carolina	Wyoming	1.4742141517187494e-5
South Dakota	Tennessee	1.901304589978748e-5
South Dakota	Texas	2.76394006822496e-5
South Dakota	Utah	6.135390450781108e-5
South Dakota	Virginia	1.007498813670147e-5
South Dakota	Washington	2.0145538376374715e-5
South Dakota	West Virginia	1.7079613773000547e-5
South Dakota	Wisconsin	5.646479744389703e-5
South Dakota	Wyoming	0.0026171388969709907
Tennessee	Texas	3.456054644167362e-4
Tennessee	Utah	4.547858112993462e-5
Tennessee	Vermont	2.1404800451199603e-5
Tennessee	Virginia	0.0036260388735219174
Tennessee	Washington	6.630151460167425e-5
Tennessee	West Virginia	1.715091746802763e-4
Tennessee	Wisconsin	1.3044867210759633e-4
Tennessee	Wyoming	1.5027907507327812e-5
Texas	Utah	1.0680716610822384e-4
Texas	Vermont	1.1192495862005135e-5
Texas	Virginia	1.7421024799507107e-4
Texas	Washington	1.4333184494087737e-4
Texas	West Virginia	4.243358267239687e-5
Texas	Wisconsin	1.07712962383605e-4
Texas	Wyoming	3.146605975965103e-5
Utah	Vermont	5.328512545722861e-5
Utah	Virginia	4.4682854606771137e-5
Utah	Washington	2.0950570012516443e-4
Utah	West Virginia	3.271391470532678e-5
Utah	Wisconsin	2.4727393235655883e-5
Utah	Wyoming	0.0013772082199862345
Vermont	Virginia	2.873398080570082e-5
Vermont	Washington	3.0140999596110606e-6
Vermont	West Virginia	1.5846052431418284e-5
Vermont	Wisconsin	1.5130322511230062e-5
Virginia	Washington	1.369988126769568e-4
Virginia	West Virginia	0.008647430418071917
Virginia	Wisconsin	6.626975246806806e-5
Virginia	Wyoming	7.537205204310242e-6
Washington	West Virginia	1.4425183648918247e-5
Washington	Wisconsin	7.365812004484728e-5
Washington	Wyoming	3.8455750300454474e-5
West Virginia	Wisconsin	2.1017663244190416e-5
West Virginia	Wyoming	4.509946041717001e-5
Wisconsin	Wyoming	1.8588554182255704e-5
