bug	drug_group	hrr	f_ns
K. oxytoca	cephalosporin	397	0.39936797752808995
K. oxytoca	cephalosporin	412	0.3221157684630739
K. oxytoca	cephalosporin	421	0.17047272727272728
K. oxytoca	cephalosporin	422	0.1627157894736842
K. oxytoca	cephalosporin	423	0.13686814765694075
K. oxytoca	cephalosporin	424	0.013086419753086432
K. oxytoca	cephalosporin	427	0.1396581196581197
K. oxytoca	cephalosporin	431	0.11659758203799657
K. oxytoca	cephalosporin	437	0.10214627659574468
K. oxytoca	cephalosporin	439	0.1441848808545604
K. oxytoca	cephalosporin	440	0.13462616822429907
K. oxytoca	cephalosporin	447	0.10373015873015873
K. oxytoca	cephalosporin	450	0.19177966101694918
K. oxytoca	cephalosporin	451	0.10794469582704877
K. oxytoca	nitrofurantoin	12	0.31238095238095237
K. oxytoca	nitrofurantoin	15	0
K. oxytoca	nitrofurantoin	22	0
K. oxytoca	nitrofurantoin	56	0.19601809954751132
K. oxytoca	nitrofurantoin	65	0.10868852459016391
K. oxytoca	nitrofurantoin	78	0.24872928176795578
K. oxytoca	nitrofurantoin	81	0.37
K. oxytoca	nitrofurantoin	85	0.24393393393393395
K. oxytoca	nitrofurantoin	102	0.3893901110869092
K. oxytoca	nitrofurantoin	103	0.042551020408163276
K. oxytoca	nitrofurantoin	104	0.16000000000000003
K. oxytoca	nitrofurantoin	105	0.14
K. oxytoca	nitrofurantoin	107	0.09080000000000002
K. oxytoca	nitrofurantoin	113	0.28675438596491226
K. oxytoca	nitrofurantoin	119	0.35
K. oxytoca	nitrofurantoin	130	0.39
K. oxytoca	nitrofurantoin	140	0.27
K. oxytoca	nitrofurantoin	145	0.08803418803418804
K. oxytoca	nitrofurantoin	150	0.030000000000000027
K. oxytoca	nitrofurantoin	151	0.12
K. oxytoca	nitrofurantoin	156	0.020000000000000018
K. oxytoca	nitrofurantoin	187	0.23672977624784852
K. oxytoca	nitrofurantoin	191	0.14
K. oxytoca	nitrofurantoin	201	0.19999999999999996
K. oxytoca	nitrofurantoin	204	0.18804255319148935
K. oxytoca	nitrofurantoin	205	0.25241111111111114
K. oxytoca	nitrofurantoin	216	0
K. oxytoca	nitrofurantoin	222	0.1709248554913295
K. oxytoca	nitrofurantoin	223	0.43000000000000005
K. oxytoca	nitrofurantoin	227	0.2504761904761905
K. oxytoca	nitrofurantoin	240	0.090098039215686307
K. oxytoca	nitrofurantoin	248	0.20939716312056733
K. oxytoca	nitrofurantoin	251	0.2549820143884892
K. oxytoca	nitrofurantoin	268	0.2606857142857143
K. oxytoca	nitrofurantoin	273	0.18236933797909408
K. oxytoca	nitrofurantoin	278	0.05890476190476195
K. oxytoca	nitrofurantoin	280	0.09403433476394847
K. oxytoca	nitrofurantoin	293	0.18000000000000005
K. oxytoca	nitrofurantoin	295	0.0797761194029851
K. oxytoca	nitrofurantoin	299	0.45569620253164556
K. oxytoca	nitrofurantoin	301	0.06999999999999995
K. oxytoca	nitrofurantoin	304	0.23674999999999996
K. oxytoca	nitrofurantoin	307	0.1946930693069307
K. oxytoca	nitrofurantoin	308	0.39
K. oxytoca	nitrofurantoin	318	0.2907183908045977
K. oxytoca	nitrofurantoin	327	0.36914634146341463
K. oxytoca	nitrofurantoin	328	0.13
K. oxytoca	nitrofurantoin	340	0.2027868852459016
K. oxytoca	nitrofurantoin	342	0.18999999999999995
K. oxytoca	nitrofurantoin	344	0.32989810771470157
K. oxytoca	nitrofurantoin	356	0.22022471910112354
K. oxytoca	nitrofurantoin	377	0.0651764705882353
K. oxytoca	nitrofurantoin	380	0.12254545454545453
K. oxytoca	nitrofurantoin	397	0.24494382022471906
K. oxytoca	nitrofurantoin	412	0.24592105263157898
K. oxytoca	nitrofurantoin	421	0.14607142857142857
K. oxytoca	nitrofurantoin	422	0.12000000000000001
K. oxytoca	nitrofurantoin	423	0.11202401372212693
K. oxytoca	nitrofurantoin	424	0.20938271604938274
K. oxytoca	nitrofurantoin	427	0.3298507462686567
K. oxytoca	nitrofurantoin	437	0.253936170212766
K. oxytoca	nitrofurantoin	439	0.1685784716516023
K. oxytoca	nitrofurantoin	440	0.15996405463695187
K. oxytoca	nitrofurantoin	447	0.30642857142857144
K. oxytoca	nitrofurantoin	450	0.0511864406779661
K. oxytoca	nitrofurantoin	451	0.18024132730015083
K. oxytoca	quinolone	12	0.005238095238095243
K. oxytoca	quinolone	15	0
K. oxytoca	quinolone	22	0.21999999999999997
K. oxytoca	quinolone	56	0.008959276018099547
K. oxytoca	quinolone	65	0.03426229508196724
K. oxytoca	quinolone	78	0.018936170212765974
K. oxytoca	quinolone	81	0.03593750000000002
K. oxytoca	quinolone	85	0.03621621621621623
K. oxytoca	quinolone	102	0.02106211989574285
K. oxytoca	quinolone	103	0.009846153846153841
K. oxytoca	quinolone	104	0
K. oxytoca	quinolone	105	0.050000000000000044
K. oxytoca	quinolone	107	0.020000000000000018
K. oxytoca	quinolone	110	0
K. oxytoca	quinolone	112	0.010000000000000009
K. oxytoca	quinolone	113	0
K. oxytoca	quinolone	119	0.040000000000000036
K. oxytoca	quinolone	127	0
K. oxytoca	quinolone	130	0.08999999999999997
K. oxytoca	quinolone	140	0
K. oxytoca	quinolone	144	0.12653846153846154
K. oxytoca	quinolone	145	0.04961538461538464
K. oxytoca	quinolone	150	0.018750000000000017
K. oxytoca	quinolone	151	0.010000000000000009
K. oxytoca	quinolone	156	0.020000000000000018
K. oxytoca	quinolone	179	0.06375000000000001
K. oxytoca	quinolone	187	0.013262764632627658
K. oxytoca	quinolone	191	0.010000000000000009
K. oxytoca	quinolone	201	0
K. oxytoca	quinolone	204	0.011063829787234053
K. oxytoca	quinolone	205	0.025631578947368432
K. oxytoca	quinolone	216	0
K. oxytoca	quinolone	222	0.007346938775510211
K. oxytoca	quinolone	223	0.040000000000000036
K. oxytoca	quinolone	227	0.028412162162162188
K. oxytoca	quinolone	240	0.01848039215686276
K. oxytoca	quinolone	248	0.011906028368794338
K. oxytoca	quinolone	251	0.014058265582655835
K. oxytoca	quinolone	268	0.012685714285714297
K. oxytoca	quinolone	273	0.028989898989899
K. oxytoca	quinolone	278	0.0667142857142857
K. oxytoca	quinolone	280	0.047596566523605194
K. oxytoca	quinolone	293	0.07999999999999996
K. oxytoca	quinolone	295	0.024962686567164202
K. oxytoca	quinolone	299	0.013021390374331544
K. oxytoca	quinolone	301	0.040000000000000036
K. oxytoca	quinolone	304	0.013875000000000014
K. oxytoca	quinolone	307	0.008237623762376245
K. oxytoca	quinolone	308	0.030000000000000023
K. oxytoca	quinolone	312	0.03355805243445696
K. oxytoca	quinolone	318	0.11535014005602241
K. oxytoca	quinolone	327	0.02295918367346941
K. oxytoca	quinolone	328	0.07
K. oxytoca	quinolone	340	0.04791443850267378
K. oxytoca	quinolone	342	0.030000000000000027
K. oxytoca	quinolone	344	0.03384279475982536
K. oxytoca	quinolone	356	0.015377358490566052
K. oxytoca	quinolone	371	0.030000000000000027
K. oxytoca	quinolone	377	0.029801980198019783
K. oxytoca	quinolone	380	0.020454545454545472
K. oxytoca	quinolone	385	0.07822784810126585
K. oxytoca	quinolone	397	0
K. oxytoca	quinolone	412	0.08655688622754494
K. oxytoca	quinolone	421	0.011727272727272739
K. oxytoca	quinolone	422	0.031078947368421074
K. oxytoca	quinolone	423	0.02645697522816169
K. oxytoca	quinolone	424	0
K. oxytoca	quinolone	427	0.008076923076923077
K. oxytoca	quinolone	431	0.03492227979274614
K. oxytoca	quinolone	437	0.04405141843971634
K. oxytoca	quinolone	439	0.07363051218844154
K. oxytoca	quinolone	440	0.03654205607476638
K. oxytoca	quinolone	447	0.006904761904761911
K. oxytoca	quinolone	450	0
K. oxytoca	quinolone	451	0.02211161387631977
K. oxytoca	tmpsmx	12	0.11666666666666667
K. oxytoca	tmpsmx	15	0.04702380952380954
K. oxytoca	tmpsmx	22	0.31000000000000005
K. oxytoca	tmpsmx	56	0.0423076923076923
K. oxytoca	tmpsmx	65	0.12000000000000001
K. oxytoca	tmpsmx	78	0.06761702127659572
K. oxytoca	tmpsmx	81	0.09044642857142857
K. oxytoca	tmpsmx	85	0.10171171171171169
K. oxytoca	tmpsmx	102	0.04003909643788014
K. oxytoca	tmpsmx	103	0.0876923076923077
K. oxytoca	tmpsmx	104	0.07999999999999996
K. oxytoca	tmpsmx	105	0.040000000000000036
K. oxytoca	tmpsmx	107	0.0608
K. oxytoca	tmpsmx	110	0.065
K. oxytoca	tmpsmx	112	0.010000000000000009
K. oxytoca	tmpsmx	113	0.03777777777777781
K. oxytoca	tmpsmx	119	0.050000000000000044
K. oxytoca	tmpsmx	127	0
K. oxytoca	tmpsmx	130	0.06999999999999995
K. oxytoca	tmpsmx	140	0.12
K. oxytoca	tmpsmx	144	0.07395604395604392
K. oxytoca	tmpsmx	145	0.06722222222222225
K. oxytoca	tmpsmx	150	0.032812499999999974
K. oxytoca	tmpsmx	151	0.06999999999999995
K. oxytoca	tmpsmx	156	0.060000000000000046
K. oxytoca	tmpsmx	179	0.11124999999999999
K. oxytoca	tmpsmx	187	0.052366127023661266
K. oxytoca	tmpsmx	191	0.050000000000000044
K. oxytoca	tmpsmx	201	0.040000000000000036
K. oxytoca	tmpsmx	204	0.05051063829787236
K. oxytoca	tmpsmx	205	0.06754736842105265
K. oxytoca	tmpsmx	216	0.07999999999999996
K. oxytoca	tmpsmx	222	0.04027210884353745
K. oxytoca	tmpsmx	223	0.08999999999999997
K. oxytoca	tmpsmx	227	0.09797297297297299
K. oxytoca	tmpsmx	240	0.015392156862745112
K. oxytoca	tmpsmx	248	0.03654255319148939
K. oxytoca	tmpsmx	251	0.04829710144927539
K. oxytoca	tmpsmx	268	0.0652
K. oxytoca	tmpsmx	273	0.06508474576271188
K. oxytoca	tmpsmx	278	0.0454761904761905
K. oxytoca	tmpsmx	280	0.0607725321888412
K. oxytoca	tmpsmx	293	0.12
K. oxytoca	tmpsmx	295	0.05007462686567169
K. oxytoca	tmpsmx	299	0.07692513368983957
K. oxytoca	tmpsmx	301	0.07999999999999996
K. oxytoca	tmpsmx	304	0.030000000000000027
K. oxytoca	tmpsmx	307	0.027346534653465353
K. oxytoca	tmpsmx	308	0.07999999999999996
K. oxytoca	tmpsmx	312	0.07988764044943819
K. oxytoca	tmpsmx	318	0.09193277310924372
K. oxytoca	tmpsmx	327	0.04578231292517009
K. oxytoca	tmpsmx	328	0.08999999999999997
K. oxytoca	tmpsmx	340	0.054010695187165746
K. oxytoca	tmpsmx	342	0.06999999999999995
K. oxytoca	tmpsmx	344	0.060873362445414865
K. oxytoca	tmpsmx	356	0.0430188679245283
K. oxytoca	tmpsmx	371	0.040000000000000036
K. oxytoca	tmpsmx	377	0.06336633663366337
K. oxytoca	tmpsmx	380	0.027090909090909113
K. oxytoca	tmpsmx	385	0.05911392405063291
K. oxytoca	tmpsmx	397	0.08483146067415731
K. oxytoca	tmpsmx	412	0.15110778443113776
K. oxytoca	tmpsmx	421	0.08927272727272728
K. oxytoca	tmpsmx	422	0.07789473684210527
K. oxytoca	tmpsmx	423	0.08926441351888667
K. oxytoca	tmpsmx	424	0.0071604938271605
K. oxytoca	tmpsmx	427	0.07213675213675215
K. oxytoca	tmpsmx	431	0.03989637305699485
K. oxytoca	tmpsmx	437	0.06718085106382982
K. oxytoca	tmpsmx	439	0.09655710764174201
K. oxytoca	tmpsmx	440	0.05692307692307691
K. oxytoca	tmpsmx	447	0.02071428571428573
K. oxytoca	tmpsmx	450	0.014237288135593234
K. oxytoca	tmpsmx	451	0.035113122171945725
K. pneumoniae	beta_lactam	10	0.07837944664031621
K. pneumoniae	beta_lactam	12	0.13749532710280374
K. pneumoniae	beta_lactam	15	0.11764331210191087
K. pneumoniae	beta_lactam	22	0.05862385321100919
K. pneumoniae	beta_lactam	23	0.049229422066549955
K. pneumoniae	beta_lactam	56	0.4818222996515679
K. pneumoniae	beta_lactam	65	0.15894230769230766
K. pneumoniae	beta_lactam	77	0.75
K. pneumoniae	beta_lactam	78	0.3444611059044049
K. pneumoniae	beta_lactam	81	0.05720116618075805
K. pneumoniae	beta_lactam	83	0.515
K. pneumoniae	beta_lactam	85	0.295016880486158
K. pneumoniae	beta_lactam	96	0.10999999999999999
K. pneumoniae	beta_lactam	102	0.28463824289405687
K. pneumoniae	beta_lactam	104	0.3566666666666667
K. pneumoniae	beta_lactam	105	0.044999999999999984
K. pneumoniae	beta_lactam	107	0.06275628626692455
K. pneumoniae	beta_lactam	109	0.46997416020671834
K. pneumoniae	beta_lactam	110	0.3963541666666667
K. pneumoniae	beta_lactam	111	0.04544891640866873
K. pneumoniae	beta_lactam	112	0.135
K. pneumoniae	beta_lactam	113	0.23028160919540233
K. pneumoniae	beta_lactam	119	0.09764937106918244
K. pneumoniae	beta_lactam	127	0.2860598062690466
K. pneumoniae	beta_lactam	130	0.43999999999999995
K. pneumoniae	beta_lactam	140	0.38333333333333336
K. pneumoniae	beta_lactam	144	0.40833246027588616
K. pneumoniae	beta_lactam	145	0.3035557644110276
K. pneumoniae	beta_lactam	148	0.5155480572597138
K. pneumoniae	beta_lactam	150	0.07235999420415855
K. pneumoniae	beta_lactam	151	0.04999999999999999
K. pneumoniae	beta_lactam	156	0.08666666666666671
K. pneumoniae	beta_lactam	158	0.08140873015873018
K. pneumoniae	beta_lactam	170	0.26037425149700605
K. pneumoniae	beta_lactam	171	0.07831858407079648
K. pneumoniae	beta_lactam	179	0.38
K. pneumoniae	beta_lactam	187	0.10075986443960298
K. pneumoniae	beta_lactam	192	0.268
K. pneumoniae	beta_lactam	201	0.07761111111111112
K. pneumoniae	beta_lactam	204	0.2795208333333333
K. pneumoniae	beta_lactam	205	0.31080272108843543
K. pneumoniae	beta_lactam	216	0.3733333333333333
K. pneumoniae	beta_lactam	218	0.2261592920353982
K. pneumoniae	beta_lactam	219	0.5117087912087912
K. pneumoniae	beta_lactam	221	0.10004950495049506
K. pneumoniae	beta_lactam	222	0.3936699346405229
K. pneumoniae	beta_lactam	223	0.19500000000000003
K. pneumoniae	beta_lactam	227	0.09588784067085956
K. pneumoniae	beta_lactam	240	0.2764126149802891
K. pneumoniae	beta_lactam	248	0.06124244319366272
K. pneumoniae	beta_lactam	251	0.24952178986580495
K. pneumoniae	beta_lactam	259	0.20692307692307696
K. pneumoniae	beta_lactam	263	0.5075671641791044
K. pneumoniae	beta_lactam	268	0.12515555555555558
K. pneumoniae	beta_lactam	273	0.3392052610197034
K. pneumoniae	beta_lactam	274	0.22986595419847325
K. pneumoniae	beta_lactam	278	0.1346200731409996
K. pneumoniae	beta_lactam	280	0.34229062499999996
K. pneumoniae	beta_lactam	293	0.10000000000000003
K. pneumoniae	beta_lactam	295	0.5225
K. pneumoniae	beta_lactam	299	0.29634248210023867
K. pneumoniae	beta_lactam	301	0.27499999999999997
K. pneumoniae	beta_lactam	303	0.35107177974434606
K. pneumoniae	beta_lactam	304	0.10552569137620688
K. pneumoniae	beta_lactam	307	0.2600429279518499
K. pneumoniae	beta_lactam	308	0.14999999999999997
K. pneumoniae	beta_lactam	312	0.125
K. pneumoniae	beta_lactam	318	0.215638173922254
K. pneumoniae	beta_lactam	320	0.08500000000000002
K. pneumoniae	beta_lactam	325	0.06
K. pneumoniae	beta_lactam	327	0.3079238601150952
K. pneumoniae	beta_lactam	328	0.33821384035327084
K. pneumoniae	beta_lactam	329	0.10000000000000005
K. pneumoniae	beta_lactam	330	0.3347628267182962
K. pneumoniae	beta_lactam	334	0.1279856115107914
K. pneumoniae	beta_lactam	340	0.05366148843930637
K. pneumoniae	beta_lactam	342	0.10504098360655738
K. pneumoniae	beta_lactam	344	0.09342429906542057
K. pneumoniae	beta_lactam	356	0.1592162043152796
K. pneumoniae	beta_lactam	365	0.46333333333333343
K. pneumoniae	beta_lactam	371	0.1950992346736458
K. pneumoniae	beta_lactam	377	0.09660649819494586
K. pneumoniae	beta_lactam	380	0.47064102564102567
K. pneumoniae	beta_lactam	385	0.371391196013289
K. pneumoniae	beta_lactam	397	0.2599830988987024
K. pneumoniae	beta_lactam	399	0.04617964071856289
K. pneumoniae	beta_lactam	412	0.22358795434809578
K. pneumoniae	beta_lactam	416	0.35268901489882143
K. pneumoniae	beta_lactam	421	0.29952309985096875
K. pneumoniae	beta_lactam	422	0.30046120058565157
K. pneumoniae	beta_lactam	423	0.3370717976611368
K. pneumoniae	beta_lactam	424	0.38434959349593495
K. pneumoniae	beta_lactam	427	0.10803209876543211
K. pneumoniae	beta_lactam	431	0.548068669527897
K. pneumoniae	beta_lactam	437	0.05086881472957424
K. pneumoniae	beta_lactam	439	0.2698120351588912
K. pneumoniae	beta_lactam	440	0.032641791044776144
K. pneumoniae	beta_lactam	441	0.030000000000000027
K. pneumoniae	beta_lactam	447	0.38443921568627454
K. pneumoniae	beta_lactam	449	0.07
K. pneumoniae	beta_lactam	450	0.25034746251441753
K. pneumoniae	beta_lactam	451	0.2454577267637178
K. pneumoniae	cephalosporin	10	0.06537549407114623
K. pneumoniae	cephalosporin	12	0.09034267912772584
K. pneumoniae	cephalosporin	15	0.04661173300165839
K. pneumoniae	cephalosporin	22	0.07759633027522937
K. pneumoniae	cephalosporin	23	0.0764098073555166
K. pneumoniae	cephalosporin	56	0.10984851953601954
K. pneumoniae	cephalosporin	65	0.1785576923076923
K. pneumoniae	cephalosporin	77	0.6666666666666666
K. pneumoniae	cephalosporin	78	0.003492658544204939
K. pneumoniae	cephalosporin	81	0.10518626498218335
K. pneumoniae	cephalosporin	83	0.012500000000000011
K. pneumoniae	cephalosporin	85	0.08715485032635607
K. pneumoniae	cephalosporin	96	0.41750000000000004
K. pneumoniae	cephalosporin	102	0.03534237726098193
K. pneumoniae	cephalosporin	103	0.029189570119802676
K. pneumoniae	cephalosporin	104	0.006666666666666673
K. pneumoniae	cephalosporin	105	0.030000000000000027
K. pneumoniae	cephalosporin	107	0.10531914893617021
K. pneumoniae	cephalosporin	109	0.16367786391042205
K. pneumoniae	cephalosporin	110	0.1554296875
K. pneumoniae	cephalosporin	111	0.044928792569659454
K. pneumoniae	cephalosporin	112	0.06999999999999999
K. pneumoniae	cephalosporin	113	0.16083908045977013
K. pneumoniae	cephalosporin	119	0.053765723270440255
K. pneumoniae	cephalosporin	127	0.09660680597881295
K. pneumoniae	cephalosporin	130	0.10999999999999999
K. pneumoniae	cephalosporin	140	0.05750000000000002
K. pneumoniae	cephalosporin	144	0.08388423258250394
K. pneumoniae	cephalosporin	145	0.03390977443609023
K. pneumoniae	cephalosporin	148	0.14824539877300613
K. pneumoniae	cephalosporin	150	0.03678285517641093
K. pneumoniae	cephalosporin	151	0.018000000000000016
K. pneumoniae	cephalosporin	156	0.05
K. pneumoniae	cephalosporin	158	0.027610229276895965
K. pneumoniae	cephalosporin	170	0.05096407185628743
K. pneumoniae	cephalosporin	171	0.019941002949852522
K. pneumoniae	cephalosporin	179	0.03283988212180747
K. pneumoniae	cephalosporin	187	0.03482691842168969
K. pneumoniae	cephalosporin	191	0.04
K. pneumoniae	cephalosporin	192	0.29499999999999993
K. pneumoniae	cephalosporin	201	0.04760493827160497
K. pneumoniae	cephalosporin	204	0.11839444444444445
K. pneumoniae	cephalosporin	205	0.057478888106966934
K. pneumoniae	cephalosporin	216	0.04500000000000004
K. pneumoniae	cephalosporin	218	0.1002182890855457
K. pneumoniae	cephalosporin	219	0.0959258241758242
K. pneumoniae	cephalosporin	221	0.04007425742574259
K. pneumoniae	cephalosporin	222	0.03811220043572984
K. pneumoniae	cephalosporin	223	0.11666666666666667
K. pneumoniae	cephalosporin	227	0.06919811320754717
K. pneumoniae	cephalosporin	240	0.029130091984231294
K. pneumoniae	cephalosporin	248	0.03333646028767983
K. pneumoniae	cephalosporin	251	0.01753601723441499
K. pneumoniae	cephalosporin	259	0.059118589743589765
K. pneumoniae	cephalosporin	263	0.20588059701492537
K. pneumoniae	cephalosporin	268	0.040170833333333336
K. pneumoniae	cephalosporin	273	0.05352630509851718
K. pneumoniae	cephalosporin	274	0.07603880407124682
K. pneumoniae	cephalosporin	278	0.04549898415278345
K. pneumoniae	cephalosporin	280	0.09790624999999999
K. pneumoniae	cephalosporin	283	0.32999999999999996
K. pneumoniae	cephalosporin	293	0.043333333333333335
K. pneumoniae	cephalosporin	295	0.037500000000000026
K. pneumoniae	cephalosporin	299	0.048339797136038185
K. pneumoniae	cephalosporin	301	0.20499999999999993
K. pneumoniae	cephalosporin	303	0.35728613569321527
K. pneumoniae	cephalosporin	304	0.03749468172148585
K. pneumoniae	cephalosporin	307	0.009447911134714116
K. pneumoniae	cephalosporin	308	0.07999999999999996
K. pneumoniae	cephalosporin	312	0.048220204640438115
K. pneumoniae	cephalosporin	318	0.09300762631077217
K. pneumoniae	cephalosporin	320	0.027500000000000024
K. pneumoniae	cephalosporin	325	0.03750000000000003
K. pneumoniae	cephalosporin	327	0.05115537848605576
K. pneumoniae	cephalosporin	328	0.10378484661766647
K. pneumoniae	cephalosporin	329	0.03500000000000003
K. pneumoniae	cephalosporin	330	0.040021539206195555
K. pneumoniae	cephalosporin	334	0.11196642685851314
K. pneumoniae	cephalosporin	340	0.058795698924731195
K. pneumoniae	cephalosporin	342	0.015092592592592598
K. pneumoniae	cephalosporin	344	0.05902180685358256
K. pneumoniae	cephalosporin	356	0.15181858212241303
K. pneumoniae	cephalosporin	365	0.14799999999999996
K. pneumoniae	cephalosporin	371	0.032781346657149685
K. pneumoniae	cephalosporin	377	0.04335740072202167
K. pneumoniae	cephalosporin	380	0.08208810692853247
K. pneumoniae	cephalosporin	385	0.15556478405315616
K. pneumoniae	cephalosporin	397	0.2570965543561226
K. pneumoniae	cephalosporin	399	0.04537425149700601
K. pneumoniae	cephalosporin	412	0.08907641731795063
K. pneumoniae	cephalosporin	416	0.052790304647542835
K. pneumoniae	cephalosporin	421	0.039013412816691524
K. pneumoniae	cephalosporin	422	0.02724158125915081
K. pneumoniae	cephalosporin	423	0.03139556876519861
K. pneumoniae	cephalosporin	424	0.011219512195121961
K. pneumoniae	cephalosporin	427	0.04436543209876545
K. pneumoniae	cephalosporin	431	0.07004496219088494
K. pneumoniae	cephalosporin	437	0.03971288837744536
K. pneumoniae	cephalosporin	439	0.054286308316430026
K. pneumoniae	cephalosporin	440	0.0363717350746269
K. pneumoniae	cephalosporin	441	0.04835602920860472
K. pneumoniae	cephalosporin	447	0.037756862745098076
K. pneumoniae	cephalosporin	449	0.025000000000000022
K. pneumoniae	cephalosporin	450	0.029364186851211074
K. pneumoniae	cephalosporin	451	0.07396901829040688
K. pneumoniae	nitrofurantoin	10	0.6706719367588934
K. pneumoniae	nitrofurantoin	12	0.7157699805068227
K. pneumoniae	nitrofurantoin	15	0.7070676691729323
K. pneumoniae	nitrofurantoin	22	0.31000000000000005
K. pneumoniae	nitrofurantoin	23	0.61
K. pneumoniae	nitrofurantoin	56	0.7266990815775257
K. pneumoniae	nitrofurantoin	65	0.618076923076923
K. pneumoniae	nitrofurantoin	78	0.6767049368541905
K. pneumoniae	nitrofurantoin	81	0.52
K. pneumoniae	nitrofurantoin	83	0.6599999999999999
K. pneumoniae	nitrofurantoin	85	0.7436394328156652
K. pneumoniae	nitrofurantoin	96	0.64
K. pneumoniae	nitrofurantoin	102	0.6591428571428571
K. pneumoniae	nitrofurantoin	103	0.35304347826086957
K. pneumoniae	nitrofurantoin	104	0.53
K. pneumoniae	nitrofurantoin	105	0.5900000000000001
K. pneumoniae	nitrofurantoin	107	0.42756286266924565
K. pneumoniae	nitrofurantoin	109	0.8002631578947368
K. pneumoniae	nitrofurantoin	111	0.43839009287925695
K. pneumoniae	nitrofurantoin	113	0.7734642032332563
K. pneumoniae	nitrofurantoin	119	0.7026943005181346
K. pneumoniae	nitrofurantoin	127	0.5900000000000001
K. pneumoniae	nitrofurantoin	130	0.72
K. pneumoniae	nitrofurantoin	140	0.7199999999999999
K. pneumoniae	nitrofurantoin	145	0.43844611528822053
K. pneumoniae	nitrofurantoin	150	0.45310077519379843
K. pneumoniae	nitrofurantoin	151	0.55
K. pneumoniae	nitrofurantoin	156	0.31000000000000005
K. pneumoniae	nitrofurantoin	170	0.505328947368421
K. pneumoniae	nitrofurantoin	187	0.6268056524773203
K. pneumoniae	nitrofurantoin	191	0.61
K. pneumoniae	nitrofurantoin	192	0.41000000000000003
K. pneumoniae	nitrofurantoin	201	0.6262592592592593
K. pneumoniae	nitrofurantoin	204	0.577
K. pneumoniae	nitrofurantoin	205	0.6651677951133352
K. pneumoniae	nitrofurantoin	216	0.62
K. pneumoniae	nitrofurantoin	218	0.7480353982300885
K. pneumoniae	nitrofurantoin	221	0.14980198019801982
K. pneumoniae	nitrofurantoin	222	0.529402795425667
K. pneumoniae	nitrofurantoin	223	0.71
K. pneumoniae	nitrofurantoin	227	0.22858128078817733
K. pneumoniae	nitrofurantoin	240	0.3760840998685939
K. pneumoniae	nitrofurantoin	248	0.6121013133208255
K. pneumoniae	nitrofurantoin	251	0.711981351981352
K. pneumoniae	nitrofurantoin	259	0.69
K. pneumoniae	nitrofurantoin	263	0.570268656716418
K. pneumoniae	nitrofurantoin	268	0.7211333333333333
K. pneumoniae	nitrofurantoin	273	0.5412672176308541
K. pneumoniae	nitrofurantoin	274	0.5699118295371052
K. pneumoniae	nitrofurantoin	278	0.4262653562653563
K. pneumoniae	nitrofurantoin	280	0.47123125
K. pneumoniae	nitrofurantoin	283	0.78
K. pneumoniae	nitrofurantoin	295	0.275
K. pneumoniae	nitrofurantoin	299	0.6480792420327305
K. pneumoniae	nitrofurantoin	301	0.5900000000000001
K. pneumoniae	nitrofurantoin	303	0.6246784660766961
K. pneumoniae	nitrofurantoin	304	0.6115513009327442
K. pneumoniae	nitrofurantoin	307	0.6033085501858736
K. pneumoniae	nitrofurantoin	308	0.8200000000000001
K. pneumoniae	nitrofurantoin	318	0.6886688311688312
K. pneumoniae	nitrofurantoin	320	0.44999999999999996
K. pneumoniae	nitrofurantoin	325	0.52
K. pneumoniae	nitrofurantoin	327	0.7259893758300132
K. pneumoniae	nitrofurantoin	328	0.6003152686145147
K. pneumoniae	nitrofurantoin	329	0.6
K. pneumoniae	nitrofurantoin	330	0.44073088092933205
K. pneumoniae	nitrofurantoin	340	0.6309680407596109
K. pneumoniae	nitrofurantoin	342	0.6542741935483872
K. pneumoniae	nitrofurantoin	344	0.6687813084112149
K. pneumoniae	nitrofurantoin	356	0.7008325449385052
K. pneumoniae	nitrofurantoin	371	0.6546494325346784
K. pneumoniae	nitrofurantoin	377	0.32920577617328517
K. pneumoniae	nitrofurantoin	380	0.7011865793780687
K. pneumoniae	nitrofurantoin	397	0.7163580667120489
K. pneumoniae	nitrofurantoin	399	0.45999999999999996
K. pneumoniae	nitrofurantoin	412	0.664145283700759
K. pneumoniae	nitrofurantoin	416	0.45159439626417613
K. pneumoniae	nitrofurantoin	421	0.5747817836812146
K. pneumoniae	nitrofurantoin	422	0.6200000000000001
K. pneumoniae	nitrofurantoin	423	0.6033293305313719
K. pneumoniae	nitrofurantoin	424	0.7065853658536585
K. pneumoniae	nitrofurantoin	427	0.6833929483903936
K. pneumoniae	nitrofurantoin	437	0.6126352128883774
K. pneumoniae	nitrofurantoin	439	0.44310953346855986
K. pneumoniae	nitrofurantoin	440	0.6360074626865672
K. pneumoniae	nitrofurantoin	441	0.6850680876258141
K. pneumoniae	nitrofurantoin	447	0.7067058823529411
K. pneumoniae	nitrofurantoin	449	0.6299999999999999
K. pneumoniae	nitrofurantoin	450	0.06524221453287193
K. pneumoniae	nitrofurantoin	451	0.5610414333706607
K. pneumoniae	quinolone	10	0.041106719367588966
K. pneumoniae	quinolone	12	0.045588785046729016
K. pneumoniae	quinolone	15	0.030764925373134355
K. pneumoniae	quinolone	22	0.04357798165137619
K. pneumoniae	quinolone	23	0.07961471103327493
