bug	drug_group	hrr	f_ns
A. baumannii	beta_lactam	12	0.42000000000000004
A. baumannii	beta_lactam	15	0.609375
A. baumannii	beta_lactam	56	0.5258695652173914
A. baumannii	beta_lactam	65	0.08999999999999997
A. baumannii	beta_lactam	73	0.7250000000000001
A. baumannii	beta_lactam	81	0.21042857142857144
A. baumannii	beta_lactam	85	0.3102564102564102
A. baumannii	beta_lactam	103	0.040000000000000036
A. baumannii	beta_lactam	104	0.49499999999999994
A. baumannii	beta_lactam	109	0.5494871794871795
A. baumannii	beta_lactam	111	0.12115384615384617
A. baumannii	beta_lactam	112	0.135
A. baumannii	beta_lactam	113	0.557578947368421
A. baumannii	beta_lactam	127	0.43773901808785526
A. baumannii	beta_lactam	130	0.3933333333333333
A. baumannii	beta_lactam	140	0.61
A. baumannii	beta_lactam	144	0.22750000000000004
A. baumannii	beta_lactam	145	0.12438818565400844
A. baumannii	beta_lactam	148	0.82
A. baumannii	beta_lactam	151	0.22
A. baumannii	beta_lactam	156	0.21500000000000002
A. baumannii	beta_lactam	192	0.2035
A. baumannii	beta_lactam	204	0.48126436781609194
A. baumannii	beta_lactam	205	0.5463470319634703
A. baumannii	beta_lactam	216	0.67
A. baumannii	beta_lactam	219	0.4314
A. baumannii	beta_lactam	221	0.040000000000000036
A. baumannii	beta_lactam	222	0.15000000000000002
A. baumannii	beta_lactam	223	0.41
A. baumannii	beta_lactam	240	0.28106382978723404
A. baumannii	beta_lactam	248	0.059346405228758184
A. baumannii	beta_lactam	251	0.2509638554216867
A. baumannii	beta_lactam	259	0.4678
A. baumannii	beta_lactam	268	0
A. baumannii	beta_lactam	273	0.8857635467980296
A. baumannii	beta_lactam	278	0.18999999999999995
A. baumannii	beta_lactam	280	0.23837209302325582
A. baumannii	beta_lactam	299	0.2883406113537118
A. baumannii	beta_lactam	301	0.635
A. baumannii	beta_lactam	303	0.42971671388101984
A. baumannii	beta_lactam	304	0.30000000000000004
A. baumannii	beta_lactam	307	0.9366666666666666
A. baumannii	beta_lactam	308	0.28
A. baumannii	beta_lactam	312	0.16696652719665273
A. baumannii	beta_lactam	318	0.1630201342281879
A. baumannii	beta_lactam	325	0.3933333333333333
A. baumannii	beta_lactam	327	0.5766666666666667
A. baumannii	beta_lactam	328	0.5105731707317074
A. baumannii	beta_lactam	329	0.2718181818181818
A. baumannii	beta_lactam	330	0.41694444444444445
A. baumannii	beta_lactam	334	0.1325531914893617
A. baumannii	beta_lactam	340	0.7766985645933013
A. baumannii	beta_lactam	344	0.23840375586854462
A. baumannii	beta_lactam	356	0.1829268292682927
A. baumannii	beta_lactam	377	0.4758490566037736
A. baumannii	beta_lactam	380	0.99
A. baumannii	beta_lactam	385	0.62
A. baumannii	beta_lactam	397	0.28206349206349207
A. baumannii	beta_lactam	399	0.5891935483870968
A. baumannii	beta_lactam	412	0.9050000000000001
A. baumannii	beta_lactam	421	0.59
A. baumannii	beta_lactam	422	0.16618181818181818
A. baumannii	beta_lactam	423	0.40374137931034487
A. baumannii	beta_lactam	424	0.020000000000000018
A. baumannii	beta_lactam	427	0.2671428571428572
A. baumannii	beta_lactam	430	0.07407407407407407
A. baumannii	beta_lactam	437	0.242803738317757
A. baumannii	beta_lactam	439	0.36320292123109027
A. baumannii	beta_lactam	441	0
A. baumannii	beta_lactam	447	0
A. baumannii	beta_lactam	450	0.18
A. baumannii	cephalosporin	12	0.6552252252252253
A. baumannii	cephalosporin	15	0.561875
A. baumannii	cephalosporin	56	0.4897826086956522
A. baumannii	cephalosporin	65	0.22075000000000006
A. baumannii	cephalosporin	73	0.7366666666666667
A. baumannii	cephalosporin	81	0.25493197278911567
A. baumannii	cephalosporin	85	0.38567796610169497
A. baumannii	cephalosporin	103	0.26
A. baumannii	cephalosporin	104	0.6799999999999999
A. baumannii	cephalosporin	105	0.31
A. baumannii	cephalosporin	109	0.7924358974358974
A. baumannii	cephalosporin	110	0.565
A. baumannii	cephalosporin	111	0.2828205128205128
A. baumannii	cephalosporin	112	0.5499999999999999
A. baumannii	cephalosporin	113	0.6617368421052632
A. baumannii	cephalosporin	127	0.6173752399232245
A. baumannii	cephalosporin	130	0.6866666666666668
A. baumannii	cephalosporin	140	0.7775
A. baumannii	cephalosporin	144	0.43625
A. baumannii	cephalosporin	145	0.35637130801687766
A. baumannii	cephalosporin	148	0.82
A. baumannii	cephalosporin	150	0.21441611234294158
A. baumannii	cephalosporin	151	0.23666666666666672
A. baumannii	cephalosporin	156	0.19999999999999996
A. baumannii	cephalosporin	192	0.49812500000000004
A. baumannii	cephalosporin	204	0.5505820105820106
A. baumannii	cephalosporin	205	0.6222602739726028
A. baumannii	cephalosporin	216	0.805
A. baumannii	cephalosporin	218	0.6148130841121495
A. baumannii	cephalosporin	219	0.46625
A. baumannii	cephalosporin	221	0.020000000000000018
A. baumannii	cephalosporin	222	0.07999999999999997
A. baumannii	cephalosporin	223	0.8099999999999999
A. baumannii	cephalosporin	240	0.47716312056737586
A. baumannii	cephalosporin	248	0.39370370370370367
A. baumannii	cephalosporin	251	0.34840000000000004
A. baumannii	cephalosporin	259	0.5376333333333333
A. baumannii	cephalosporin	263	0.43000000000000005
A. baumannii	cephalosporin	268	0.33280701754385966
A. baumannii	cephalosporin	273	0.5007105263157895
A. baumannii	cephalosporin	278	0.3730188679245283
A. baumannii	cephalosporin	280	0.6040310077519381
A. baumannii	cephalosporin	283	0.99
A. baumannii	cephalosporin	299	0.5302838427947598
A. baumannii	cephalosporin	301	0.38333333333333336
A. baumannii	cephalosporin	303	0.5632672332389046
A. baumannii	cephalosporin	304	0.19999999999999993
A. baumannii	cephalosporin	307	0.76
A. baumannii	cephalosporin	308	0.74
A. baumannii	cephalosporin	312	0.32832635983263597
A. baumannii	cephalosporin	318	0.5116666666666667
A. baumannii	cephalosporin	325	0.46499999999999997
A. baumannii	cephalosporin	327	0.7005737704918034
A. baumannii	cephalosporin	328	0.6550579268292683
A. baumannii	cephalosporin	329	0.4081818181818182
A. baumannii	cephalosporin	330	0.42021604938271606
A. baumannii	cephalosporin	334	0.48
A. baumannii	cephalosporin	340	0.6834289617486339
A. baumannii	cephalosporin	342	0.175
A. baumannii	cephalosporin	344	0.5654298941798942
A. baumannii	cephalosporin	356	0.5249390243902439
A. baumannii	cephalosporin	377	0.47188679245283016
A. baumannii	cephalosporin	380	0.5986861313868614
A. baumannii	cephalosporin	385	0.6798461538461538
A. baumannii	cephalosporin	397	0.5524452133794694
A. baumannii	cephalosporin	399	0.5968010752688172
A. baumannii	cephalosporin	412	1
A. baumannii	cephalosporin	421	0.3333333333333333
A. baumannii	cephalosporin	422	0.21345454545454545
A. baumannii	cephalosporin	423	0.3985641025641026
A. baumannii	cephalosporin	424	0.32999999999999996
A. baumannii	cephalosporin	427	0.3542857142857142
A. baumannii	cephalosporin	430	0.018518518518518514
A. baumannii	cephalosporin	431	0.3809142857142857
A. baumannii	cephalosporin	437	0.49762981574539367
A. baumannii	cephalosporin	439	0.2733881064162754
A. baumannii	cephalosporin	440	0.30333333333333334
A. baumannii	cephalosporin	441	0.5947260273972602
A. baumannii	cephalosporin	447	0.43000000000000005
A. baumannii	cephalosporin	450	0.23666666666666666
A. baumannii	cephalosporin	451	0.3913387978142077
A. baumannii	quinolone	12	0.5
A. baumannii	quinolone	15	0.23812499999999998
A. baumannii	quinolone	56	0.39663043478260873
A. baumannii	quinolone	65	0.16925000000000004
A. baumannii	quinolone	73	0.21999999999999997
A. baumannii	quinolone	81	0.18086419753086422
A. baumannii	quinolone	85	0.31135593220338986
A. baumannii	quinolone	103	0.040000000000000036
A. baumannii	quinolone	104	0.050000000000000044
A. baumannii	quinolone	105	0.12
A. baumannii	quinolone	109	0.46038461538461534
A. baumannii	quinolone	110	0.56
A. baumannii	quinolone	111	0.195
A. baumannii	quinolone	112	0.19999999999999996
A. baumannii	quinolone	113	0.7078947368421052
A. baumannii	quinolone	127	0.5340685714285714
A. baumannii	quinolone	130	0.27
A. baumannii	quinolone	140	0.51
A. baumannii	quinolone	144	0.21499999999999997
A. baumannii	quinolone	145	0.2182067510548523
A. baumannii	quinolone	148	0.735
A. baumannii	quinolone	150	0.04795454545454547
A. baumannii	quinolone	151	0.09999999999999996
A. baumannii	quinolone	156	0.24
A. baumannii	quinolone	192	0.017333333333333326
A. baumannii	quinolone	204	0.5146825396825397
A. baumannii	quinolone	205	0.4483898305084746
A. baumannii	quinolone	216	0.6
A. baumannii	quinolone	218	0.2693457943925233
A. baumannii	quinolone	219	0.4241249999999999
A. baumannii	quinolone	221	0.030000000000000027
A. baumannii	quinolone	222	0
A. baumannii	quinolone	223	0.52
A. baumannii	quinolone	227	0.0822448979591837
A. baumannii	quinolone	240	0.3634042553191489
A. baumannii	quinolone	248	0.048104575163398736
A. baumannii	quinolone	251	0.1834666666666667
A. baumannii	quinolone	259	0.5387666666666666
A. baumannii	quinolone	263	0.10500000000000004
A. baumannii	quinolone	268	0.01884210526315791
A. baumannii	quinolone	273	0.42300000000000004
A. baumannii	quinolone	278	0.44966981132075473
A. baumannii	quinolone	280	0.5595348837209301
A. baumannii	quinolone	283	0.8
A. baumannii	quinolone	299	0.39911564625850343
A. baumannii	quinolone	301	0.29000000000000004
A. baumannii	quinolone	303	0.65
A. baumannii	quinolone	304	0.18000000000000005
A. baumannii	quinolone	307	0.14500000000000002
A. baumannii	quinolone	308	0.7
A. baumannii	quinolone	312	0.2026778242677824
A. baumannii	quinolone	318	0.2618120805369128
A. baumannii	quinolone	325	0.07500000000000001
A. baumannii	quinolone	327	0.42237704918032787
A. baumannii	quinolone	328	0.6665313653136531
A. baumannii	quinolone	329	0.3181818181818182
A. baumannii	quinolone	330	0.411712962962963
A. baumannii	quinolone	334	0.5580851063829787
A. baumannii	quinolone	340	0.6963524590163934
A. baumannii	quinolone	342	0.08999999999999997
A. baumannii	quinolone	344	0.415436507936508
A. baumannii	quinolone	356	0.5623170731707317
A. baumannii	quinolone	377	0.4962264150943396
A. baumannii	quinolone	380	0.34813868613138693
A. baumannii	quinolone	385	0.64
A. baumannii	quinolone	397	0.21622837370242215
A. baumannii	quinolone	399	0.5983870967741934
A. baumannii	quinolone	412	1
A. baumannii	quinolone	421	0.25
A. baumannii	quinolone	422	0.1425454545454545
A. baumannii	quinolone	423	0.29775384615384615
A. baumannii	quinolone	424	0.020000000000000018
A. baumannii	quinolone	427	0.3221428571428571
A. baumannii	quinolone	430	0.09203703703703703
A. baumannii	quinolone	431	0.45174285714285717
A. baumannii	quinolone	437	0.4325628140703518
A. baumannii	quinolone	439	0.3151721439749609
A. baumannii	quinolone	440	0.125
A. baumannii	quinolone	441	0.4421575342465753
A. baumannii	quinolone	447	0.14
A. baumannii	quinolone	450	0.18000000000000005
A. baumannii	quinolone	451	0.46524590163934426
A. baumannii	tmpsmx	12	0.43513513513513513
A. baumannii	tmpsmx	56	0.2786440677966102
A. baumannii	tmpsmx	65	0.08999999999999997
A. baumannii	tmpsmx	73	0.37
A. baumannii	tmpsmx	81	0.15275510204081635
A. baumannii	tmpsmx	85	0.457457627118644
A. baumannii	tmpsmx	103	0.13
A. baumannii	tmpsmx	104	0.050000000000000044
A. baumannii	tmpsmx	105	0
A. baumannii	tmpsmx	109	0.3080769230769231
A. baumannii	tmpsmx	110	0.43000000000000005
A. baumannii	tmpsmx	111	0.07884615384615387
A. baumannii	tmpsmx	112	0.18999999999999995
A. baumannii	tmpsmx	113	0.7147368421052631
A. baumannii	tmpsmx	127	0.6652679938744257
A. baumannii	tmpsmx	130	0.20999999999999996
A. baumannii	tmpsmx	140	0.5
A. baumannii	tmpsmx	144	0.43000000000000005
A. baumannii	tmpsmx	145	0.19839662447257383
A. baumannii	tmpsmx	148	0.37
A. baumannii	tmpsmx	150	0.10649667405764965
A. baumannii	tmpsmx	151	0.17000000000000004
A. baumannii	tmpsmx	156	0.29000000000000004
A. baumannii	tmpsmx	192	0.1593333333333333
A. baumannii	tmpsmx	204	0.5272486772486773
A. baumannii	tmpsmx	205	0.5130815709969788
A. baumannii	tmpsmx	216	0.35
A. baumannii	tmpsmx	218	0.1997196261682243
A. baumannii	tmpsmx	219	0.4192
A. baumannii	tmpsmx	221	0.040000000000000036
A. baumannii	tmpsmx	222	0.22999999999999998
A. baumannii	tmpsmx	223	0.52
A. baumannii	tmpsmx	227	0.12183673469387754
A. baumannii	tmpsmx	240	0.3002127659574468
A. baumannii	tmpsmx	248	0.03725490196078434
A. baumannii	tmpsmx	251	0.19427966101694918
A. baumannii	tmpsmx	259	0.25233333333333335
A. baumannii	tmpsmx	263	0.08999999999999997
A. baumannii	tmpsmx	268	0.05473684210526317
A. baumannii	tmpsmx	273	0.5011111111111111
A. baumannii	tmpsmx	278	0.3852830188679245
A. baumannii	tmpsmx	280	0.4869767441860465
A. baumannii	tmpsmx	283	0.4
A. baumannii	tmpsmx	299	0.3297814207650273
A. baumannii	tmpsmx	303	0.6944759206798866
A. baumannii	tmpsmx	304	0.11
A. baumannii	tmpsmx	307	0.10999999999999999
A. baumannii	tmpsmx	312	0.20928870292887028
A. baumannii	tmpsmx	318	0.21114093959731547
A. baumannii	tmpsmx	325	0.12
A. baumannii	tmpsmx	327	0.3354098360655738
A. baumannii	tmpsmx	328	0.699747572815534
A. baumannii	tmpsmx	329	0.31636363636363635
A. baumannii	tmpsmx	330	0.34185185185185185
A. baumannii	tmpsmx	340	0.5784426229508196
A. baumannii	tmpsmx	342	0.08999999999999997
A. baumannii	tmpsmx	344	0.25369047619047624
A. baumannii	tmpsmx	356	0.4302439024390244
A. baumannii	tmpsmx	377	0.49528301886792453
A. baumannii	tmpsmx	380	0.99
A. baumannii	tmpsmx	385	0.4799999999999999
A. baumannii	tmpsmx	397	0.21555084745762712
A. baumannii	tmpsmx	399	0.5937903225806451
A. baumannii	tmpsmx	412	0.9299999999999999
A. baumannii	tmpsmx	421	0.32999999999999996
A. baumannii	tmpsmx	422	0.19836363636363635
A. baumannii	tmpsmx	423	0.40423664122137404
A. baumannii	tmpsmx	424	0.09999999999999998
A. baumannii	tmpsmx	427	0.24785714285714283
A. baumannii	tmpsmx	430	0.03666666666666665
A. baumannii	tmpsmx	431	0.3216571428571429
A. baumannii	tmpsmx	437	0.25185929648241207
A. baumannii	tmpsmx	439	0.15707006369426754
A. baumannii	tmpsmx	440	0.07999999999999996
A. baumannii	tmpsmx	441	0.25452054794520546
A. baumannii	tmpsmx	447	0
A. baumannii	tmpsmx	450	0.15000000000000002
A. baumannii	tmpsmx	451	0.36120218579234975
C. freundii	beta_lactam	22	0.5175
C. freundii	beta_lactam	56	0.2504040404040404
C. freundii	beta_lactam	65	0
C. freundii	beta_lactam	73	0.6649999999999999
C. freundii	beta_lactam	78	0.5543506493506493
C. freundii	beta_lactam	81	0.17605882352941177
C. freundii	beta_lactam	85	0.3952729384436701
C. freundii	beta_lactam	102	0.08421686746987948
C. freundii	beta_lactam	104	0.6733333333333333
C. freundii	beta_lactam	105	0.29000000000000004
C. freundii	beta_lactam	107	0.02389610389610392
C. freundii	beta_lactam	110	0.591111111111111
C. freundii	beta_lactam	111	0.2721830985915493
C. freundii	beta_lactam	112	0.08999999999999997
C. freundii	beta_lactam	113	0.16674603174603173
C. freundii	beta_lactam	119	0.10999999999999999
C. freundii	beta_lactam	127	0.5238653846153847
C. freundii	beta_lactam	130	0.20999999999999996
C. freundii	beta_lactam	140	0.07999999999999996
C. freundii	beta_lactam	144	0.7128508771929825
C. freundii	beta_lactam	145	0.23991904761904762
C. freundii	beta_lactam	150	0.024761904761904784
C. freundii	beta_lactam	151	0.08500000000000002
C. freundii	beta_lactam	156	0.19999999999999993
C. freundii	beta_lactam	179	0.29311320754716985
C. freundii	beta_lactam	192	0.5843817787418655
C. freundii	beta_lactam	204	0.4041739130434783
C. freundii	beta_lactam	205	0.52551329394387
C. freundii	beta_lactam	216	0.18999999999999995
C. freundii	beta_lactam	219	0.5053488372093023
C. freundii	beta_lactam	221	0.07562500000000003
C. freundii	beta_lactam	222	0.11766666666666667
C. freundii	beta_lactam	223	0.26
C. freundii	beta_lactam	227	0
C. freundii	beta_lactam	240	0.4550634517766498
C. freundii	beta_lactam	248	0.27495515695067263
C. freundii	beta_lactam	251	0.41838888888888887
C. freundii	beta_lactam	259	0.5399999999999999
C. freundii	beta_lactam	273	0.6817700729927006
C. freundii	beta_lactam	274	0.5400632911392405
C. freundii	beta_lactam	278	0.04630303030303034
C. freundii	beta_lactam	280	0.21195783132530122
C. freundii	beta_lactam	293	0.08500000000000002
C. freundii	beta_lactam	299	0.19866242038216556
C. freundii	beta_lactam	301	0.21500000000000002
C. freundii	beta_lactam	303	0.09658653846153846
C. freundii	beta_lactam	304	0.16186119873817031
C. freundii	beta_lactam	307	0.5963802083333333
C. freundii	beta_lactam	312	0.05393333333333334
C. freundii	beta_lactam	318	0.3705294117647059
C. freundii	beta_lactam	327	0.4905882352941176
C. freundii	beta_lactam	328	0.630062893081761
C. freundii	beta_lactam	329	0.1635483870967742
C. freundii	beta_lactam	330	0.3661094674556213
C. freundii	beta_lactam	340	0.17428571428571427
C. freundii	beta_lactam	342	0.11164948453608246
C. freundii	beta_lactam	344	0.1841839762611276
C. freundii	beta_lactam	356	0.017619047619047635
C. freundii	beta_lactam	371	0.17000000000000004
C. freundii	beta_lactam	377	0.17410447761194028
C. freundii	beta_lactam	380	0.7089285714285715
C. freundii	beta_lactam	385	0.43000000000000005
C. freundii	beta_lactam	397	0.287218045112782
C. freundii	beta_lactam	412	0.48279352226720645
C. freundii	beta_lactam	416	0.99
C. freundii	beta_lactam	422	0.755
C. freundii	beta_lactam	423	0.744811403508772
C. freundii	beta_lactam	427	0.19776190476190478
C. freundii	beta_lactam	431	0.6190476190476191
C. freundii	beta_lactam	439	0.32498743718592965
C. freundii	beta_lactam	440	0.1031382316313823
C. freundii	beta_lactam	441	0.10999999999999999
C. freundii	beta_lactam	447	0.09327586206896549
C. freundii	beta_lactam	450	0.3468023255813954
C. freundii	beta_lactam	451	0.22690366972477066
C. freundii	cephalosporin	15	0.42424074074074075
C. freundii	cephalosporin	22	0.19750000000000004
C. freundii	cephalosporin	56	0.38063973063973067
C. freundii	cephalosporin	65	0.14527131782945735
C. freundii	cephalosporin	73	0.33666666666666667
C. freundii	cephalosporin	78	0.3846753246753246
C. freundii	cephalosporin	81	0.19846078431372552
C. freundii	cephalosporin	85	0.3634668989547038
C. freundii	cephalosporin	102	0.25560240963855424
C. freundii	cephalosporin	103	0.152280701754386
C. freundii	cephalosporin	104	0.3433333333333334
C. freundii	cephalosporin	105	0.20666666666666664
C. freundii	cephalosporin	107	0.18999999999999995
C. freundii	cephalosporin	110	0.34833333333333333
C. freundii	cephalosporin	111	0.10404929577464787
C. freundii	cephalosporin	112	0.09000000000000002
C. freundii	cephalosporin	113	0.34206349206349207
C. freundii	cephalosporin	119	0.05999999999999998
C. freundii	cephalosporin	127	0.3439579772079772
C. freundii	cephalosporin	130	0.4133333333333333
C. freundii	cephalosporin	140	0.30250000000000005
C. freundii	cephalosporin	144	0.2904440789473684
C. freundii	cephalosporin	145	0.2896142857142857
C. freundii	cephalosporin	150	0.052619047619047614
C. freundii	cephalosporin	151	0.07999999999999999
C. freundii	cephalosporin	156	0.15500000000000003
C. freundii	cephalosporin	179	0.17003301886792452
C. freundii	cephalosporin	191	0.065
C. freundii	cephalosporin	192	0.33181127982646413
C. freundii	cephalosporin	204	0.3331710144927536
C. freundii	cephalosporin	205	0.3120470211718365
C. freundii	cephalosporin	216	0.12
C. freundii	cephalosporin	219	0.3826162790697675
C. freundii	cephalosporin	221	0.04790178571428573
C. freundii	cephalosporin	222	0.27436111111111117
C. freundii	cephalosporin	223	0.17999999999999997
C. freundii	cephalosporin	227	0
C. freundii	cephalosporin	240	0.284
C. freundii	cephalosporin	248	0.182940956651719
C. freundii	cephalosporin	251	0.21095925925925926
C. freundii	cephalosporin	259	0.3770564516129032
C. freundii	cephalosporin	268	0.11995780590717298
C. freundii	cephalosporin	273	0.32284671532846715
C. freundii	cephalosporin	274	0.04575949367088606
C. freundii	cephalosporin	278	0.10103030303030303
C. freundii	cephalosporin	280	0.14867469879518078
C. freundii	cephalosporin	293	0.05499999999999999
C. freundii	cephalosporin	299	0.1936411889596603
C. freundii	cephalosporin	301	0.11000000000000003
C. freundii	cephalosporin	303	0.11503205128205127
C. freundii	cephalosporin	304	0.02685408299866131
C. freundii	cephalosporin	307	0.264892578125
C. freundii	cephalosporin	308	0.24
C. freundii	cephalosporin	312	0.19246666666666665
C. freundii	cephalosporin	318	0.2186438679245283
C. freundii	cephalosporin	327	0.30358823529411766
C. freundii	cephalosporin	328	0.40008094572559977
C. freundii	cephalosporin	329	0.11322580645161291
C. freundii	cephalosporin	330	0.2405917159763314
C. freundii	cephalosporin	340	0.14761904761904765
C. freundii	cephalosporin	342	0.09969178082191782
C. freundii	cephalosporin	344	0.1066553480475382
C. freundii	cephalosporin	356	0.14261904761904762
C. freundii	cephalosporin	371	0.1333333333333333
C. freundii	cephalosporin	377	0.11805970149253729
C. freundii	cephalosporin	380	0.3397767857142857
C. freundii	cephalosporin	385	0.4975
C. freundii	cephalosporin	397	0.35023182957393484
C. freundii	cephalosporin	412	0.33094466936572203
C. freundii	cephalosporin	416	0.24
C. freundii	cephalosporin	422	0.48999999999999994
C. freundii	cephalosporin	423	0.4435843425605536
C. freundii	cephalosporin	424	0.10596858638743456
C. freundii	cephalosporin	427	0.12504761904761905
C. freundii	cephalosporin	431	0.08809523809523809
C. freundii	cephalosporin	439	0.25178077889447237
C. freundii	cephalosporin	440	0.09691158156911582
C. freundii	cephalosporin	441	0.1475783972125436
C. freundii	cephalosporin	447	0.39715517241379317
C. freundii	cephalosporin	450	0.17791666666666664
C. freundii	cephalosporin	451	0.2776467889908257
C. freundii	nitrofurantoin	15	0.16186046511627905
C. freundii	nitrofurantoin	22	0
C. freundii	nitrofurantoin	56	0.09553191489361702
C. freundii	nitrofurantoin	65	0.05046511627906974
C. freundii	nitrofurantoin	73	0
C. freundii	nitrofurantoin	78	0.18000000000000005
C. freundii	nitrofurantoin	81	0.09999999999999998
C. freundii	nitrofurantoin	85	0.09585365853658534
C. freundii	nitrofurantoin	102	0.11578313253012047
C. freundii	nitrofurantoin	103	0.050000000000000044
C. freundii	nitrofurantoin	104	0.15000000000000002
C. freundii	nitrofurantoin	105	0.07999999999999996
C. freundii	nitrofurantoin	107	0
C. freundii	nitrofurantoin	111	0.032183098591549324
C. freundii	nitrofurantoin	113	0.03213114754098358
C. freundii	nitrofurantoin	119	0
C. freundii	nitrofurantoin	127	0.13
C. freundii	nitrofurantoin	130	0.12
C. freundii	nitrofurantoin	140	0.07999999999999996
C. freundii	nitrofurantoin	145	0.0601714285714286
C. freundii	nitrofurantoin	150	0.0347619047619048
C. freundii	nitrofurantoin	151	0.06000000000000005
C. freundii	nitrofurantoin	156	0.050000000000000044
C. freundii	nitrofurantoin	187	0.06695121951219515
C. freundii	nitrofurantoin	191	0.06999999999999995
C. freundii	nitrofurantoin	192	0.3279175704989154
C. freundii	nitrofurantoin	204	0.05513043478260871
C. freundii	nitrofurantoin	205	0.09419303797468355
C. freundii	nitrofurantoin	216	0.07999999999999996
C. freundii	nitrofurantoin	221	0.020357142857142876
C. freundii	nitrofurantoin	222	0.06068965517241381
C. freundii	nitrofurantoin	223	0.08999999999999997
C. freundii	nitrofurantoin	227	0
C. freundii	nitrofurantoin	240	0.04502538071065994
C. freundii	nitrofurantoin	248	0.05715246636771302
C. freundii	nitrofurantoin	251	0.08554357592093441
C. freundii	nitrofurantoin	259	0.16000000000000003
C. freundii	nitrofurantoin	268	0.1273417721518987
C. freundii	nitrofurantoin	273	0.03262773722627739
C. freundii	nitrofurantoin	274	0.07708860759493671
C. freundii	nitrofurantoin	278	0.059212121212121265
C. freundii	nitrofurantoin	280	0.08156626506024096
C. freundii	nitrofurantoin	293	0.08999999999999997
C. freundii	nitrofurantoin	299	0
C. freundii	nitrofurantoin	301	0.040000000000000036
C. freundii	nitrofurantoin	303	0.017019230769230783
C. freundii	nitrofurantoin	304	0.07888349514563103
C. freundii	nitrofurantoin	307	0.05015625000000003
C. freundii	nitrofurantoin	318	0.11208737864077671
C. freundii	nitrofurantoin	327	0.17288461538461541
C. freundii	nitrofurantoin	328	0.13807594291539244
C. freundii	nitrofurantoin	329	0.07935483870967742
C. freundii	nitrofurantoin	330	0.0804733727810651
C. freundii	nitrofurantoin	340	0.11328571428571428
C. freundii	nitrofurantoin	342	0.1482692307692308
C. freundii	nitrofurantoin	344	0.12074702886247879
C. freundii	nitrofurantoin	356	0.09915492957746477
C. freundii	nitrofurantoin	377	0.04537313432835818
C. freundii	nitrofurantoin	380	0.03374999999999999
C. freundii	nitrofurantoin	397	0.09902255639097744
C. freundii	nitrofurantoin	412	0.08087378640776698
C. freundii	nitrofurantoin	416	0.060000000000000046
C. freundii	nitrofurantoin	422	0.08999999999999997
C. freundii	nitrofurantoin	423	0.06553875236294897
C. freundii	nitrofurantoin	424	0.1324607329842932
C. freundii	nitrofurantoin	427	0.08800000000000002
C. freundii	nitrofurantoin	439	0.10802763819095479
C. freundii	nitrofurantoin	440	0.06853051058530506
C. freundii	nitrofurantoin	441	0.12062717770034842
C. freundii	nitrofurantoin	447	0.1538793103448276
C. freundii	nitrofurantoin	450	0.024767441860465134
C. freundii	nitrofurantoin	451	0.08681192660550457
C. freundii	quinolone	15	0.07644444444444444
C. freundii	quinolone	22	0.09999999999999996
C. freundii	quinolone	56	0.10929292929292929
C. freundii	quinolone	65	0.03244186046511631
C. freundii	quinolone	73	0.08500000000000002
C. freundii	quinolone	78	0.11915584415584417
C. freundii	quinolone	81	0.1351176470588235
C. freundii	quinolone	85	0.08080139372822298
C. freundii	quinolone	102	0.0995180722891566
C. freundii	quinolone	103	0.019298245614035106
C. freundii	quinolone	104	0.07999999999999996
C. freundii	quinolone	105	0.21999999999999997
C. freundii	quinolone	107	0.0764935064935065
C. freundii	quinolone	110	0.07999999999999996
C. freundii	quinolone	111	0.04137323943661973
C. freundii	quinolone	112	0.07999999999999996
C. freundii	quinolone	113	0.03142857142857146
C. freundii	quinolone	119	0.10999999999999999
C. freundii	quinolone	127	0.16288888888888892
C. freundii	quinolone	130	0.030000000000000027
C. freundii	quinolone	140	0.14
C. freundii	quinolone	144	0.04671052631578947
C. freundii	quinolone	145	0.08479999999999999
C. freundii	quinolone	150	0.056190476190476187
C. freundii	quinolone	151	0.08000000000000002
C. freundii	quinolone	156	0.040000000000000036
C. freundii	quinolone	179	0.036509433962264186
C. freundii	quinolone	187	0.03778745644599305
C. freundii	quinolone	191	0.010000000000000009
C. freundii	quinolone	192	0.04986984815618226
C. freundii	quinolone	204	0.09078260869565215
C. freundii	quinolone	205	0.07716395864106353
C. freundii	quinolone	216	0.09999999999999998
C. freundii	quinolone	219	0.061453488372093024
C. freundii	quinolone	221	0.00982142857142858
C. freundii	quinolone	222	0.03600000000000001
C. freundii	quinolone	223	0.050000000000000044
C. freundii	quinolone	227	0.014081632653061237
C. freundii	quinolone	240	0.03500000000000003
C. freundii	quinolone	248	0.06735426008968608
C. freundii	quinolone	251	0.06266666666666668
C. freundii	quinolone	259	0.1663709677419355
C. freundii	quinolone	268	0.03658227848101269
C. freundii	quinolone	273	0.06076642335766422
C. freundii	quinolone	274	0.012911392405063303
C. freundii	quinolone	278	0.08157575757575754
C. freundii	quinolone	280	0.08692771084337346
C. freundii	quinolone	293	0.07999999999999996
C. freundii	quinolone	299	0.0849044585987261
C. freundii	quinolone	301	0.09999999999999999
C. freundii	quinolone	303	0.08418269230769226
C. freundii	quinolone	304	0.050266990291262144
C. freundii	quinolone	307	0.06419921874999998
C. freundii	quinolone	308	0.14
C. freundii	quinolone	312	0.06439999999999999
