year	country	bug	drug	metric	value
2006	Lithuania	Escherichia coli	Aminopenicillins	pct_res	55.089820359
2006	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	46.107784431
2006	Latvia	Escherichia coli	Aminopenicillins	pct_res	43.548387097
2006	Malta	Escherichia coli	Aminopenicillins	pct_res	56.382978723
2006	Netherlands	Escherichia coli	Aminopenicillins	pct_res	47.290300311
2006	Norway	Escherichia coli	Aminopenicillins	pct_res	34.58359822
2006	Poland	Escherichia coli	Aminopenicillins	pct_res	54.854368932
2006	Portugal	Escherichia coli	Aminopenicillins	pct_res	59.022556391
2006	Romania	Escherichia coli	Aminopenicillins	pct_res	84.848484848
2006	Sweden	Escherichia coli	Aminopenicillins	pct_res	28.459273798
2006	Slovenia	Escherichia coli	Aminopenicillins	pct_res	44.351464435
2006	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	56.795889771
2007	Austria	Escherichia coli	Aminopenicillins	pct_res	53.225806452
2007	Belgium	Escherichia coli	Aminopenicillins	pct_res	57.123098202
2007	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	70.078740157
2007	Cyprus	Escherichia coli	Aminopenicillins	pct_res	72.47706422
2007	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	55.795596178
2007	Germany	Escherichia coli	Aminopenicillins	pct_res	54.974358974
2007	Denmark	Escherichia coli	Aminopenicillins	pct_res	43.497913769
2007	Estonia	Escherichia coli	Aminopenicillins	pct_res	50.23255814
2007	Greece	Escherichia coli	Aminopenicillins	pct_res	48.370497427
2007	Spain	Escherichia coli	Aminopenicillins	pct_res	61.65577342
2007	Finland	Escherichia coli	Aminopenicillins	pct_res	33.970976253
2007	France	Escherichia coli	Aminopenicillins	pct_res	53.780366882
2007	Croatia	Escherichia coli	Aminopenicillins	pct_res	50.697674419
2007	Hungary	Escherichia coli	Aminopenicillins	pct_res	54.063301967
2007	Ireland	Escherichia coli	Aminopenicillins	pct_res	65.446224256
2007	Iceland	Escherichia coli	Aminopenicillins	pct_res	46.153846154
2007	Italy	Escherichia coli	Aminopenicillins	pct_res	57.864632984000004
2007	Lithuania	Escherichia coli	Aminopenicillins	pct_res	50
2007	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	49.454545455
2007	Latvia	Escherichia coli	Aminopenicillins	pct_res	43.421052632
2007	Malta	Escherichia coli	Aminopenicillins	pct_res	54.310344828
2007	Netherlands	Escherichia coli	Aminopenicillins	pct_res	49.085693797
2007	Norway	Escherichia coli	Aminopenicillins	pct_res	38.492990654
2007	Poland	Escherichia coli	Aminopenicillins	pct_res	55.859375
2007	Portugal	Escherichia coli	Aminopenicillins	pct_res	58.659217877
2007	Romania	Escherichia coli	Aminopenicillins	pct_res	75.510204082
2007	Sweden	Escherichia coli	Aminopenicillins	pct_res	32.876041156
2007	Slovenia	Escherichia coli	Aminopenicillins	pct_res	49.118683901
2007	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	55.201900238
2008	Austria	Escherichia coli	Aminopenicillins	pct_res	50.486740517
2008	Belgium	Escherichia coli	Aminopenicillins	pct_res	55.157894737
2008	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	64.84375
2008	Cyprus	Escherichia coli	Aminopenicillins	pct_res	57.983193277
2008	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	59.970781592
2008	Germany	Escherichia coli	Aminopenicillins	pct_res	54.9
2008	Denmark	Escherichia coli	Aminopenicillins	pct_res	43.23583181
2008	Estonia	Escherichia coli	Aminopenicillins	pct_res	46.992481203
2008	Greece	Escherichia coli	Aminopenicillins	pct_res	50.280112045
2008	Spain	Escherichia coli	Aminopenicillins	pct_res	62.966031483
2008	Finland	Escherichia coli	Aminopenicillins	pct_res	34.785067873
2008	France	Escherichia coli	Aminopenicillins	pct_res	53.941596691
2008	Croatia	Escherichia coli	Aminopenicillins	pct_res	52.735229759
2008	Hungary	Escherichia coli	Aminopenicillins	pct_res	58.964525406999996
2008	Ireland	Escherichia coli	Aminopenicillins	pct_res	67.362225789
2008	Iceland	Escherichia coli	Aminopenicillins	pct_res	43.902439024
2008	Italy	Escherichia coli	Aminopenicillins	pct_res	61.611876988
2008	Lithuania	Escherichia coli	Aminopenicillins	pct_res	53.947368421
2008	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	55.629139073
2008	Latvia	Escherichia coli	Aminopenicillins	pct_res	47.777777778
2008	Malta	Escherichia coli	Aminopenicillins	pct_res	51.5625
2008	Netherlands	Escherichia coli	Aminopenicillins	pct_res	47.625329815
2008	Norway	Escherichia coli	Aminopenicillins	pct_res	37.819799778
2008	Poland	Escherichia coli	Aminopenicillins	pct_res	53.571428571
2008	Portugal	Escherichia coli	Aminopenicillins	pct_res	58.456790123
2008	Romania	Escherichia coli	Aminopenicillins	pct_res	54.838709677
2008	Sweden	Escherichia coli	Aminopenicillins	pct_res	31.942575146
2008	Slovenia	Escherichia coli	Aminopenicillins	pct_res	49.42791762
2008	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	60.578559274
2009	Austria	Escherichia coli	Aminopenicillins	pct_res	48.598848369
2009	Belgium	Escherichia coli	Aminopenicillins	pct_res	55.942750467
2009	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	66.298342541
2009	Cyprus	Escherichia coli	Aminopenicillins	pct_res	66.176470588
2009	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	60.637912287
2009	Germany	Escherichia coli	Aminopenicillins	pct_res	56.070435589
2009	Denmark	Escherichia coli	Aminopenicillins	pct_res	42.934013027
2009	Estonia	Escherichia coli	Aminopenicillins	pct_res	38.244514107
2009	Greece	Escherichia coli	Aminopenicillins	pct_res	50.885478158
2009	Spain	Escherichia coli	Aminopenicillins	pct_res	64.721277153
2009	Finland	Escherichia coli	Aminopenicillins	pct_res	36.358866737
2009	France	Escherichia coli	Aminopenicillins	pct_res	55.476529161
2009	Hungary	Escherichia coli	Aminopenicillins	pct_res	59.789875836
2009	Ireland	Escherichia coli	Aminopenicillins	pct_res	66.48213387
2009	Iceland	Escherichia coli	Aminopenicillins	pct_res	49.541284404
2009	Italy	Escherichia coli	Aminopenicillins	pct_res	63.35078534
2009	Lithuania	Escherichia coli	Aminopenicillins	pct_res	58.419243986
2009	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	57.190635452
2009	Latvia	Escherichia coli	Aminopenicillins	pct_res	43.023255814
2009	Malta	Escherichia coli	Aminopenicillins	pct_res	54.430379747
2009	Netherlands	Escherichia coli	Aminopenicillins	pct_res	45.103857567
2009	Norway	Escherichia coli	Aminopenicillins	pct_res	37.235772358
2009	Poland	Escherichia coli	Aminopenicillins	pct_res	64.681724846
2009	Portugal	Escherichia coli	Aminopenicillins	pct_res	58.311620636
2009	Romania	Escherichia coli	Aminopenicillins	pct_res	60
2009	Slovenia	Escherichia coli	Aminopenicillins	pct_res	52.855543113
2009	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	61.637029289
2010	Austria	Escherichia coli	Aminopenicillins	pct_res	50.614754098
2010	Belgium	Escherichia coli	Aminopenicillins	pct_res	56.923863056
2010	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	71.830985915
2010	Cyprus	Escherichia coli	Aminopenicillins	pct_res	62.04379562
2010	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	59.330914954
2010	Germany	Escherichia coli	Aminopenicillins	pct_res	54.401058901
2010	Denmark	Escherichia coli	Aminopenicillins	pct_res	45.779601407
2010	Estonia	Escherichia coli	Aminopenicillins	pct_res	37.451737452
2010	Greece	Escherichia coli	Aminopenicillins	pct_res	52.306648575
2010	Spain	Escherichia coli	Aminopenicillins	pct_res	64.536516854
2010	Finland	Escherichia coli	Aminopenicillins	pct_res	33.810623557
2010	France	Escherichia coli	Aminopenicillins	pct_res	54.574692248
2010	Croatia	Escherichia coli	Aminopenicillins	pct_res	52.96
2010	Hungary	Escherichia coli	Aminopenicillins	pct_res	65.286144578
2010	Ireland	Escherichia coli	Aminopenicillins	pct_res	66.808109382
2010	Iceland	Escherichia coli	Aminopenicillins	pct_res	46
2010	Italy	Escherichia coli	Aminopenicillins	pct_res	64.248251748
2010	Lithuania	Escherichia coli	Aminopenicillins	pct_res	55.927051672
2010	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	63.172804533
2010	Latvia	Escherichia coli	Aminopenicillins	pct_res	50
2010	Malta	Escherichia coli	Aminopenicillins	pct_res	44.270833333
2010	Netherlands	Escherichia coli	Aminopenicillins	pct_res	47.620446533
2010	Norway	Escherichia coli	Aminopenicillins	pct_res	38.227513228
2010	Poland	Escherichia coli	Aminopenicillins	pct_res	60.227272727
2010	Portugal	Escherichia coli	Aminopenicillins	pct_res	55.819838057
2010	Romania	Escherichia coli	Aminopenicillins	pct_res	82.608695652
2010	Sweden	Escherichia coli	Aminopenicillins	pct_res	34.468085106
2010	Slovenia	Escherichia coli	Aminopenicillins	pct_res	48.034006376
2010	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	62.316550011
2011	Austria	Escherichia coli	Aminopenicillins	pct_res	50.317662008
2011	Belgium	Escherichia coli	Aminopenicillins	pct_res	58.654120331
2011	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	60.526315789
2011	Cyprus	Escherichia coli	Aminopenicillins	pct_res	77.611940299
2011	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	60.678345136
2011	Germany	Escherichia coli	Aminopenicillins	pct_res	52.281473337
2011	Denmark	Escherichia coli	Aminopenicillins	pct_res	47.910940077
2011	Greece	Escherichia coli	Aminopenicillins	pct_res	54.510408635
2011	Spain	Escherichia coli	Aminopenicillins	pct_res	65.647353362
2011	Finland	Escherichia coli	Aminopenicillins	pct_res	37.323321555
2011	France	Escherichia coli	Aminopenicillins	pct_res	55.066029144
2011	Croatia	Escherichia coli	Aminopenicillins	pct_res	55.282051282
2011	Hungary	Escherichia coli	Aminopenicillins	pct_res	64.682139253
2011	Ireland	Escherichia coli	Aminopenicillins	pct_res	69.54674221
2011	Iceland	Escherichia coli	Aminopenicillins	pct_res	48.062015504
2011	Italy	Escherichia coli	Aminopenicillins	pct_res	67.124183007
2011	Lithuania	Escherichia coli	Aminopenicillins	pct_res	47.780678851
2011	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	52.124645892
2011	Latvia	Escherichia coli	Aminopenicillins	pct_res	54.615384615
2011	Malta	Escherichia coli	Aminopenicillins	pct_res	52.96803653
2011	Netherlands	Escherichia coli	Aminopenicillins	pct_res	48.542372881
2011	Norway	Escherichia coli	Aminopenicillins	pct_res	39.090561712
2011	Poland	Escherichia coli	Aminopenicillins	pct_res	61.99143469
2011	Portugal	Escherichia coli	Aminopenicillins	pct_res	56.546102904
2011	Romania	Escherichia coli	Aminopenicillins	pct_res	70.833333333
2011	Sweden	Escherichia coli	Aminopenicillins	pct_res	34.659090909
2011	Slovenia	Escherichia coli	Aminopenicillins	pct_res	53.892215569
2011	Slovakia	Escherichia coli	Aminopenicillins	pct_res	68.360655738
2011	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	62.790697674
2012	Austria	Escherichia coli	Aminopenicillins	pct_res	50.565517241
2012	Belgium	Escherichia coli	Aminopenicillins	pct_res	56.259620318
2012	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	71.014492754
2012	Cyprus	Escherichia coli	Aminopenicillins	pct_res	70.454545455
2012	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	56.812522234
2012	Germany	Escherichia coli	Aminopenicillins	pct_res	49.591542528
2012	Denmark	Escherichia coli	Aminopenicillins	pct_res	45.226537217
2012	Estonia	Escherichia coli	Aminopenicillins	pct_res	48.148148148
2012	Greece	Escherichia coli	Aminopenicillins	pct_res	54.960629921
2012	Spain	Escherichia coli	Aminopenicillins	pct_res	65.391396333
2012	Finland	Escherichia coli	Aminopenicillins	pct_res	39.71291866
2012	France	Escherichia coli	Aminopenicillins	pct_res	55.224502552
2012	Croatia	Escherichia coli	Aminopenicillins	pct_res	51.438053097
2012	Hungary	Escherichia coli	Aminopenicillins	pct_res	63.930722892
2012	Ireland	Escherichia coli	Aminopenicillins	pct_res	67.410905968
2012	Iceland	Escherichia coli	Aminopenicillins	pct_res	44.27480916
2012	Italy	Escherichia coli	Aminopenicillins	pct_res	67.545925577
2012	Lithuania	Escherichia coli	Aminopenicillins	pct_res	52.494577007
2012	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	50.746268657
2012	Latvia	Escherichia coli	Aminopenicillins	pct_res	54.248366013
2012	Malta	Escherichia coli	Aminopenicillins	pct_res	53.5
2012	Netherlands	Escherichia coli	Aminopenicillins	pct_res	49.010006387
2012	Norway	Escherichia coli	Aminopenicillins	pct_res	43.238731219
2012	Poland	Escherichia coli	Aminopenicillins	pct_res	63.315217391
2012	Portugal	Escherichia coli	Aminopenicillins	pct_res	59.433085502
2012	Romania	Escherichia coli	Aminopenicillins	pct_res	58.918918919
2012	Sweden	Escherichia coli	Aminopenicillins	pct_res	28.260869565
2012	Slovenia	Escherichia coli	Aminopenicillins	pct_res	50.428082192
2012	Slovakia	Escherichia coli	Aminopenicillins	pct_res	64.932885906
2012	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	62.658227848
2013	Austria	Escherichia coli	Aminopenicillins	pct_res	51.313085179
2013	Belgium	Escherichia coli	Aminopenicillins	pct_res	56.781609195
2013	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	74.375
2013	Cyprus	Escherichia coli	Aminopenicillins	pct_res	77.160493827
2013	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	54.942450914
2013	Germany	Escherichia coli	Aminopenicillins	pct_res	52.921221259
2013	Denmark	Escherichia coli	Aminopenicillins	pct_res	46.30517024
2013	Estonia	Escherichia coli	Aminopenicillins	pct_res	46.382978723
2013	Greece	Escherichia coli	Aminopenicillins	pct_res	56.396866841
2013	Spain	Escherichia coli	Aminopenicillins	pct_res	65.122377622
2013	Finland	Escherichia coli	Aminopenicillins	pct_res	37.288135593
2013	France	Escherichia coli	Aminopenicillins	pct_res	55.10546028
2013	Croatia	Escherichia coli	Aminopenicillins	pct_res	53.667953668
2013	Hungary	Escherichia coli	Aminopenicillins	pct_res	60.949681077
2013	Ireland	Escherichia coli	Aminopenicillins	pct_res	69.371196755
2013	Iceland	Escherichia coli	Aminopenicillins	pct_res	46.280991736
2013	Italy	Escherichia coli	Aminopenicillins	pct_res	65.747028862
2013	Lithuania	Escherichia coli	Aminopenicillins	pct_res	54.147465438
2013	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	54.515050167
2013	Latvia	Escherichia coli	Aminopenicillins	pct_res	51.851851852
2013	Malta	Escherichia coli	Aminopenicillins	pct_res	54.132231405
2013	Netherlands	Escherichia coli	Aminopenicillins	pct_res	47.508591065
2013	Norway	Escherichia coli	Aminopenicillins	pct_res	42.970822281
2013	Poland	Escherichia coli	Aminopenicillins	pct_res	65.342960289
2013	Portugal	Escherichia coli	Aminopenicillins	pct_res	59.432200224
2013	Romania	Escherichia coli	Aminopenicillins	pct_res	67.383512545
2013	Sweden	Escherichia coli	Aminopenicillins	pct_res	34.07079646
2013	Slovenia	Escherichia coli	Aminopenicillins	pct_res	51.470588235
2013	Slovakia	Escherichia coli	Aminopenicillins	pct_res	61.450381679
2013	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	63.056558363
2014	Austria	Escherichia coli	Aminopenicillins	pct_res	50.358498524
2014	Belgium	Escherichia coli	Aminopenicillins	pct_res	58.901251739
2014	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	72.955974843
2014	Cyprus	Escherichia coli	Aminopenicillins	pct_res	71.241830065
2014	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	54.36534587
2014	Germany	Escherichia coli	Aminopenicillins	pct_res	51.72289374
2014	Denmark	Escherichia coli	Aminopenicillins	pct_res	44.899777283
2014	Estonia	Escherichia coli	Aminopenicillins	pct_res	47.126436782
2014	Greece	Escherichia coli	Aminopenicillins	pct_res	55.723746452
2014	Spain	Escherichia coli	Aminopenicillins	pct_res	64.913185491
2014	Finland	Escherichia coli	Aminopenicillins	pct_res	34.67230444
2014	France	Escherichia coli	Aminopenicillins	pct_res	55.87409201
2014	Croatia	Escherichia coli	Aminopenicillins	pct_res	54.038997214
2014	Hungary	Escherichia coli	Aminopenicillins	pct_res	59.076731129
2014	Ireland	Escherichia coli	Aminopenicillins	pct_res	68.745360059
2014	Iceland	Escherichia coli	Aminopenicillins	pct_res	43.046357616
2014	Italy	Escherichia coli	Aminopenicillins	pct_res	65.426997245
2014	Lithuania	Escherichia coli	Aminopenicillins	pct_res	57.796610169
2014	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	59.568733154
2014	Latvia	Escherichia coli	Aminopenicillins	pct_res	48.351648352
2014	Malta	Escherichia coli	Aminopenicillins	pct_res	52.985074627
2014	Netherlands	Escherichia coli	Aminopenicillins	pct_res	45.973985754
2014	Norway	Escherichia coli	Aminopenicillins	pct_res	41.803760282
2014	Poland	Escherichia coli	Aminopenicillins	pct_res	59.701492537
2014	Portugal	Escherichia coli	Aminopenicillins	pct_res	58.8895693
2014	Romania	Escherichia coli	Aminopenicillins	pct_res	67.984189723
2014	Slovenia	Escherichia coli	Aminopenicillins	pct_res	52.631578947
2014	Slovakia	Escherichia coli	Aminopenicillins	pct_res	64.54965358
2014	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	62.693988248
2015	Austria	Escherichia coli	Aminopenicillins	pct_res	49.856557377
2015	Belgium	Escherichia coli	Aminopenicillins	pct_res	58.04038893
2015	Bulgaria	Escherichia coli	Aminopenicillins	pct_res	66.433566434
2015	Cyprus	Escherichia coli	Aminopenicillins	pct_res	68.292682927
2015	Czech Republic	Escherichia coli	Aminopenicillins	pct_res	54.255989912
2015	Germany	Escherichia coli	Aminopenicillins	pct_res	49.348069043
2015	Denmark	Escherichia coli	Aminopenicillins	pct_res	45.27644754
2015	Estonia	Escherichia coli	Aminopenicillins	pct_res	47.448979592
2015	Greece	Escherichia coli	Aminopenicillins	pct_res	56.070435589
2015	Spain	Escherichia coli	Aminopenicillins	pct_res	63.855609149
2015	Finland	Escherichia coli	Aminopenicillins	pct_res	35.962783172
2015	France	Escherichia coli	Aminopenicillins	pct_res	56.997990133
2015	Croatia	Escherichia coli	Aminopenicillins	pct_res	55.27831094
2015	Hungary	Escherichia coli	Aminopenicillins	pct_res	60.558375635
2015	Ireland	Escherichia coli	Aminopenicillins	pct_res	66.213151927
2015	Iceland	Escherichia coli	Aminopenicillins	pct_res	44.50867052
2015	Italy	Escherichia coli	Aminopenicillins	pct_res	67.355982275
2015	Lithuania	Escherichia coli	Aminopenicillins	pct_res	59.621993127
2015	Luxembourg	Escherichia coli	Aminopenicillins	pct_res	60.23054755
2015	Latvia	Escherichia coli	Aminopenicillins	pct_res	53.645833333
2015	Malta	Escherichia coli	Aminopenicillins	pct_res	55.462184874
2015	Netherlands	Escherichia coli	Aminopenicillins	pct_res	47.24702381
2015	Norway	Escherichia coli	Aminopenicillins	pct_res	45.801758109
2015	Poland	Escherichia coli	Aminopenicillins	pct_res	64.739884393
2015	Portugal	Escherichia coli	Aminopenicillins	pct_res	57.755456828
2015	Romania	Escherichia coli	Aminopenicillins	pct_res	72.972972973
2015	Sweden	Escherichia coli	Aminopenicillins	pct_res	34.090909091
2015	Slovenia	Escherichia coli	Aminopenicillins	pct_res	54.826546003
2015	Slovakia	Escherichia coli	Aminopenicillins	pct_res	62.756264237
2015	United Kingdom	Escherichia coli	Aminopenicillins	pct_res	65.780730897
2000	Austria	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Belgium	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Germany	Escherichia coli	Aminopenicillins	n_isolates	180
2000	Denmark	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Estonia	Escherichia coli	Aminopenicillins	n_isolates	1
2000	Greece	Escherichia coli	Aminopenicillins	n_isolates	355
2000	Spain	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Finland	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Ireland	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Iceland	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Italy	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Luxembourg	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Netherlands	Escherichia coli	Aminopenicillins	n_isolates	1309
2000	Norway	Escherichia coli	Aminopenicillins	n_isolates	818
2000	Portugal	Escherichia coli	Aminopenicillins	n_isolates	0
2000	Sweden	Escherichia coli	Aminopenicillins	n_isolates	1
2000	United Kingdom	Escherichia coli	Aminopenicillins	n_isolates	0
2001	Austria	Escherichia coli	Aminopenicillins	n_isolates	259
2001	Belgium	Escherichia coli	Aminopenicillins	n_isolates	220
2001	Bulgaria	Escherichia coli	Aminopenicillins	n_isolates	86
2001	Czech Republic	Escherichia coli	Aminopenicillins	n_isolates	1157
2001	Germany	Escherichia coli	Aminopenicillins	n_isolates	1260
2001	Denmark	Escherichia coli	Aminopenicillins	n_isolates	0
2001	Estonia	Escherichia coli	Aminopenicillins	n_isolates	46
2001	Greece	Escherichia coli	Aminopenicillins	n_isolates	523
2001	Spain	Escherichia coli	Aminopenicillins	n_isolates	1655
2001	Finland	Escherichia coli	Aminopenicillins	n_isolates	1136
2001	France	Escherichia coli	Aminopenicillins	n_isolates	0
2001	Croatia	Escherichia coli	Aminopenicillins	n_isolates	181
2001	Hungary	Escherichia coli	Aminopenicillins	n_isolates	194
2001	Ireland	Escherichia coli	Aminopenicillins	n_isolates	0
2001	Iceland	Escherichia coli	Aminopenicillins	n_isolates	86
2001	Italy	Escherichia coli	Aminopenicillins	n_isolates	0
2001	Luxembourg	Escherichia coli	Aminopenicillins	n_isolates	187
2001	Malta	Escherichia coli	Aminopenicillins	n_isolates	65
2001	Netherlands	Escherichia coli	Aminopenicillins	n_isolates	1834
2001	Norway	Escherichia coli	Aminopenicillins	n_isolates	821
2001	Poland	Escherichia coli	Aminopenicillins	n_isolates	100
2001	Portugal	Escherichia coli	Aminopenicillins	n_isolates	417
2001	Sweden	Escherichia coli	Aminopenicillins	n_isolates	1513
2001	Slovenia	Escherichia coli	Aminopenicillins	n_isolates	398
2001	Slovakia	Escherichia coli	Aminopenicillins	n_isolates	44
2001	United Kingdom	Escherichia coli	Aminopenicillins	n_isolates	1384
2002	Austria	Escherichia coli	Aminopenicillins	n_isolates	474
2002	Belgium	Escherichia coli	Aminopenicillins	n_isolates	1167
2002	Bulgaria	Escherichia coli	Aminopenicillins	n_isolates	131
2002	Czech Republic	Escherichia coli	Aminopenicillins	n_isolates	1587
2002	Germany	Escherichia coli	Aminopenicillins	n_isolates	1066
2002	Denmark	Escherichia coli	Aminopenicillins	n_isolates	0
2002	Estonia	Escherichia coli	Aminopenicillins	n_isolates	57
2002	Greece	Escherichia coli	Aminopenicillins	n_isolates	549
2002	Spain	Escherichia coli	Aminopenicillins	n_isolates	2484
2002	Finland	Escherichia coli	Aminopenicillins	n_isolates	1143
2002	France	Escherichia coli	Aminopenicillins	n_isolates	2492
2002	Croatia	Escherichia coli	Aminopenicillins	n_isolates	490
2002	Hungary	Escherichia coli	Aminopenicillins	n_isolates	351
2002	Ireland	Escherichia coli	Aminopenicillins	n_isolates	733
2002	Iceland	Escherichia coli	Aminopenicillins	n_isolates	54
2002	Italy	Escherichia coli	Aminopenicillins	n_isolates	564
2002	Luxembourg	Escherichia coli	Aminopenicillins	n_isolates	189
2002	Malta	Escherichia coli	Aminopenicillins	n_isolates	74
2002	Netherlands	Escherichia coli	Aminopenicillins	n_isolates	2391
2002	Norway	Escherichia coli	Aminopenicillins	n_isolates	1e3
2002	Poland	Escherichia coli	Aminopenicillins	n_isolates	134
2002	Portugal	Escherichia coli	Aminopenicillins	n_isolates	443
2002	Romania	Escherichia coli	Aminopenicillins	n_isolates	28
2002	Sweden	Escherichia coli	Aminopenicillins	n_isolates	1753
2002	Slovenia	Escherichia coli	Aminopenicillins	n_isolates	409
2002	Slovakia	Escherichia coli	Aminopenicillins	n_isolates	215
2002	United Kingdom	Escherichia coli	Aminopenicillins	n_isolates	1914
2003	Austria	Escherichia coli	Aminopenicillins	n_isolates	979
2003	Belgium	Escherichia coli	Aminopenicillins	n_isolates	1309
2003	Bulgaria	Escherichia coli	Aminopenicillins	n_isolates	156
2003	Cyprus	Escherichia coli	Aminopenicillins	n_isolates	19
2003	Czech Republic	Escherichia coli	Aminopenicillins	n_isolates	1766
2003	Germany	Escherichia coli	Aminopenicillins	n_isolates	983
2003	Denmark	Escherichia coli	Aminopenicillins	n_isolates	0
2003	Estonia	Escherichia coli	Aminopenicillins	n_isolates	92
2003	Greece	Escherichia coli	Aminopenicillins	n_isolates	981
2003	Spain	Escherichia coli	Aminopenicillins	n_isolates	2650
2003	Finland	Escherichia coli	Aminopenicillins	n_isolates	1230
2003	France	Escherichia coli	Aminopenicillins	n_isolates	2178
2003	Croatia	Escherichia coli	Aminopenicillins	n_isolates	570
2003	Hungary	Escherichia coli	Aminopenicillins	n_isolates	835
2003	Ireland	Escherichia coli	Aminopenicillins	n_isolates	977
2003	Iceland	Escherichia coli	Aminopenicillins	n_isolates	99
2003	Italy	Escherichia coli	Aminopenicillins	n_isolates	906
2003	Luxembourg	Escherichia coli	Aminopenicillins	n_isolates	227
2003	Malta	Escherichia coli	Aminopenicillins	n_isolates	88
2003	Netherlands	Escherichia coli	Aminopenicillins	n_isolates	2035
2003	Norway	Escherichia coli	Aminopenicillins	n_isolates	1045
2003	Poland	Escherichia coli	Aminopenicillins	n_isolates	123
2003	Portugal	Escherichia coli	Aminopenicillins	n_isolates	784
2003	Romania	Escherichia coli	Aminopenicillins	n_isolates	46
2003	Sweden	Escherichia coli	Aminopenicillins	n_isolates	1953
2003	Slovenia	Escherichia coli	Aminopenicillins	n_isolates	401
2003	Slovakia	Escherichia coli	Aminopenicillins	n_isolates	239
2003	United Kingdom	Escherichia coli	Aminopenicillins	n_isolates	2171
2004	Austria	Escherichia coli	Aminopenicillins	n_isolates	1843
2004	Belgium	Escherichia coli	Aminopenicillins	n_isolates	1585
2004	Bulgaria	Escherichia coli	Aminopenicillins	n_isolates	161
2004	Cyprus	Escherichia coli	Aminopenicillins	n_isolates	46
2004	Czech Republic	Escherichia coli	Aminopenicillins	n_isolates	1965
2004	Germany	Escherichia coli	Aminopenicillins	n_isolates	1204
2004	Denmark	Escherichia coli	Aminopenicillins	n_isolates	0
2004	Estonia	Escherichia coli	Aminopenicillins	n_isolates	165
2004	Greece	Escherichia coli	Aminopenicillins	n_isolates	986
2004	Spain	Escherichia coli	Aminopenicillins	n_isolates	3469
2004	Finland	Escherichia coli	Aminopenicillins	n_isolates	1400
2004	France	Escherichia coli	Aminopenicillins	n_isolates	5595
2004	Croatia	Escherichia coli	Aminopenicillins	n_isolates	535
2004	Hungary	Escherichia coli	Aminopenicillins	n_isolates	953
2004	Ireland	Escherichia coli	Aminopenicillins	n_isolates	1228
2004	Iceland	Escherichia coli	Aminopenicillins	n_isolates	118
2004	Italy	Escherichia coli	Aminopenicillins	n_isolates	640
2004	Luxembourg	Escherichia coli	Aminopenicillins	n_isolates	216
2004	Malta	Escherichia coli	Aminopenicillins	n_isolates	90
2004	Netherlands	Escherichia coli	Aminopenicillins	n_isolates	1893
2004	Norway	Escherichia coli	Aminopenicillins	n_isolates	1185
2004	Poland	Escherichia coli	Aminopenicillins	n_isolates	191
2004	Portugal	Escherichia coli	Aminopenicillins	n_isolates	756
2004	Romania	Escherichia coli	Aminopenicillins	n_isolates	43
2004	Sweden	Escherichia coli	Aminopenicillins	n_isolates	2020
2004	Slovenia	Escherichia coli	Aminopenicillins	n_isolates	573
