year	country	bug	drug	metric	value
2003	Croatia	Escherichia coli	Carbapenems	n_res	0
2003	Hungary	Escherichia coli	Carbapenems	n_res	0
2003	Ireland	Escherichia coli	Carbapenems	n_res	1
2003	Iceland	Escherichia coli	Carbapenems	n_res	0
2003	Italy	Escherichia coli	Carbapenems	n_res	0
2003	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2003	Malta	Escherichia coli	Carbapenems	n_res	0
2003	Netherlands	Escherichia coli	Carbapenems	n_res	0
2003	Norway	Escherichia coli	Carbapenems	n_res	0
2003	Poland	Escherichia coli	Carbapenems	n_res	0
2003	Portugal	Escherichia coli	Carbapenems	n_res	0
2003	Romania	Escherichia coli	Carbapenems	n_res	0
2003	Sweden	Escherichia coli	Carbapenems	n_res	0
2003	Slovenia	Escherichia coli	Carbapenems	n_res	0
2003	Slovakia	Escherichia coli	Carbapenems	n_res	0
2003	United Kingdom	Escherichia coli	Carbapenems	n_res	0
2004	Austria	Escherichia coli	Carbapenems	n_res	3
2004	Belgium	Escherichia coli	Carbapenems	n_res	0
2004	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2004	Cyprus	Escherichia coli	Carbapenems	n_res	0
2004	Czech Republic	Escherichia coli	Carbapenems	n_res	0
2004	Germany	Escherichia coli	Carbapenems	n_res	5
2004	Denmark	Escherichia coli	Carbapenems	n_res	0
2004	Estonia	Escherichia coli	Carbapenems	n_res	0
2004	Greece	Escherichia coli	Carbapenems	n_res	2
2004	Spain	Escherichia coli	Carbapenems	n_res	0
2004	Finland	Escherichia coli	Carbapenems	n_res	1
2004	France	Escherichia coli	Carbapenems	n_res	0
2004	Croatia	Escherichia coli	Carbapenems	n_res	0
2004	Hungary	Escherichia coli	Carbapenems	n_res	2
2004	Ireland	Escherichia coli	Carbapenems	n_res	0
2004	Iceland	Escherichia coli	Carbapenems	n_res	0
2004	Italy	Escherichia coli	Carbapenems	n_res	0
2004	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2004	Malta	Escherichia coli	Carbapenems	n_res	0
2004	Netherlands	Escherichia coli	Carbapenems	n_res	3
2004	Norway	Escherichia coli	Carbapenems	n_res	0
2004	Poland	Escherichia coli	Carbapenems	n_res	0
2004	Portugal	Escherichia coli	Carbapenems	n_res	0
2004	Romania	Escherichia coli	Carbapenems	n_res	1
2004	Sweden	Escherichia coli	Carbapenems	n_res	0
2004	Slovenia	Escherichia coli	Carbapenems	n_res	0
2004	Slovakia	Escherichia coli	Carbapenems	n_res	0
2004	United Kingdom	Escherichia coli	Carbapenems	n_res	0
2005	Austria	Escherichia coli	Carbapenems	n_res	3
2005	Belgium	Escherichia coli	Carbapenems	n_res	0
2005	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2005	Cyprus	Escherichia coli	Carbapenems	n_res	0
2005	Czech Republic	Escherichia coli	Carbapenems	n_res	0
2005	Germany	Escherichia coli	Carbapenems	n_res	2
2005	Denmark	Escherichia coli	Carbapenems	n_res	0
2005	Estonia	Escherichia coli	Carbapenems	n_res	0
2005	Greece	Escherichia coli	Carbapenems	n_res	4
2005	Spain	Escherichia coli	Carbapenems	n_res	1
2005	Finland	Escherichia coli	Carbapenems	n_res	0
2005	France	Escherichia coli	Carbapenems	n_res	0
2005	Croatia	Escherichia coli	Carbapenems	n_res	0
2005	Hungary	Escherichia coli	Carbapenems	n_res	1
2005	Ireland	Escherichia coli	Carbapenems	n_res	0
2005	Iceland	Escherichia coli	Carbapenems	n_res	0
2005	Italy	Escherichia coli	Carbapenems	n_res	0
2005	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2005	Latvia	Escherichia coli	Carbapenems	n_res	0
2005	Malta	Escherichia coli	Carbapenems	n_res	0
2005	Netherlands	Escherichia coli	Carbapenems	n_res	1
2005	Norway	Escherichia coli	Carbapenems	n_res	0
2005	Poland	Escherichia coli	Carbapenems	n_res	0
2005	Portugal	Escherichia coli	Carbapenems	n_res	0
2005	Romania	Escherichia coli	Carbapenems	n_res	0
2005	Sweden	Escherichia coli	Carbapenems	n_res	0
2005	Slovenia	Escherichia coli	Carbapenems	n_res	0
2005	Slovakia	Escherichia coli	Carbapenems	n_res	0
2005	United Kingdom	Escherichia coli	Carbapenems	n_res	0
2006	Austria	Escherichia coli	Carbapenems	n_res	5
2006	Belgium	Escherichia coli	Carbapenems	n_res	0
2006	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2006	Cyprus	Escherichia coli	Carbapenems	n_res	0
2006	Czech Republic	Escherichia coli	Carbapenems	n_res	0
2006	Germany	Escherichia coli	Carbapenems	n_res	1
2006	Denmark	Escherichia coli	Carbapenems	n_res	1
2006	Estonia	Escherichia coli	Carbapenems	n_res	0
2006	Greece	Escherichia coli	Carbapenems	n_res	5
2006	Spain	Escherichia coli	Carbapenems	n_res	1
2006	Finland	Escherichia coli	Carbapenems	n_res	0
2006	France	Escherichia coli	Carbapenems	n_res	0
2006	Croatia	Escherichia coli	Carbapenems	n_res	0
2006	Hungary	Escherichia coli	Carbapenems	n_res	2
2006	Ireland	Escherichia coli	Carbapenems	n_res	0
2006	Iceland	Escherichia coli	Carbapenems	n_res	0
2006	Italy	Escherichia coli	Carbapenems	n_res	0
2006	Lithuania	Escherichia coli	Carbapenems	n_res	0
2006	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2006	Latvia	Escherichia coli	Carbapenems	n_res	0
2006	Malta	Escherichia coli	Carbapenems	n_res	0
2006	Netherlands	Escherichia coli	Carbapenems	n_res	1
2006	Norway	Escherichia coli	Carbapenems	n_res	1
2006	Poland	Escherichia coli	Carbapenems	n_res	0
2006	Portugal	Escherichia coli	Carbapenems	n_res	0
2006	Romania	Escherichia coli	Carbapenems	n_res	1
2006	Sweden	Escherichia coli	Carbapenems	n_res	0
2006	Slovenia	Escherichia coli	Carbapenems	n_res	0
2006	Slovakia	Escherichia coli	Carbapenems	n_res	0
2006	United Kingdom	Escherichia coli	Carbapenems	n_res	3
2007	Austria	Escherichia coli	Carbapenems	n_res	4
2007	Belgium	Escherichia coli	Carbapenems	n_res	0
2007	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2007	Cyprus	Escherichia coli	Carbapenems	n_res	2
2007	Czech Republic	Escherichia coli	Carbapenems	n_res	2
2007	Germany	Escherichia coli	Carbapenems	n_res	2
2007	Denmark	Escherichia coli	Carbapenems	n_res	0
2007	Estonia	Escherichia coli	Carbapenems	n_res	0
2007	Greece	Escherichia coli	Carbapenems	n_res	1
2007	Spain	Escherichia coli	Carbapenems	n_res	0
2007	Finland	Escherichia coli	Carbapenems	n_res	0
2007	France	Escherichia coli	Carbapenems	n_res	0
2007	Croatia	Escherichia coli	Carbapenems	n_res	1
2007	Hungary	Escherichia coli	Carbapenems	n_res	0
2007	Ireland	Escherichia coli	Carbapenems	n_res	0
2007	Iceland	Escherichia coli	Carbapenems	n_res	0
2007	Italy	Escherichia coli	Carbapenems	n_res	1
2007	Lithuania	Escherichia coli	Carbapenems	n_res	0
2007	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2007	Latvia	Escherichia coli	Carbapenems	n_res	0
2007	Malta	Escherichia coli	Carbapenems	n_res	0
2007	Netherlands	Escherichia coli	Carbapenems	n_res	1
2007	Norway	Escherichia coli	Carbapenems	n_res	0
2007	Poland	Escherichia coli	Carbapenems	n_res	0
2007	Portugal	Escherichia coli	Carbapenems	n_res	1
2007	Romania	Escherichia coli	Carbapenems	n_res	0
2007	Sweden	Escherichia coli	Carbapenems	n_res	0
2007	Slovenia	Escherichia coli	Carbapenems	n_res	0
2007	Slovakia	Escherichia coli	Carbapenems	n_res	0
2007	United Kingdom	Escherichia coli	Carbapenems	n_res	1
2008	Austria	Escherichia coli	Carbapenems	n_res	4
2008	Belgium	Escherichia coli	Carbapenems	n_res	0
2008	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2008	Cyprus	Escherichia coli	Carbapenems	n_res	0
2008	Czech Republic	Escherichia coli	Carbapenems	n_res	1
2008	Germany	Escherichia coli	Carbapenems	n_res	0
2008	Denmark	Escherichia coli	Carbapenems	n_res	1
2008	Estonia	Escherichia coli	Carbapenems	n_res	2
2008	Greece	Escherichia coli	Carbapenems	n_res	5
2008	Spain	Escherichia coli	Carbapenems	n_res	0
2008	Finland	Escherichia coli	Carbapenems	n_res	1
2008	France	Escherichia coli	Carbapenems	n_res	1
2008	Croatia	Escherichia coli	Carbapenems	n_res	0
2008	Hungary	Escherichia coli	Carbapenems	n_res	1
2008	Ireland	Escherichia coli	Carbapenems	n_res	0
2008	Iceland	Escherichia coli	Carbapenems	n_res	0
2008	Italy	Escherichia coli	Carbapenems	n_res	0
2008	Lithuania	Escherichia coli	Carbapenems	n_res	0
2008	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2008	Latvia	Escherichia coli	Carbapenems	n_res	0
2008	Malta	Escherichia coli	Carbapenems	n_res	0
2008	Netherlands	Escherichia coli	Carbapenems	n_res	1
2008	Norway	Escherichia coli	Carbapenems	n_res	1
2008	Poland	Escherichia coli	Carbapenems	n_res	0
2008	Portugal	Escherichia coli	Carbapenems	n_res	0
2008	Romania	Escherichia coli	Carbapenems	n_res	0
2008	Sweden	Escherichia coli	Carbapenems	n_res	0
2008	Slovenia	Escherichia coli	Carbapenems	n_res	0
2008	Slovakia	Escherichia coli	Carbapenems	n_res	0
2008	United Kingdom	Escherichia coli	Carbapenems	n_res	2
2009	Austria	Escherichia coli	Carbapenems	n_res	3
2009	Belgium	Escherichia coli	Carbapenems	n_res	0
2009	Bulgaria	Escherichia coli	Carbapenems	n_res	1
2009	Cyprus	Escherichia coli	Carbapenems	n_res	0
2009	Czech Republic	Escherichia coli	Carbapenems	n_res	1
2009	Germany	Escherichia coli	Carbapenems	n_res	0
2009	Denmark	Escherichia coli	Carbapenems	n_res	0
2009	Estonia	Escherichia coli	Carbapenems	n_res	0
2009	Greece	Escherichia coli	Carbapenems	n_res	13
2009	Spain	Escherichia coli	Carbapenems	n_res	0
2009	Finland	Escherichia coli	Carbapenems	n_res	0
2009	France	Escherichia coli	Carbapenems	n_res	2
2009	Hungary	Escherichia coli	Carbapenems	n_res	0
2009	Ireland	Escherichia coli	Carbapenems	n_res	0
2009	Iceland	Escherichia coli	Carbapenems	n_res	0
2009	Italy	Escherichia coli	Carbapenems	n_res	0
2009	Lithuania	Escherichia coli	Carbapenems	n_res	0
2009	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2009	Latvia	Escherichia coli	Carbapenems	n_res	2
2009	Malta	Escherichia coli	Carbapenems	n_res	2
2009	Netherlands	Escherichia coli	Carbapenems	n_res	0
2009	Norway	Escherichia coli	Carbapenems	n_res	0
2009	Poland	Escherichia coli	Carbapenems	n_res	0
2009	Portugal	Escherichia coli	Carbapenems	n_res	3
2009	Romania	Escherichia coli	Carbapenems	n_res	0
2009	Sweden	Escherichia coli	Carbapenems	n_res	0
2009	Slovenia	Escherichia coli	Carbapenems	n_res	0
2009	United Kingdom	Escherichia coli	Carbapenems	n_res	1
2010	Austria	Escherichia coli	Carbapenems	n_res	1
2010	Belgium	Escherichia coli	Carbapenems	n_res	0
2010	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2010	Cyprus	Escherichia coli	Carbapenems	n_res	1
2010	Czech Republic	Escherichia coli	Carbapenems	n_res	1
2010	Germany	Escherichia coli	Carbapenems	n_res	1
2010	Denmark	Escherichia coli	Carbapenems	n_res	0
2010	Estonia	Escherichia coli	Carbapenems	n_res	0
2010	Greece	Escherichia coli	Carbapenems	n_res	6
2010	Spain	Escherichia coli	Carbapenems	n_res	1
2010	Finland	Escherichia coli	Carbapenems	n_res	0
2010	France	Escherichia coli	Carbapenems	n_res	0
2010	Croatia	Escherichia coli	Carbapenems	n_res	3
2010	Hungary	Escherichia coli	Carbapenems	n_res	2
2010	Ireland	Escherichia coli	Carbapenems	n_res	0
2010	Iceland	Escherichia coli	Carbapenems	n_res	0
2010	Italy	Escherichia coli	Carbapenems	n_res	3
2010	Lithuania	Escherichia coli	Carbapenems	n_res	0
2010	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2010	Latvia	Escherichia coli	Carbapenems	n_res	0
2010	Malta	Escherichia coli	Carbapenems	n_res	0
2010	Netherlands	Escherichia coli	Carbapenems	n_res	0
2010	Norway	Escherichia coli	Carbapenems	n_res	0
2010	Poland	Escherichia coli	Carbapenems	n_res	1
2010	Portugal	Escherichia coli	Carbapenems	n_res	4
2010	Romania	Escherichia coli	Carbapenems	n_res	0
2010	Sweden	Escherichia coli	Carbapenems	n_res	1
2010	Slovenia	Escherichia coli	Carbapenems	n_res	0
2010	United Kingdom	Escherichia coli	Carbapenems	n_res	1
2011	Austria	Escherichia coli	Carbapenems	n_res	1
2011	Belgium	Escherichia coli	Carbapenems	n_res	0
2011	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2011	Cyprus	Escherichia coli	Carbapenems	n_res	1
2011	Czech Republic	Escherichia coli	Carbapenems	n_res	0
2011	Germany	Escherichia coli	Carbapenems	n_res	1
2011	Denmark	Escherichia coli	Carbapenems	n_res	0
2011	Estonia	Escherichia coli	Carbapenems	n_res	0
2011	Greece	Escherichia coli	Carbapenems	n_res	10
2011	Spain	Escherichia coli	Carbapenems	n_res	1
2011	Finland	Escherichia coli	Carbapenems	n_res	0
2011	France	Escherichia coli	Carbapenems	n_res	2
2011	Croatia	Escherichia coli	Carbapenems	n_res	0
2011	Hungary	Escherichia coli	Carbapenems	n_res	1
2011	Ireland	Escherichia coli	Carbapenems	n_res	0
2011	Iceland	Escherichia coli	Carbapenems	n_res	0
2011	Italy	Escherichia coli	Carbapenems	n_res	3
2011	Lithuania	Escherichia coli	Carbapenems	n_res	0
2011	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2011	Latvia	Escherichia coli	Carbapenems	n_res	0
2011	Malta	Escherichia coli	Carbapenems	n_res	0
2011	Netherlands	Escherichia coli	Carbapenems	n_res	0
2011	Norway	Escherichia coli	Carbapenems	n_res	1
2011	Poland	Escherichia coli	Carbapenems	n_res	1
2011	Portugal	Escherichia coli	Carbapenems	n_res	0
2011	Romania	Escherichia coli	Carbapenems	n_res	0
2011	Sweden	Escherichia coli	Carbapenems	n_res	0
2011	Slovenia	Escherichia coli	Carbapenems	n_res	0
2011	Slovakia	Escherichia coli	Carbapenems	n_res	0
2011	United Kingdom	Escherichia coli	Carbapenems	n_res	3
2012	Austria	Escherichia coli	Carbapenems	n_res	2
2012	Belgium	Escherichia coli	Carbapenems	n_res	1
2012	Bulgaria	Escherichia coli	Carbapenems	n_res	5
2012	Cyprus	Escherichia coli	Carbapenems	n_res	0
2012	Czech Republic	Escherichia coli	Carbapenems	n_res	1
2012	Germany	Escherichia coli	Carbapenems	n_res	1
2012	Denmark	Escherichia coli	Carbapenems	n_res	0
2012	Estonia	Escherichia coli	Carbapenems	n_res	0
2012	Greece	Escherichia coli	Carbapenems	n_res	20
2012	Spain	Escherichia coli	Carbapenems	n_res	3
2012	Finland	Escherichia coli	Carbapenems	n_res	0
2012	France	Escherichia coli	Carbapenems	n_res	0
2012	Croatia	Escherichia coli	Carbapenems	n_res	0
2012	Hungary	Escherichia coli	Carbapenems	n_res	0
2012	Ireland	Escherichia coli	Carbapenems	n_res	0
2012	Iceland	Escherichia coli	Carbapenems	n_res	0
2012	Italy	Escherichia coli	Carbapenems	n_res	8
2012	Lithuania	Escherichia coli	Carbapenems	n_res	0
2012	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2012	Latvia	Escherichia coli	Carbapenems	n_res	0
2012	Malta	Escherichia coli	Carbapenems	n_res	0
2012	Netherlands	Escherichia coli	Carbapenems	n_res	1
2012	Norway	Escherichia coli	Carbapenems	n_res	0
2012	Poland	Escherichia coli	Carbapenems	n_res	0
2012	Portugal	Escherichia coli	Carbapenems	n_res	3
2012	Romania	Escherichia coli	Carbapenems	n_res	0
2012	Sweden	Escherichia coli	Carbapenems	n_res	1
2012	Slovenia	Escherichia coli	Carbapenems	n_res	0
2012	Slovakia	Escherichia coli	Carbapenems	n_res	6
2012	United Kingdom	Escherichia coli	Carbapenems	n_res	11
2013	Austria	Escherichia coli	Carbapenems	n_res	1
2013	Belgium	Escherichia coli	Carbapenems	n_res	2
2013	Bulgaria	Escherichia coli	Carbapenems	n_res	5
2013	Cyprus	Escherichia coli	Carbapenems	n_res	0
2013	Czech Republic	Escherichia coli	Carbapenems	n_res	0
2013	Germany	Escherichia coli	Carbapenems	n_res	5
2013	Denmark	Escherichia coli	Carbapenems	n_res	1
2013	Estonia	Escherichia coli	Carbapenems	n_res	0
2013	Greece	Escherichia coli	Carbapenems	n_res	17
2013	Spain	Escherichia coli	Carbapenems	n_res	44
2013	Finland	Escherichia coli	Carbapenems	n_res	0
2013	France	Escherichia coli	Carbapenems	n_res	11
2013	Croatia	Escherichia coli	Carbapenems	n_res	0
2013	Hungary	Escherichia coli	Carbapenems	n_res	2
2013	Ireland	Escherichia coli	Carbapenems	n_res	1
2013	Iceland	Escherichia coli	Carbapenems	n_res	0
2013	Italy	Escherichia coli	Carbapenems	n_res	25
2013	Lithuania	Escherichia coli	Carbapenems	n_res	0
2013	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2013	Latvia	Escherichia coli	Carbapenems	n_res	0
2013	Malta	Escherichia coli	Carbapenems	n_res	0
2013	Netherlands	Escherichia coli	Carbapenems	n_res	1
2013	Norway	Escherichia coli	Carbapenems	n_res	2
2013	Poland	Escherichia coli	Carbapenems	n_res	0
2013	Portugal	Escherichia coli	Carbapenems	n_res	3
2013	Romania	Escherichia coli	Carbapenems	n_res	0
2013	Sweden	Escherichia coli	Carbapenems	n_res	2
2013	Slovenia	Escherichia coli	Carbapenems	n_res	1
2013	Slovakia	Escherichia coli	Carbapenems	n_res	0
2013	United Kingdom	Escherichia coli	Carbapenems	n_res	3
2014	Austria	Escherichia coli	Carbapenems	n_res	1
2014	Belgium	Escherichia coli	Carbapenems	n_res	1
2014	Bulgaria	Escherichia coli	Carbapenems	n_res	1
2014	Cyprus	Escherichia coli	Carbapenems	n_res	0
2014	Czech Republic	Escherichia coli	Carbapenems	n_res	0
2014	Germany	Escherichia coli	Carbapenems	n_res	4
2014	Denmark	Escherichia coli	Carbapenems	n_res	1
2014	Estonia	Escherichia coli	Carbapenems	n_res	0
2014	Greece	Escherichia coli	Carbapenems	n_res	13
2014	Spain	Escherichia coli	Carbapenems	n_res	3
2014	Finland	Escherichia coli	Carbapenems	n_res	0
2014	France	Escherichia coli	Carbapenems	n_res	1
2014	Croatia	Escherichia coli	Carbapenems	n_res	0
2014	Hungary	Escherichia coli	Carbapenems	n_res	0
2014	Ireland	Escherichia coli	Carbapenems	n_res	1
2014	Iceland	Escherichia coli	Carbapenems	n_res	0
2014	Italy	Escherichia coli	Carbapenems	n_res	8
2014	Lithuania	Escherichia coli	Carbapenems	n_res	0
2014	Luxembourg	Escherichia coli	Carbapenems	n_res	1
2014	Latvia	Escherichia coli	Carbapenems	n_res	0
2014	Malta	Escherichia coli	Carbapenems	n_res	0
2014	Netherlands	Escherichia coli	Carbapenems	n_res	0
2014	Norway	Escherichia coli	Carbapenems	n_res	0
2014	Poland	Escherichia coli	Carbapenems	n_res	2
2014	Portugal	Escherichia coli	Carbapenems	n_res	1
2014	Romania	Escherichia coli	Carbapenems	n_res	2
2014	Sweden	Escherichia coli	Carbapenems	n_res	0
2014	Slovenia	Escherichia coli	Carbapenems	n_res	0
2014	Slovakia	Escherichia coli	Carbapenems	n_res	0
2014	United Kingdom	Escherichia coli	Carbapenems	n_res	9
2015	Austria	Escherichia coli	Carbapenems	n_res	1
2015	Belgium	Escherichia coli	Carbapenems	n_res	0
2015	Bulgaria	Escherichia coli	Carbapenems	n_res	0
2015	Cyprus	Escherichia coli	Carbapenems	n_res	0
2015	Czech Republic	Escherichia coli	Carbapenems	n_res	0
2015	Germany	Escherichia coli	Carbapenems	n_res	3
2015	Denmark	Escherichia coli	Carbapenems	n_res	1
2015	Estonia	Escherichia coli	Carbapenems	n_res	0
2015	Greece	Escherichia coli	Carbapenems	n_res	14
2015	Spain	Escherichia coli	Carbapenems	n_res	1
2015	Finland	Escherichia coli	Carbapenems	n_res	0
2015	France	Escherichia coli	Carbapenems	n_res	3
2015	Croatia	Escherichia coli	Carbapenems	n_res	0
2015	Hungary	Escherichia coli	Carbapenems	n_res	0
2015	Ireland	Escherichia coli	Carbapenems	n_res	1
2015	Iceland	Escherichia coli	Carbapenems	n_res	0
2015	Italy	Escherichia coli	Carbapenems	n_res	11
2015	Lithuania	Escherichia coli	Carbapenems	n_res	0
2015	Luxembourg	Escherichia coli	Carbapenems	n_res	0
2015	Latvia	Escherichia coli	Carbapenems	n_res	0
2015	Malta	Escherichia coli	Carbapenems	n_res	0
2015	Netherlands	Escherichia coli	Carbapenems	n_res	1
2015	Norway	Escherichia coli	Carbapenems	n_res	1
2015	Poland	Escherichia coli	Carbapenems	n_res	2
2015	Portugal	Escherichia coli	Carbapenems	n_res	5
2015	Romania	Escherichia coli	Carbapenems	n_res	7
2015	Sweden	Escherichia coli	Carbapenems	n_res	4
2015	Slovenia	Escherichia coli	Carbapenems	n_res	0
2015	Slovakia	Escherichia coli	Carbapenems	n_res	0
2015	United Kingdom	Escherichia coli	Carbapenems	n_res	14
2000	Greece	Escherichia coli	Carbapenems	pct_res	1.063829787
2000	Netherlands	Escherichia coli	Carbapenems	pct_res	0.289017341
2000	Norway	Escherichia coli	Carbapenems	pct_res	0.161812298
2001	Austria	Escherichia coli	Carbapenems	pct_res	0
2001	Bulgaria	Escherichia coli	Carbapenems	pct_res	0
2001	Czech Republic	Escherichia coli	Carbapenems	pct_res	0
2001	Germany	Escherichia coli	Carbapenems	pct_res	0
2001	Estonia	Escherichia coli	Carbapenems	pct_res	0
2001	Greece	Escherichia coli	Carbapenems	pct_res	1.015228426
2001	Spain	Escherichia coli	Carbapenems	pct_res	0.09487666
2001	Finland	Escherichia coli	Carbapenems	pct_res	0
2001	Croatia	Escherichia coli	Carbapenems	pct_res	0
2001	Hungary	Escherichia coli	Carbapenems	pct_res	0
2001	Iceland	Escherichia coli	Carbapenems	pct_res	0
2001	Luxembourg	Escherichia coli	Carbapenems	pct_res	0
2001	Malta	Escherichia coli	Carbapenems	pct_res	0
2001	Netherlands	Escherichia coli	Carbapenems	pct_res	0.107181136
2001	Norway	Escherichia coli	Carbapenems	pct_res	0
2002	Austria	Escherichia coli	Carbapenems	pct_res	0
2002	Bulgaria	Escherichia coli	Carbapenems	pct_res	0
2002	Germany	Escherichia coli	Carbapenems	pct_res	0
2002	Estonia	Escherichia coli	Carbapenems	pct_res	0
2002	Greece	Escherichia coli	Carbapenems	pct_res	0.35971223
2002	Spain	Escherichia coli	Carbapenems	pct_res	0
2002	Finland	Escherichia coli	Carbapenems	pct_res	0
2002	France	Escherichia coli	Carbapenems	pct_res	0
2002	Croatia	Escherichia coli	Carbapenems	pct_res	0
2002	Hungary	Escherichia coli	Carbapenems	pct_res	0
2002	Ireland	Escherichia coli	Carbapenems	pct_res	0
2002	Iceland	Escherichia coli	Carbapenems	pct_res	0
2002	Luxembourg	Escherichia coli	Carbapenems	pct_res	0
2002	Malta	Escherichia coli	Carbapenems	pct_res	0
2002	Netherlands	Escherichia coli	Carbapenems	pct_res	0
2002	Norway	Escherichia coli	Carbapenems	pct_res	0.132802125
2002	Romania	Escherichia coli	Carbapenems	pct_res	0
2002	Slovenia	Escherichia coli	Carbapenems	pct_res	0
2002	Slovakia	Escherichia coli	Carbapenems	pct_res	0.675675676
2003	Austria	Escherichia coli	Carbapenems	pct_res	0.150829563
2003	Bulgaria	Escherichia coli	Carbapenems	pct_res	0
2003	Cyprus	Escherichia coli	Carbapenems	pct_res	0
2003	Germany	Escherichia coli	Carbapenems	pct_res	0
2003	Estonia	Escherichia coli	Carbapenems	pct_res	0
2003	Greece	Escherichia coli	Carbapenems	pct_res	0.380952381
2003	Spain	Escherichia coli	Carbapenems	pct_res	0
2003	Finland	Escherichia coli	Carbapenems	pct_res	0
2003	France	Escherichia coli	Carbapenems	pct_res	0
2003	Croatia	Escherichia coli	Carbapenems	pct_res	0
2003	Hungary	Escherichia coli	Carbapenems	pct_res	0
2003	Ireland	Escherichia coli	Carbapenems	pct_res	0.134228188
2003	Iceland	Escherichia coli	Carbapenems	pct_res	0
2003	Luxembourg	Escherichia coli	Carbapenems	pct_res	0
2003	Malta	Escherichia coli	Carbapenems	pct_res	0
2003	Netherlands	Escherichia coli	Carbapenems	pct_res	0
2003	Norway	Escherichia coli	Carbapenems	pct_res	0
2003	Romania	Escherichia coli	Carbapenems	pct_res	0
2003	Slovenia	Escherichia coli	Carbapenems	pct_res	0
2003	Slovakia	Escherichia coli	Carbapenems	pct_res	0
2004	Austria	Escherichia coli	Carbapenems	pct_res	0.238095238
2004	Bulgaria	Escherichia coli	Carbapenems	pct_res	0
2004	Cyprus	Escherichia coli	Carbapenems	pct_res	0
2004	Germany	Escherichia coli	Carbapenems	pct_res	0.694444444
2004	Estonia	Escherichia coli	Carbapenems	pct_res	0
2004	Greece	Escherichia coli	Carbapenems	pct_res	0.17905103
2004	Spain	Escherichia coli	Carbapenems	pct_res	0
2004	Finland	Escherichia coli	Carbapenems	pct_res	0.065832785
2004	France	Escherichia coli	Carbapenems	pct_res	0
2004	Croatia	Escherichia coli	Carbapenems	pct_res	0
2004	Hungary	Escherichia coli	Carbapenems	pct_res	0.235294118
2004	Ireland	Escherichia coli	Carbapenems	pct_res	0
2004	Iceland	Escherichia coli	Carbapenems	pct_res	0
2004	Luxembourg	Escherichia coli	Carbapenems	pct_res	0
2004	Malta	Escherichia coli	Carbapenems	pct_res	0
2004	Netherlands	Escherichia coli	Carbapenems	pct_res	0.255319149
2004	Norway	Escherichia coli	Carbapenems	pct_res	0
2004	Poland	Escherichia coli	Carbapenems	pct_res	0
2004	Romania	Escherichia coli	Carbapenems	pct_res	2.702702703
2004	Slovenia	Escherichia coli	Carbapenems	pct_res	0
2004	Slovakia	Escherichia coli	Carbapenems	pct_res	0
2005	Austria	Escherichia coli	Carbapenems	pct_res	0.210822207
2005	Bulgaria	Escherichia coli	Carbapenems	pct_res	0
2005	Cyprus	Escherichia coli	Carbapenems	pct_res	0
2005	Czech Republic	Escherichia coli	Carbapenems	pct_res	0
2005	Germany	Escherichia coli	Carbapenems	pct_res	0.247524752
2005	Denmark	Escherichia coli	Carbapenems	pct_res	0
2005	Estonia	Escherichia coli	Carbapenems	pct_res	0
2005	Greece	Escherichia coli	Carbapenems	pct_res	0.35335689
2005	Spain	Escherichia coli	Carbapenems	pct_res	0.036245016
2005	Finland	Escherichia coli	Carbapenems	pct_res	0
2005	France	Escherichia coli	Carbapenems	pct_res	0
2005	Croatia	Escherichia coli	Carbapenems	pct_res	0
2005	Hungary	Escherichia coli	Carbapenems	pct_res	0.104058273
2005	Ireland	Escherichia coli	Carbapenems	pct_res	0
2005	Iceland	Escherichia coli	Carbapenems	pct_res	0
2005	Luxembourg	Escherichia coli	Carbapenems	pct_res	0
2005	Malta	Escherichia coli	Carbapenems	pct_res	0
2005	Netherlands	Escherichia coli	Carbapenems	pct_res	0.071684588
2005	Norway	Escherichia coli	Carbapenems	pct_res	0
2005	Romania	Escherichia coli	Carbapenems	pct_res	0
2005	Sweden	Escherichia coli	Carbapenems	pct_res	0
2005	Slovenia	Escherichia coli	Carbapenems	pct_res	0
2005	Slovakia	Escherichia coli	Carbapenems	pct_res	0
2006	Austria	Escherichia coli	Carbapenems	pct_res	0.283929585
2006	Bulgaria	Escherichia coli	Carbapenems	pct_res	0
2006	Cyprus	Escherichia coli	Carbapenems	pct_res	0
2006	Czech Republic	Escherichia coli	Carbapenems	pct_res	0
