drug_group	state	year	value
quinolone	Oklahoma	2012	135
quinolone	Oregon	1999	53
quinolone	Oregon	2000	62
quinolone	Oregon	2001	70
quinolone	Oregon	2002	69
quinolone	Oregon	2003	68
quinolone	Oregon	2004	68
quinolone	Oregon	2005	80
quinolone	Oregon	2006	80
quinolone	Oregon	2007	82
quinolone	Oregon	2008	82
quinolone	Oregon	2009	75
quinolone	Oregon	2010	52
quinolone	Oregon	2011	85
quinolone	Oregon	2012	85
quinolone	Pennsylvania	1999	87
quinolone	Pennsylvania	2000	100
quinolone	Pennsylvania	2001	108
quinolone	Pennsylvania	2002	107
quinolone	Pennsylvania	2003	113
quinolone	Pennsylvania	2004	112
quinolone	Pennsylvania	2005	121
quinolone	Pennsylvania	2006	124
quinolone	Pennsylvania	2007	128
quinolone	Pennsylvania	2008	127
quinolone	Pennsylvania	2009	114
quinolone	Pennsylvania	2010	83
quinolone	Pennsylvania	2011	114
quinolone	Pennsylvania	2012	117
quinolone	Rhode Island	1999	77
quinolone	Rhode Island	2000	101
quinolone	Rhode Island	2001	106
quinolone	Rhode Island	2002	102
quinolone	Rhode Island	2003	111
quinolone	Rhode Island	2004	113
quinolone	Rhode Island	2005	130
quinolone	Rhode Island	2006	142
quinolone	Rhode Island	2007	144
quinolone	Rhode Island	2008	140
quinolone	Rhode Island	2009	133
quinolone	Rhode Island	2010	107
quinolone	Rhode Island	2011	138
quinolone	Rhode Island	2012	145
quinolone	South Carolina	1999	87
quinolone	South Carolina	2000	107
quinolone	South Carolina	2001	115
quinolone	South Carolina	2002	117
quinolone	South Carolina	2003	126
quinolone	South Carolina	2004	117
quinolone	South Carolina	2005	132
quinolone	South Carolina	2006	139
quinolone	South Carolina	2007	144
quinolone	South Carolina	2008	142
quinolone	South Carolina	2009	132
quinolone	South Carolina	2010	114
quinolone	South Carolina	2011	131
quinolone	South Carolina	2012	144
quinolone	South Dakota	1999	73
quinolone	South Dakota	2000	80
quinolone	South Dakota	2001	90
quinolone	South Dakota	2002	87
quinolone	South Dakota	2003	92
quinolone	South Dakota	2004	88
quinolone	South Dakota	2005	103
quinolone	South Dakota	2006	106
quinolone	South Dakota	2007	106
quinolone	South Dakota	2008	106
quinolone	South Dakota	2009	96
quinolone	South Dakota	2010	79
quinolone	South Dakota	2011	95
quinolone	South Dakota	2012	110
quinolone	Tennessee	1999	92
quinolone	Tennessee	2000	110
quinolone	Tennessee	2001	143
quinolone	Tennessee	2002	161
quinolone	Tennessee	2003	168
quinolone	Tennessee	2004	166
quinolone	Tennessee	2005	174
quinolone	Tennessee	2006	176
quinolone	Tennessee	2007	181
quinolone	Tennessee	2008	179
quinolone	Tennessee	2009	168
quinolone	Tennessee	2010	143
quinolone	Tennessee	2011	156
quinolone	Tennessee	2012	165
quinolone	Texas	1999	88
quinolone	Texas	2000	105
quinolone	Texas	2001	117
quinolone	Texas	2002	116
quinolone	Texas	2003	115
quinolone	Texas	2004	107
quinolone	Texas	2005	114
quinolone	Texas	2006	118
quinolone	Texas	2007	130
quinolone	Texas	2008	127
quinolone	Texas	2009	116
quinolone	Texas	2010	103
quinolone	Texas	2011	113
quinolone	Texas	2012	124
quinolone	Utah	1999	53
quinolone	Utah	2000	61
quinolone	Utah	2001	69
quinolone	Utah	2002	69
quinolone	Utah	2003	73
quinolone	Utah	2004	70
quinolone	Utah	2005	85
quinolone	Utah	2006	89
quinolone	Utah	2007	90
quinolone	Utah	2008	89
quinolone	Utah	2009	81
quinolone	Utah	2010	68
quinolone	Utah	2011	90
quinolone	Utah	2012	91
quinolone	Vermont	1999	50
quinolone	Vermont	2000	59
quinolone	Vermont	2001	64
quinolone	Vermont	2002	63
quinolone	Vermont	2003	68
quinolone	Vermont	2004	74
quinolone	Vermont	2005	83
quinolone	Vermont	2006	87
quinolone	Vermont	2007	85
quinolone	Vermont	2008	81
quinolone	Vermont	2009	75
quinolone	Vermont	2010	49
quinolone	Vermont	2011	85
quinolone	Vermont	2012	84
quinolone	Virginia	1999	79
quinolone	Virginia	2000	92
quinolone	Virginia	2001	97
quinolone	Virginia	2002	97
quinolone	Virginia	2003	101
quinolone	Virginia	2004	99
quinolone	Virginia	2005	111
quinolone	Virginia	2006	116
quinolone	Virginia	2007	120
quinolone	Virginia	2008	121
quinolone	Virginia	2009	109
quinolone	Virginia	2010	87
quinolone	Virginia	2011	112
quinolone	Virginia	2012	118
quinolone	Washington	1999	49
quinolone	Washington	2000	58
quinolone	Washington	2001	65
quinolone	Washington	2002	65
quinolone	Washington	2003	65
quinolone	Washington	2004	66
quinolone	Washington	2005	75
quinolone	Washington	2006	75
quinolone	Washington	2007	77
quinolone	Washington	2008	77
quinolone	Washington	2009	71
quinolone	Washington	2010	49
quinolone	Washington	2011	76
quinolone	Washington	2012	75
quinolone	West Virginia	1999	110
quinolone	West Virginia	2000	132
quinolone	West Virginia	2001	148
quinolone	West Virginia	2002	149
quinolone	West Virginia	2003	152
quinolone	West Virginia	2004	149
quinolone	West Virginia	2005	163
quinolone	West Virginia	2006	176
quinolone	West Virginia	2007	188
quinolone	West Virginia	2008	198
quinolone	West Virginia	2009	184
quinolone	West Virginia	2010	136
quinolone	West Virginia	2011	174
quinolone	West Virginia	2012	178
quinolone	Wisconsin	1999	52
quinolone	Wisconsin	2000	60
quinolone	Wisconsin	2001	68
quinolone	Wisconsin	2002	69
quinolone	Wisconsin	2003	72
quinolone	Wisconsin	2004	75
quinolone	Wisconsin	2005	82
quinolone	Wisconsin	2006	86
quinolone	Wisconsin	2007	89
quinolone	Wisconsin	2008	89
quinolone	Wisconsin	2009	84
quinolone	Wisconsin	2010	72
quinolone	Wisconsin	2011	89
quinolone	Wisconsin	2012	93
quinolone	Wyoming	1999	71
quinolone	Wyoming	2000	83
quinolone	Wyoming	2001	93
quinolone	Wyoming	2002	88
quinolone	Wyoming	2003	88
quinolone	Wyoming	2004	87
quinolone	Wyoming	2005	96
quinolone	Wyoming	2006	101
quinolone	Wyoming	2007	103
quinolone	Wyoming	2008	102
quinolone	Wyoming	2009	88
quinolone	Wyoming	2010	67
quinolone	Wyoming	2011	83
quinolone	Wyoming	2012	86
tetracycline	Alabama	1999	76
tetracycline	Alabama	2000	76
tetracycline	Alabama	2001	76
tetracycline	Alabama	2002	76
tetracycline	Alabama	2003	76
tetracycline	Alabama	2004	72
tetracycline	Alabama	2005	74
tetracycline	Alabama	2006	76
tetracycline	Alabama	2007	77
tetracycline	Alabama	2008	77
tetracycline	Alabama	2009	82
tetracycline	Alabama	2010	84
tetracycline	Alabama	2011	87
tetracycline	Alabama	2012	95
tetracycline	Alaska	1999	39
tetracycline	Alaska	2000	44
tetracycline	Alaska	2001	47
tetracycline	Alaska	2002	46
tetracycline	Alaska	2003	45
tetracycline	Alaska	2004	41
tetracycline	Alaska	2005	38
tetracycline	Alaska	2006	38
tetracycline	Alaska	2007	39
tetracycline	Alaska	2008	42
tetracycline	Alaska	2009	40
tetracycline	Alaska	2010	40
tetracycline	Alaska	2011	38
tetracycline	Alaska	2012	37
tetracycline	Arizona	1999	55
tetracycline	Arizona	2000	56
tetracycline	Arizona	2001	55
tetracycline	Arizona	2002	54
tetracycline	Arizona	2003	54
tetracycline	Arizona	2004	50
tetracycline	Arizona	2005	52
tetracycline	Arizona	2006	50
tetracycline	Arizona	2007	51
tetracycline	Arizona	2008	53
tetracycline	Arizona	2009	56
tetracycline	Arizona	2010	60
tetracycline	Arizona	2011	62
tetracycline	Arizona	2012	60
tetracycline	Arkansas	1999	85
tetracycline	Arkansas	2000	81
tetracycline	Arkansas	2001	78
tetracycline	Arkansas	2002	81
tetracycline	Arkansas	2003	82
tetracycline	Arkansas	2004	80
tetracycline	Arkansas	2005	69
tetracycline	Arkansas	2006	69
tetracycline	Arkansas	2007	72
tetracycline	Arkansas	2008	75
tetracycline	Arkansas	2009	78
tetracycline	Arkansas	2010	83
tetracycline	Arkansas	2011	81
tetracycline	Arkansas	2012	96
tetracycline	California	1999	53
tetracycline	California	2000	55
tetracycline	California	2001	57
tetracycline	California	2002	55
tetracycline	California	2003	53
tetracycline	California	2004	51
tetracycline	California	2005	48
tetracycline	California	2006	48
tetracycline	California	2007	47
tetracycline	California	2008	47
tetracycline	California	2009	49
tetracycline	California	2010	48
tetracycline	California	2011	47
tetracycline	California	2012	46
tetracycline	Colorado	1999	73
tetracycline	Colorado	2000	73
tetracycline	Colorado	2001	72
tetracycline	Colorado	2002	68
tetracycline	Colorado	2003	66
tetracycline	Colorado	2004	60
tetracycline	Colorado	2005	57
tetracycline	Colorado	2006	55
tetracycline	Colorado	2007	54
tetracycline	Colorado	2008	54
tetracycline	Colorado	2009	54
tetracycline	Colorado	2010	56
tetracycline	Colorado	2011	57
tetracycline	Colorado	2012	56
tetracycline	Connecticut	1999	83
tetracycline	Connecticut	2000	84
tetracycline	Connecticut	2001	83
tetracycline	Connecticut	2002	88
tetracycline	Connecticut	2003	87
tetracycline	Connecticut	2004	82
tetracycline	Connecticut	2005	78
tetracycline	Connecticut	2006	84
tetracycline	Connecticut	2007	84
tetracycline	Connecticut	2008	87
tetracycline	Connecticut	2009	92
tetracycline	Connecticut	2010	88
tetracycline	Connecticut	2011	86
tetracycline	Connecticut	2012	85
tetracycline	Delaware	1999	70
tetracycline	Delaware	2000	71
tetracycline	Delaware	2001	69
tetracycline	Delaware	2002	63
tetracycline	Delaware	2003	62
tetracycline	Delaware	2004	61
tetracycline	Delaware	2005	59
tetracycline	Delaware	2006	58
tetracycline	Delaware	2007	60
tetracycline	Delaware	2008	65
tetracycline	Delaware	2009	69
tetracycline	Delaware	2010	68
tetracycline	Delaware	2011	68
tetracycline	Delaware	2012	69
tetracycline	District of Columbia	1999	102
tetracycline	District of Columbia	2000	107
tetracycline	District of Columbia	2001	116
tetracycline	District of Columbia	2002	108
tetracycline	District of Columbia	2003	100
tetracycline	District of Columbia	2004	99
tetracycline	District of Columbia	2005	92
tetracycline	District of Columbia	2006	95
tetracycline	District of Columbia	2007	102
tetracycline	District of Columbia	2008	101
tetracycline	District of Columbia	2009	106
tetracycline	District of Columbia	2010	107
tetracycline	District of Columbia	2011	76
tetracycline	District of Columbia	2012	74
tetracycline	Florida	1999	62
tetracycline	Florida	2000	63
tetracycline	Florida	2001	63
tetracycline	Florida	2002	60
tetracycline	Florida	2003	58
tetracycline	Florida	2004	55
tetracycline	Florida	2005	56
tetracycline	Florida	2006	57
tetracycline	Florida	2007	58
tetracycline	Florida	2008	56
tetracycline	Florida	2009	58
tetracycline	Florida	2010	59
tetracycline	Florida	2011	61
tetracycline	Florida	2012	62
tetracycline	Georgia	1999	71
tetracycline	Georgia	2000	73
tetracycline	Georgia	2001	71
tetracycline	Georgia	2002	71
tetracycline	Georgia	2003	71
tetracycline	Georgia	2004	69
tetracycline	Georgia	2005	67
tetracycline	Georgia	2006	65
tetracycline	Georgia	2007	65
tetracycline	Georgia	2008	66
tetracycline	Georgia	2009	69
tetracycline	Georgia	2010	71
tetracycline	Georgia	2011	73
tetracycline	Georgia	2012	76
tetracycline	Hawaii	1999	50
tetracycline	Hawaii	2000	51
tetracycline	Hawaii	2001	53
tetracycline	Hawaii	2002	54
tetracycline	Hawaii	2003	53
tetracycline	Hawaii	2004	50
tetracycline	Hawaii	2005	43
tetracycline	Hawaii	2006	43
tetracycline	Hawaii	2007	44
tetracycline	Hawaii	2008	46
tetracycline	Hawaii	2009	47
tetracycline	Hawaii	2010	48
tetracycline	Hawaii	2011	47
tetracycline	Hawaii	2012	48
tetracycline	Idaho	1999	71
tetracycline	Idaho	2000	72
tetracycline	Idaho	2001	73
tetracycline	Idaho	2002	72
tetracycline	Idaho	2003	72
tetracycline	Idaho	2004	64
tetracycline	Idaho	2005	61
tetracycline	Idaho	2006	58
tetracycline	Idaho	2007	58
tetracycline	Idaho	2008	60
tetracycline	Idaho	2009	64
tetracycline	Idaho	2010	67
tetracycline	Idaho	2011	71
tetracycline	Idaho	2012	71
tetracycline	Illinois	1999	65
tetracycline	Illinois	2000	64
tetracycline	Illinois	2001	66
tetracycline	Illinois	2002	65
tetracycline	Illinois	2003	61
tetracycline	Illinois	2004	58
tetracycline	Illinois	2005	57
tetracycline	Illinois	2006	58
tetracycline	Illinois	2007	58
tetracycline	Illinois	2008	59
tetracycline	Illinois	2009	62
tetracycline	Illinois	2010	64
tetracycline	Illinois	2011	64
tetracycline	Illinois	2012	64
tetracycline	Indiana	1999	66
tetracycline	Indiana	2000	64
tetracycline	Indiana	2001	65
tetracycline	Indiana	2002	64
tetracycline	Indiana	2003	63
tetracycline	Indiana	2004	60
tetracycline	Indiana	2005	62
tetracycline	Indiana	2006	63
tetracycline	Indiana	2007	64
tetracycline	Indiana	2008	68
tetracycline	Indiana	2009	72
tetracycline	Indiana	2010	74
tetracycline	Indiana	2011	77
tetracycline	Indiana	2012	80
tetracycline	Iowa	1999	89
tetracycline	Iowa	2000	88
tetracycline	Iowa	2001	92
tetracycline	Iowa	2002	94
tetracycline	Iowa	2003	93
tetracycline	Iowa	2004	93
tetracycline	Iowa	2005	83
tetracycline	Iowa	2006	79
tetracycline	Iowa	2007	69
tetracycline	Iowa	2008	69
tetracycline	Iowa	2009	71
tetracycline	Iowa	2010	74
tetracycline	Iowa	2011	75
tetracycline	Iowa	2012	87
tetracycline	Kansas	1999	82
tetracycline	Kansas	2000	81
tetracycline	Kansas	2001	83
tetracycline	Kansas	2002	84
tetracycline	Kansas	2003	86
tetracycline	Kansas	2004	83
tetracycline	Kansas	2005	77
tetracycline	Kansas	2006	79
tetracycline	Kansas	2007	81
tetracycline	Kansas	2008	83
tetracycline	Kansas	2009	87
tetracycline	Kansas	2010	90
tetracycline	Kansas	2011	89
tetracycline	Kansas	2012	91
tetracycline	Kentucky	1999	75
tetracycline	Kentucky	2000	77
tetracycline	Kentucky	2001	76
tetracycline	Kentucky	2002	94
tetracycline	Kentucky	2003	73
tetracycline	Kentucky	2004	70
tetracycline	Kentucky	2005	68
tetracycline	Kentucky	2006	70
tetracycline	Kentucky	2007	71
tetracycline	Kentucky	2008	75
tetracycline	Kentucky	2009	81
tetracycline	Kentucky	2010	82
tetracycline	Kentucky	2011	88
tetracycline	Kentucky	2012	92
tetracycline	Louisiana	1999	92
tetracycline	Louisiana	2000	92
tetracycline	Louisiana	2001	92
tetracycline	Louisiana	2002	87
tetracycline	Louisiana	2003	87
tetracycline	Louisiana	2004	83
tetracycline	Louisiana	2005	80
tetracycline	Louisiana	2006	82
tetracycline	Louisiana	2007	80
tetracycline	Louisiana	2008	81
tetracycline	Louisiana	2009	85
tetracycline	Louisiana	2010	88
tetracycline	Louisiana	2011	87
tetracycline	Louisiana	2012	90
tetracycline	Maine	1999	58
tetracycline	Maine	2000	61
tetracycline	Maine	2001	63
tetracycline	Maine	2002	64
tetracycline	Maine	2003	67
tetracycline	Maine	2004	66
tetracycline	Maine	2005	60
tetracycline	Maine	2006	61
tetracycline	Maine	2007	61
tetracycline	Maine	2008	63
tetracycline	Maine	2009	64
tetracycline	Maine	2010	66
tetracycline	Maine	2011	71
tetracycline	Maine	2012	76
tetracycline	Maryland	1999	63
tetracycline	Maryland	2000	67
tetracycline	Maryland	2001	69
tetracycline	Maryland	2002	70
tetracycline	Maryland	2003	69
tetracycline	Maryland	2004	67
tetracycline	Maryland	2005	60
tetracycline	Maryland	2006	63
tetracycline	Maryland	2007	66
tetracycline	Maryland	2008	68
tetracycline	Maryland	2009	72
tetracycline	Maryland	2010	70
tetracycline	Maryland	2011	71
tetracycline	Maryland	2012	71
tetracycline	Massachusetts	1999	75
tetracycline	Massachusetts	2000	81
tetracycline	Massachusetts	2001	83
tetracycline	Massachusetts	2002	86
tetracycline	Massachusetts	2003	87
tetracycline	Massachusetts	2004	82
tetracycline	Massachusetts	2005	80
tetracycline	Massachusetts	2006	83
tetracycline	Massachusetts	2007	82
tetracycline	Massachusetts	2008	85
tetracycline	Massachusetts	2009	87
tetracycline	Massachusetts	2010	83
tetracycline	Massachusetts	2011	82
tetracycline	Massachusetts	2012	82
tetracycline	Michigan	1999	77
tetracycline	Michigan	2000	76
tetracycline	Michigan	2001	77
tetracycline	Michigan	2002	74
tetracycline	Michigan	2003	72
tetracycline	Michigan	2004	68
tetracycline	Michigan	2005	65
tetracycline	Michigan	2006	67
tetracycline	Michigan	2007	68
tetracycline	Michigan	2008	69
tetracycline	Michigan	2009	71
tetracycline	Michigan	2010	72
tetracycline	Michigan	2011	71
tetracycline	Michigan	2012	72
tetracycline	Minnesota	1999	69
tetracycline	Minnesota	2000	73
tetracycline	Minnesota	2001	73
tetracycline	Minnesota	2002	70
tetracycline	Minnesota	2003	69
tetracycline	Minnesota	2004	69
tetracycline	Minnesota	2005	63
tetracycline	Minnesota	2006	62
tetracycline	Minnesota	2007	62
tetracycline	Minnesota	2008	61
tetracycline	Minnesota	2009	62
tetracycline	Minnesota	2010	64
tetracycline	Minnesota	2011	66
tetracycline	Minnesota	2012	65
tetracycline	Mississippi	1999	74
tetracycline	Mississippi	2000	71
tetracycline	Mississippi	2001	69
tetracycline	Mississippi	2002	67
tetracycline	Mississippi	2003	71
tetracycline	Mississippi	2004	71
tetracycline	Mississippi	2005	65
tetracycline	Mississippi	2006	66
tetracycline	Mississippi	2007	67
tetracycline	Mississippi	2008	69
tetracycline	Mississippi	2009	76
tetracycline	Mississippi	2010	80
tetracycline	Mississippi	2011	84
tetracycline	Mississippi	2012	93
tetracycline	Missouri	1999	79
tetracycline	Missouri	2000	79
tetracycline	Missouri	2001	83
tetracycline	Missouri	2002	82
tetracycline	Missouri	2003	82
tetracycline	Missouri	2004	78
tetracycline	Missouri	2005	73
tetracycline	Missouri	2006	72
tetracycline	Missouri	2007	74
tetracycline	Missouri	2008	74
tetracycline	Missouri	2009	79
tetracycline	Missouri	2010	80
tetracycline	Missouri	2011	80
tetracycline	Missouri	2012	79
tetracycline	Montana	1999	90
tetracycline	Montana	2000	88
tetracycline	Montana	2001	88
tetracycline	Montana	2002	87
tetracycline	Montana	2003	85
tetracycline	Montana	2004	78
tetracycline	Montana	2005	71
tetracycline	Montana	2006	67
tetracycline	Montana	2007	64
tetracycline	Montana	2008	64
tetracycline	Montana	2009	63
tetracycline	Montana	2010	66
tetracycline	Montana	2011	68
tetracycline	Montana	2012	70
tetracycline	Nebraska	1999	100
tetracycline	Nebraska	2000	99
tetracycline	Nebraska	2001	104
tetracycline	Nebraska	2002	103
tetracycline	Nebraska	2003	99
tetracycline	Nebraska	2004	93
tetracycline	Nebraska	2005	83
tetracycline	Nebraska	2006	79
tetracycline	Nebraska	2007	76
tetracycline	Nebraska	2008	76
tetracycline	Nebraska	2009	77
tetracycline	Nebraska	2010	79
tetracycline	Nebraska	2011	78
tetracycline	Nebraska	2012	85
tetracycline	Nevada	1999	52
tetracycline	Nevada	2000	52
tetracycline	Nevada	2001	53
tetracycline	Nevada	2002	52
tetracycline	Nevada	2003	52
tetracycline	Nevada	2004	49
tetracycline	Nevada	2005	49
tetracycline	Nevada	2006	48
tetracycline	Nevada	2007	48
tetracycline	Nevada	2008	51
tetracycline	Nevada	2009	52
tetracycline	Nevada	2010	52
tetracycline	Nevada	2011	53
tetracycline	Nevada	2012	54
tetracycline	New Hampshire	1999	67
tetracycline	New Hampshire	2000	69
tetracycline	New Hampshire	2001	67
tetracycline	New Hampshire	2002	71
tetracycline	New Hampshire	2003	71
tetracycline	New Hampshire	2004	68
tetracycline	New Hampshire	2005	64
tetracycline	New Hampshire	2006	69
tetracycline	New Hampshire	2007	64
tetracycline	New Hampshire	2008	63
tetracycline	New Hampshire	2009	62
tetracycline	New Hampshire	2010	62
tetracycline	New Hampshire	2011	76
tetracycline	New Hampshire	2012	86
tetracycline	New Jersey	1999	66
tetracycline	New Jersey	2000	66
tetracycline	New Jersey	2001	67
tetracycline	New Jersey	2002	64
tetracycline	New Jersey	2003	63
tetracycline	New Jersey	2004	59
tetracycline	New Jersey	2005	56
tetracycline	New Jersey	2006	58
tetracycline	New Jersey	2007	59
tetracycline	New Jersey	2008	61
tetracycline	New Jersey	2009	65
tetracycline	New Jersey	2010	64
tetracycline	New Jersey	2011	68
tetracycline	New Jersey	2012	68
tetracycline	New Mexico	1999	62
tetracycline	New Mexico	2000	59
tetracycline	New Mexico	2001	59
tetracycline	New Mexico	2002	59
tetracycline	New Mexico	2003	55
tetracycline	New Mexico	2004	51
tetracycline	New Mexico	2005	51
tetracycline	New Mexico	2006	50
tetracycline	New Mexico	2007	51
tetracycline	New Mexico	2008	52
tetracycline	New Mexico	2009	52
tetracycline	New Mexico	2010	54
tetracycline	New Mexico	2011	56
tetracycline	New Mexico	2012	56
tetracycline	New York	1999	63
tetracycline	New York	2000	64
tetracycline	New York	2001	66
tetracycline	New York	2002	65
tetracycline	New York	2003	65
tetracycline	New York	2004	62
tetracycline	New York	2005	58
tetracycline	New York	2006	59
tetracycline	New York	2007	60
tetracycline	New York	2008	62
tetracycline	New York	2009	64
tetracycline	New York	2010	64
tetracycline	New York	2011	62
tetracycline	New York	2012	62
tetracycline	North Carolina	1999	73
tetracycline	North Carolina	2000	74
tetracycline	North Carolina	2001	73
tetracycline	North Carolina	2002	72
tetracycline	North Carolina	2003	72
tetracycline	North Carolina	2004	68
tetracycline	North Carolina	2005	66
tetracycline	North Carolina	2006	67
tetracycline	North Carolina	2007	69
tetracycline	North Carolina	2008	72
tetracycline	North Carolina	2009	74
tetracycline	North Carolina	2010	74
tetracycline	North Carolina	2011	76
tetracycline	North Carolina	2012	84
tetracycline	North Dakota	1999	100
tetracycline	North Dakota	2000	104
tetracycline	North Dakota	2001	108
tetracycline	North Dakota	2002	100
tetracycline	North Dakota	2003	101
tetracycline	North Dakota	2004	94
tetracycline	North Dakota	2005	89
tetracycline	North Dakota	2006	85
tetracycline	North Dakota	2007	84
tetracycline	North Dakota	2008	79
tetracycline	North Dakota	2009	75
tetracycline	North Dakota	2010	76
tetracycline	North Dakota	2011	76
tetracycline	North Dakota	2012	68
tetracycline	Ohio	1999	71
tetracycline	Ohio	2000	73
tetracycline	Ohio	2001	73
tetracycline	Ohio	2002	72
tetracycline	Ohio	2003	69
tetracycline	Ohio	2004	67
tetracycline	Ohio	2005	65
tetracycline	Ohio	2006	66
tetracycline	Ohio	2007	69
tetracycline	Ohio	2008	74
tetracycline	Ohio	2009	77
tetracycline	Ohio	2010	75
tetracycline	Ohio	2011	77
tetracycline	Ohio	2012	78
tetracycline	Oklahoma	1999	74
tetracycline	Oklahoma	2000	72
tetracycline	Oklahoma	2001	76
tetracycline	Oklahoma	2002	76
tetracycline	Oklahoma	2003	75
tetracycline	Oklahoma	2004	72
tetracycline	Oklahoma	2005	67
tetracycline	Oklahoma	2006	67
tetracycline	Oklahoma	2007	67
tetracycline	Oklahoma	2008	65
tetracycline	Oklahoma	2009	67
tetracycline	Oklahoma	2010	69
tetracycline	Oklahoma	2011	68
tetracycline	Oklahoma	2012	77
tetracycline	Oregon	1999	66
tetracycline	Oregon	2000	69
tetracycline	Oregon	2001	70
tetracycline	Oregon	2002	67
tetracycline	Oregon	2003	67
tetracycline	Oregon	2004	64
tetracycline	Oregon	2005	62
tetracycline	Oregon	2006	60
tetracycline	Oregon	2007	59
tetracycline	Oregon	2008	59
tetracycline	Oregon	2009	60
tetracycline	Oregon	2010	61
tetracycline	Oregon	2011	63
tetracycline	Oregon	2012	64
tetracycline	Pennsylvania	1999	71
tetracycline	Pennsylvania	2000	72
tetracycline	Pennsylvania	2001	73
tetracycline	Pennsylvania	2002	70
tetracycline	Pennsylvania	2003	71
tetracycline	Pennsylvania	2004	67
tetracycline	Pennsylvania	2005	64
tetracycline	Pennsylvania	2006	64
tetracycline	Pennsylvania	2007	64
tetracycline	Pennsylvania	2008	66
tetracycline	Pennsylvania	2009	66
tetracycline	Pennsylvania	2010	64
tetracycline	Pennsylvania	2011	66
tetracycline	Pennsylvania	2012	67
tetracycline	Rhode Island	1999	68
tetracycline	Rhode Island	2000	72
tetracycline	Rhode Island	2001	75
tetracycline	Rhode Island	2002	76
tetracycline	Rhode Island	2003	78
tetracycline	Rhode Island	2004	75
tetracycline	Rhode Island	2005	77
tetracycline	Rhode Island	2006	81
tetracycline	Rhode Island	2007	84
tetracycline	Rhode Island	2008	86
tetracycline	Rhode Island	2009	90
tetracycline	Rhode Island	2010	89
tetracycline	Rhode Island	2011	85
tetracycline	Rhode Island	2012	88
tetracycline	South Carolina	1999	67
tetracycline	South Carolina	2000	68
tetracycline	South Carolina	2001	68
tetracycline	South Carolina	2002	67
tetracycline	South Carolina	2003	67
tetracycline	South Carolina	2004	63
tetracycline	South Carolina	2005	62
tetracycline	South Carolina	2006	64
tetracycline	South Carolina	2007	65
tetracycline	South Carolina	2008	67
tetracycline	South Carolina	2009	71
tetracycline	South Carolina	2010	72
tetracycline	South Carolina	2011	76
tetracycline	South Carolina	2012	84
tetracycline	South Dakota	1999	100
tetracycline	South Dakota	2000	93
tetracycline	South Dakota	2001	92
tetracycline	South Dakota	2002	93
tetracycline	South Dakota	2003	94
tetracycline	South Dakota	2004	90
tetracycline	South Dakota	2005	79
tetracycline	South Dakota	2006	76
tetracycline	South Dakota	2007	68
tetracycline	South Dakota	2008	72
tetracycline	South Dakota	2009	72
tetracycline	South Dakota	2010	73
tetracycline	South Dakota	2011	65
tetracycline	South Dakota	2012	74
tetracycline	Tennessee	1999	95
tetracycline	Tennessee	2000	94
tetracycline	Tennessee	2001	92
tetracycline	Tennessee	2002	90
tetracycline	Tennessee	2003	88
tetracycline	Tennessee	2004	83
tetracycline	Tennessee	2005	82
tetracycline	Tennessee	2006	83
tetracycline	Tennessee	2007	84
tetracycline	Tennessee	2008	89
tetracycline	Tennessee	2009	96
tetracycline	Tennessee	2010	97
tetracycline	Tennessee	2011	95
tetracycline	Tennessee	2012	100
tetracycline	Texas	1999	64
tetracycline	Texas	2000	66
tetracycline	Texas	2001	66
tetracycline	Texas	2002	63
tetracycline	Texas	2003	62
tetracycline	Texas	2004	60
tetracycline	Texas	2005	59
tetracycline	Texas	2006	59
tetracycline	Texas	2007	61
tetracycline	Texas	2008	61
tetracycline	Texas	2009	63
tetracycline	Texas	2010	65
tetracycline	Texas	2011	67
tetracycline	Texas	2012	69
tetracycline	Utah	1999	81
tetracycline	Utah	2000	84
tetracycline	Utah	2001	85
tetracycline	Utah	2002	83
tetracycline	Utah	2003	83
tetracycline	Utah	2004	81
tetracycline	Utah	2005	78
tetracycline	Utah	2006	72
tetracycline	Utah	2007	69
tetracycline	Utah	2008	71
tetracycline	Utah	2009	71
tetracycline	Utah	2010	72
tetracycline	Utah	2011	73
tetracycline	Utah	2012	73
tetracycline	Vermont	1999	64
tetracycline	Vermont	2000	70
tetracycline	Vermont	2001	69
tetracycline	Vermont	2002	70
tetracycline	Vermont	2003	69
tetracycline	Vermont	2004	65
tetracycline	Vermont	2005	58
tetracycline	Vermont	2006	59
tetracycline	Vermont	2007	56
tetracycline	Vermont	2008	56
tetracycline	Vermont	2009	57
tetracycline	Vermont	2010	58
tetracycline	Vermont	2011	63
tetracycline	Vermont	2012	65
tetracycline	Virginia	1999	66
tetracycline	Virginia	2000	67
tetracycline	Virginia	2001	68
tetracycline	Virginia	2002	66
tetracycline	Virginia	2003	64
tetracycline	Virginia	2004	62
tetracycline	Virginia	2005	60
tetracycline	Virginia	2006	61
tetracycline	Virginia	2007	64
tetracycline	Virginia	2008	68
tetracycline	Virginia	2009	71
tetracycline	Virginia	2010	71
tetracycline	Virginia	2011	75
tetracycline	Virginia	2012	78
tetracycline	Washington	1999	67
tetracycline	Washington	2000	70
tetracycline	Washington	2001	71
tetracycline	Washington	2002	70
tetracycline	Washington	2003	69
tetracycline	Washington	2004	65
tetracycline	Washington	2005	65
tetracycline	Washington	2006	63
