drug_group	state	year	value
broad_spectrum_penicillin	Tennessee	1999	306
broad_spectrum_penicillin	Tennessee	2000	306
broad_spectrum_penicillin	Tennessee	2001	329
broad_spectrum_penicillin	Tennessee	2002	328
broad_spectrum_penicillin	Tennessee	2003	333
broad_spectrum_penicillin	Tennessee	2004	303
broad_spectrum_penicillin	Tennessee	2005	318
broad_spectrum_penicillin	Tennessee	2006	311
broad_spectrum_penicillin	Tennessee	2007	300
broad_spectrum_penicillin	Tennessee	2008	291
broad_spectrum_penicillin	Tennessee	2009	309
broad_spectrum_penicillin	Tennessee	2010	301
broad_spectrum_penicillin	Tennessee	2011	303
broad_spectrum_penicillin	Tennessee	2012	296
broad_spectrum_penicillin	Texas	1999	202
broad_spectrum_penicillin	Texas	2000	223
broad_spectrum_penicillin	Texas	2001	244
broad_spectrum_penicillin	Texas	2002	252
broad_spectrum_penicillin	Texas	2003	249
broad_spectrum_penicillin	Texas	2004	233
broad_spectrum_penicillin	Texas	2005	262
broad_spectrum_penicillin	Texas	2006	253
broad_spectrum_penicillin	Texas	2007	261
broad_spectrum_penicillin	Texas	2008	255
broad_spectrum_penicillin	Texas	2009	239
broad_spectrum_penicillin	Texas	2010	222
broad_spectrum_penicillin	Texas	2011	264
broad_spectrum_penicillin	Texas	2012	273
broad_spectrum_penicillin	Utah	1999	194
broad_spectrum_penicillin	Utah	2000	215
broad_spectrum_penicillin	Utah	2001	217
broad_spectrum_penicillin	Utah	2002	218
broad_spectrum_penicillin	Utah	2003	236
broad_spectrum_penicillin	Utah	2004	237
broad_spectrum_penicillin	Utah	2005	293
broad_spectrum_penicillin	Utah	2006	287
broad_spectrum_penicillin	Utah	2007	277
broad_spectrum_penicillin	Utah	2008	271
broad_spectrum_penicillin	Utah	2009	272
broad_spectrum_penicillin	Utah	2010	270
broad_spectrum_penicillin	Utah	2011	280
broad_spectrum_penicillin	Utah	2012	278
broad_spectrum_penicillin	Vermont	1999	193
broad_spectrum_penicillin	Vermont	2000	198
broad_spectrum_penicillin	Vermont	2001	192
broad_spectrum_penicillin	Vermont	2002	195
broad_spectrum_penicillin	Vermont	2003	204
broad_spectrum_penicillin	Vermont	2004	194
broad_spectrum_penicillin	Vermont	2005	213
broad_spectrum_penicillin	Vermont	2006	214
broad_spectrum_penicillin	Vermont	2007	202
broad_spectrum_penicillin	Vermont	2008	183
broad_spectrum_penicillin	Vermont	2009	178
broad_spectrum_penicillin	Vermont	2010	178
broad_spectrum_penicillin	Vermont	2011	182
broad_spectrum_penicillin	Vermont	2012	174
broad_spectrum_penicillin	Virginia	1999	238
broad_spectrum_penicillin	Virginia	2000	225
broad_spectrum_penicillin	Virginia	2001	226
broad_spectrum_penicillin	Virginia	2002	226
broad_spectrum_penicillin	Virginia	2003	244
broad_spectrum_penicillin	Virginia	2004	224
broad_spectrum_penicillin	Virginia	2005	252
broad_spectrum_penicillin	Virginia	2006	246
broad_spectrum_penicillin	Virginia	2007	236
broad_spectrum_penicillin	Virginia	2008	225
broad_spectrum_penicillin	Virginia	2009	222
broad_spectrum_penicillin	Virginia	2010	214
broad_spectrum_penicillin	Virginia	2011	243
broad_spectrum_penicillin	Virginia	2012	240
broad_spectrum_penicillin	Washington	1999	138
broad_spectrum_penicillin	Washington	2000	129
broad_spectrum_penicillin	Washington	2001	139
broad_spectrum_penicillin	Washington	2002	150
broad_spectrum_penicillin	Washington	2003	154
broad_spectrum_penicillin	Washington	2004	154
broad_spectrum_penicillin	Washington	2005	186
broad_spectrum_penicillin	Washington	2006	181
broad_spectrum_penicillin	Washington	2007	178
broad_spectrum_penicillin	Washington	2008	171
broad_spectrum_penicillin	Washington	2009	170
broad_spectrum_penicillin	Washington	2010	164
broad_spectrum_penicillin	Washington	2011	175
broad_spectrum_penicillin	Washington	2012	160
broad_spectrum_penicillin	West Virginia	1999	243
broad_spectrum_penicillin	West Virginia	2000	223
broad_spectrum_penicillin	West Virginia	2001	256
broad_spectrum_penicillin	West Virginia	2002	263
broad_spectrum_penicillin	West Virginia	2003	273
broad_spectrum_penicillin	West Virginia	2004	280
broad_spectrum_penicillin	West Virginia	2005	328
broad_spectrum_penicillin	West Virginia	2006	343
broad_spectrum_penicillin	West Virginia	2007	336
broad_spectrum_penicillin	West Virginia	2008	338
broad_spectrum_penicillin	West Virginia	2009	346
broad_spectrum_penicillin	West Virginia	2010	326
broad_spectrum_penicillin	West Virginia	2011	349
broad_spectrum_penicillin	West Virginia	2012	339
broad_spectrum_penicillin	Wisconsin	1999	169
broad_spectrum_penicillin	Wisconsin	2000	158
broad_spectrum_penicillin	Wisconsin	2001	202
broad_spectrum_penicillin	Wisconsin	2002	200
broad_spectrum_penicillin	Wisconsin	2003	208
broad_spectrum_penicillin	Wisconsin	2004	201
broad_spectrum_penicillin	Wisconsin	2005	225
broad_spectrum_penicillin	Wisconsin	2006	228
broad_spectrum_penicillin	Wisconsin	2007	225
broad_spectrum_penicillin	Wisconsin	2008	216
broad_spectrum_penicillin	Wisconsin	2009	220
broad_spectrum_penicillin	Wisconsin	2010	217
broad_spectrum_penicillin	Wisconsin	2011	228
broad_spectrum_penicillin	Wisconsin	2012	217
broad_spectrum_penicillin	Wyoming	1999	158
broad_spectrum_penicillin	Wyoming	2000	156
broad_spectrum_penicillin	Wyoming	2001	179
broad_spectrum_penicillin	Wyoming	2002	179
broad_spectrum_penicillin	Wyoming	2003	208
broad_spectrum_penicillin	Wyoming	2004	207
broad_spectrum_penicillin	Wyoming	2005	236
broad_spectrum_penicillin	Wyoming	2006	243
broad_spectrum_penicillin	Wyoming	2007	236
broad_spectrum_penicillin	Wyoming	2008	227
broad_spectrum_penicillin	Wyoming	2009	212
broad_spectrum_penicillin	Wyoming	2010	213
broad_spectrum_penicillin	Wyoming	2011	226
broad_spectrum_penicillin	Wyoming	2012	235
cephalosporin	Alabama	1999	273
cephalosporin	Alabama	2000	252
cephalosporin	Alabama	2001	239
cephalosporin	Alabama	2002	236
cephalosporin	Alabama	2003	247
cephalosporin	Alabama	2004	223
cephalosporin	Alabama	2005	211
cephalosporin	Alabama	2006	199
cephalosporin	Alabama	2007	195
cephalosporin	Alabama	2008	190
cephalosporin	Alabama	2009	186
cephalosporin	Alabama	2010	175
cephalosporin	Alabama	2011	186
cephalosporin	Alabama	2012	187
cephalosporin	Alaska	1999	107
cephalosporin	Alaska	2000	111
cephalosporin	Alaska	2001	103
cephalosporin	Alaska	2002	96
cephalosporin	Alaska	2003	94
cephalosporin	Alaska	2004	84
cephalosporin	Alaska	2005	82
cephalosporin	Alaska	2006	77
cephalosporin	Alaska	2007	76
cephalosporin	Alaska	2008	74
cephalosporin	Alaska	2009	70
cephalosporin	Alaska	2010	66
cephalosporin	Alaska	2011	70
cephalosporin	Alaska	2012	62
cephalosporin	Arizona	1999	140
cephalosporin	Arizona	2000	126
cephalosporin	Arizona	2001	117
cephalosporin	Arizona	2002	115
cephalosporin	Arizona	2003	115
cephalosporin	Arizona	2004	109
cephalosporin	Arizona	2005	122
cephalosporin	Arizona	2006	117
cephalosporin	Arizona	2007	113
cephalosporin	Arizona	2008	109
cephalosporin	Arizona	2009	112
cephalosporin	Arizona	2010	113
cephalosporin	Arizona	2011	124
cephalosporin	Arizona	2012	119
cephalosporin	Arkansas	1999	289
cephalosporin	Arkansas	2000	251
cephalosporin	Arkansas	2001	234
cephalosporin	Arkansas	2002	233
cephalosporin	Arkansas	2003	244
cephalosporin	Arkansas	2004	233
cephalosporin	Arkansas	2005	202
cephalosporin	Arkansas	2006	186
cephalosporin	Arkansas	2007	188
cephalosporin	Arkansas	2008	177
cephalosporin	Arkansas	2009	178
cephalosporin	Arkansas	2010	170
cephalosporin	Arkansas	2011	160
cephalosporin	Arkansas	2012	180
cephalosporin	California	1999	117
cephalosporin	California	2000	108
cephalosporin	California	2001	106
cephalosporin	California	2002	100
cephalosporin	California	2003	102
cephalosporin	California	2004	96
cephalosporin	California	2005	94
cephalosporin	California	2006	90
cephalosporin	California	2007	86
cephalosporin	California	2008	81
cephalosporin	California	2009	80
cephalosporin	California	2010	77
cephalosporin	California	2011	77
cephalosporin	California	2012	75
cephalosporin	Colorado	1999	143
cephalosporin	Colorado	2000	129
cephalosporin	Colorado	2001	116
cephalosporin	Colorado	2002	104
cephalosporin	Colorado	2003	101
cephalosporin	Colorado	2004	93
cephalosporin	Colorado	2005	97
cephalosporin	Colorado	2006	96
cephalosporin	Colorado	2007	96
cephalosporin	Colorado	2008	93
cephalosporin	Colorado	2009	91
cephalosporin	Colorado	2010	92
cephalosporin	Colorado	2011	96
cephalosporin	Colorado	2012	92
cephalosporin	Connecticut	1999	165
cephalosporin	Connecticut	2000	148
cephalosporin	Connecticut	2001	132
cephalosporin	Connecticut	2002	133
cephalosporin	Connecticut	2003	133
cephalosporin	Connecticut	2004	124
cephalosporin	Connecticut	2005	127
cephalosporin	Connecticut	2006	127
cephalosporin	Connecticut	2007	124
cephalosporin	Connecticut	2008	117
cephalosporin	Connecticut	2009	117
cephalosporin	Connecticut	2010	110
cephalosporin	Connecticut	2011	112
cephalosporin	Connecticut	2012	113
cephalosporin	Delaware	1999	164
cephalosporin	Delaware	2000	140
cephalosporin	Delaware	2001	128
cephalosporin	Delaware	2002	115
cephalosporin	Delaware	2003	128
cephalosporin	Delaware	2004	124
cephalosporin	Delaware	2005	126
cephalosporin	Delaware	2006	130
cephalosporin	Delaware	2007	130
cephalosporin	Delaware	2008	119
cephalosporin	Delaware	2009	122
cephalosporin	Delaware	2010	114
cephalosporin	Delaware	2011	120
cephalosporin	Delaware	2012	118
cephalosporin	District of Columbia	1999	148
cephalosporin	District of Columbia	2000	138
cephalosporin	District of Columbia	2001	128
cephalosporin	District of Columbia	2002	112
cephalosporin	District of Columbia	2003	108
cephalosporin	District of Columbia	2004	107
cephalosporin	District of Columbia	2005	108
cephalosporin	District of Columbia	2006	110
cephalosporin	District of Columbia	2007	111
cephalosporin	District of Columbia	2008	108
cephalosporin	District of Columbia	2009	109
cephalosporin	District of Columbia	2010	104
cephalosporin	District of Columbia	2011	68
cephalosporin	District of Columbia	2012	65
cephalosporin	Florida	1999	177
cephalosporin	Florida	2000	162
cephalosporin	Florida	2001	146
cephalosporin	Florida	2002	135
cephalosporin	Florida	2003	134
cephalosporin	Florida	2004	131
cephalosporin	Florida	2005	136
cephalosporin	Florida	2006	131
cephalosporin	Florida	2007	119
cephalosporin	Florida	2008	100
cephalosporin	Florida	2009	97
cephalosporin	Florida	2010	92
cephalosporin	Florida	2011	95
cephalosporin	Florida	2012	92
cephalosporin	Georgia	1999	214
cephalosporin	Georgia	2000	191
cephalosporin	Georgia	2001	182
cephalosporin	Georgia	2002	171
cephalosporin	Georgia	2003	177
cephalosporin	Georgia	2004	163
cephalosporin	Georgia	2005	160
cephalosporin	Georgia	2006	152
cephalosporin	Georgia	2007	136
cephalosporin	Georgia	2008	125
cephalosporin	Georgia	2009	124
cephalosporin	Georgia	2010	120
cephalosporin	Georgia	2011	118
cephalosporin	Georgia	2012	118
cephalosporin	Hawaii	1999	137
cephalosporin	Hawaii	2000	120
cephalosporin	Hawaii	2001	115
cephalosporin	Hawaii	2002	108
cephalosporin	Hawaii	2003	111
cephalosporin	Hawaii	2004	104
cephalosporin	Hawaii	2005	97
cephalosporin	Hawaii	2006	95
cephalosporin	Hawaii	2007	92
cephalosporin	Hawaii	2008	87
cephalosporin	Hawaii	2009	79
cephalosporin	Hawaii	2010	73
cephalosporin	Hawaii	2011	76
cephalosporin	Hawaii	2012	75
cephalosporin	Idaho	1999	155
cephalosporin	Idaho	2000	143
cephalosporin	Idaho	2001	137
cephalosporin	Idaho	2002	131
cephalosporin	Idaho	2003	134
cephalosporin	Idaho	2004	116
cephalosporin	Idaho	2005	119
cephalosporin	Idaho	2006	113
cephalosporin	Idaho	2007	107
cephalosporin	Idaho	2008	102
cephalosporin	Idaho	2009	99
cephalosporin	Idaho	2010	100
cephalosporin	Idaho	2011	112
cephalosporin	Idaho	2012	111
cephalosporin	Illinois	1999	149
cephalosporin	Illinois	2000	128
cephalosporin	Illinois	2001	125
cephalosporin	Illinois	2002	118
cephalosporin	Illinois	2003	117
cephalosporin	Illinois	2004	111
cephalosporin	Illinois	2005	118
cephalosporin	Illinois	2006	116
cephalosporin	Illinois	2007	117
cephalosporin	Illinois	2008	108
cephalosporin	Illinois	2009	105
cephalosporin	Illinois	2010	102
cephalosporin	Illinois	2011	102
cephalosporin	Illinois	2012	99
cephalosporin	Indiana	1999	240
cephalosporin	Indiana	2000	213
cephalosporin	Indiana	2001	204
cephalosporin	Indiana	2002	194
cephalosporin	Indiana	2003	196
cephalosporin	Indiana	2004	184
cephalosporin	Indiana	2005	193
cephalosporin	Indiana	2006	190
cephalosporin	Indiana	2007	187
cephalosporin	Indiana	2008	180
cephalosporin	Indiana	2009	174
cephalosporin	Indiana	2010	164
cephalosporin	Indiana	2011	180
cephalosporin	Indiana	2012	170
cephalosporin	Iowa	1999	223
cephalosporin	Iowa	2000	188
cephalosporin	Iowa	2001	183
cephalosporin	Iowa	2002	177
cephalosporin	Iowa	2003	181
cephalosporin	Iowa	2004	170
cephalosporin	Iowa	2005	177
cephalosporin	Iowa	2006	178
cephalosporin	Iowa	2007	160
cephalosporin	Iowa	2008	149
cephalosporin	Iowa	2009	143
cephalosporin	Iowa	2010	139
cephalosporin	Iowa	2011	153
cephalosporin	Iowa	2012	165
cephalosporin	Kansas	1999	238
cephalosporin	Kansas	2000	199
cephalosporin	Kansas	2001	191
cephalosporin	Kansas	2002	181
cephalosporin	Kansas	2003	183
cephalosporin	Kansas	2004	169
cephalosporin	Kansas	2005	166
cephalosporin	Kansas	2006	168
cephalosporin	Kansas	2007	168
cephalosporin	Kansas	2008	164
cephalosporin	Kansas	2009	155
cephalosporin	Kansas	2010	153
cephalosporin	Kansas	2011	155
cephalosporin	Kansas	2012	154
cephalosporin	Kentucky	1999	254
cephalosporin	Kentucky	2000	229
cephalosporin	Kentucky	2001	220
cephalosporin	Kentucky	2002	250
cephalosporin	Kentucky	2003	217
cephalosporin	Kentucky	2004	203
cephalosporin	Kentucky	2005	209
cephalosporin	Kentucky	2006	212
cephalosporin	Kentucky	2007	211
cephalosporin	Kentucky	2008	206
cephalosporin	Kentucky	2009	213
cephalosporin	Kentucky	2010	203
cephalosporin	Kentucky	2011	218
cephalosporin	Kentucky	2012	203
cephalosporin	Louisiana	1999	245
cephalosporin	Louisiana	2000	225
cephalosporin	Louisiana	2001	218
cephalosporin	Louisiana	2002	209
cephalosporin	Louisiana	2003	206
cephalosporin	Louisiana	2004	178
cephalosporin	Louisiana	2005	177
cephalosporin	Louisiana	2006	185
cephalosporin	Louisiana	2007	174
cephalosporin	Louisiana	2008	171
cephalosporin	Louisiana	2009	169
cephalosporin	Louisiana	2010	158
cephalosporin	Louisiana	2011	152
cephalosporin	Louisiana	2012	150
cephalosporin	Maine	1999	117
cephalosporin	Maine	2000	110
cephalosporin	Maine	2001	103
cephalosporin	Maine	2002	101
cephalosporin	Maine	2003	103
cephalosporin	Maine	2004	96
cephalosporin	Maine	2005	92
cephalosporin	Maine	2006	89
cephalosporin	Maine	2007	87
cephalosporin	Maine	2008	82
cephalosporin	Maine	2009	80
cephalosporin	Maine	2010	78
cephalosporin	Maine	2011	81
cephalosporin	Maine	2012	82
cephalosporin	Maryland	1999	138
cephalosporin	Maryland	2000	125
cephalosporin	Maryland	2001	119
cephalosporin	Maryland	2002	113
cephalosporin	Maryland	2003	119
cephalosporin	Maryland	2004	116
cephalosporin	Maryland	2005	113
cephalosporin	Maryland	2006	111
cephalosporin	Maryland	2007	105
cephalosporin	Maryland	2008	100
cephalosporin	Maryland	2009	97
cephalosporin	Maryland	2010	88
cephalosporin	Maryland	2011	98
cephalosporin	Maryland	2012	96
cephalosporin	Massachusetts	1999	113
cephalosporin	Massachusetts	2000	107
cephalosporin	Massachusetts	2001	100
cephalosporin	Massachusetts	2002	96
cephalosporin	Massachusetts	2003	99
cephalosporin	Massachusetts	2004	95
cephalosporin	Massachusetts	2005	100
cephalosporin	Massachusetts	2006	101
cephalosporin	Massachusetts	2007	98
cephalosporin	Massachusetts	2008	94
cephalosporin	Massachusetts	2009	93
cephalosporin	Massachusetts	2010	93
cephalosporin	Massachusetts	2011	89
cephalosporin	Massachusetts	2012	88
cephalosporin	Michigan	1999	170
cephalosporin	Michigan	2000	151
cephalosporin	Michigan	2001	142
cephalosporin	Michigan	2002	134
cephalosporin	Michigan	2003	134
cephalosporin	Michigan	2004	128
cephalosporin	Michigan	2005	132
cephalosporin	Michigan	2006	135
cephalosporin	Michigan	2007	137
cephalosporin	Michigan	2008	132
cephalosporin	Michigan	2009	132
cephalosporin	Michigan	2010	131
cephalosporin	Michigan	2011	133
cephalosporin	Michigan	2012	111
cephalosporin	Minnesota	1999	122
cephalosporin	Minnesota	2000	108
cephalosporin	Minnesota	2001	102
cephalosporin	Minnesota	2002	95
cephalosporin	Minnesota	2003	97
cephalosporin	Minnesota	2004	91
cephalosporin	Minnesota	2005	98
cephalosporin	Minnesota	2006	97
cephalosporin	Minnesota	2007	95
cephalosporin	Minnesota	2008	92
cephalosporin	Minnesota	2009	92
cephalosporin	Minnesota	2010	92
cephalosporin	Minnesota	2011	98
cephalosporin	Minnesota	2012	94
cephalosporin	Mississippi	1999	294
cephalosporin	Mississippi	2000	262
cephalosporin	Mississippi	2001	256
cephalosporin	Mississippi	2002	243
cephalosporin	Mississippi	2003	252
cephalosporin	Mississippi	2004	219
cephalosporin	Mississippi	2005	212
cephalosporin	Mississippi	2006	202
cephalosporin	Mississippi	2007	195
cephalosporin	Mississippi	2008	194
cephalosporin	Mississippi	2009	198
cephalosporin	Mississippi	2010	184
cephalosporin	Mississippi	2011	182
cephalosporin	Mississippi	2012	192
cephalosporin	Missouri	1999	214
cephalosporin	Missouri	2000	188
cephalosporin	Missouri	2001	183
cephalosporin	Missouri	2002	174
cephalosporin	Missouri	2003	182
cephalosporin	Missouri	2004	176
cephalosporin	Missouri	2005	169
cephalosporin	Missouri	2006	160
cephalosporin	Missouri	2007	156
cephalosporin	Missouri	2008	148
cephalosporin	Missouri	2009	141
cephalosporin	Missouri	2010	136
cephalosporin	Missouri	2011	136
cephalosporin	Missouri	2012	135
cephalosporin	Montana	1999	142
cephalosporin	Montana	2000	124
cephalosporin	Montana	2001	114
cephalosporin	Montana	2002	105
cephalosporin	Montana	2003	104
cephalosporin	Montana	2004	99
cephalosporin	Montana	2005	102
cephalosporin	Montana	2006	96
cephalosporin	Montana	2007	87
cephalosporin	Montana	2008	82
cephalosporin	Montana	2009	80
cephalosporin	Montana	2010	77
cephalosporin	Montana	2011	84
cephalosporin	Montana	2012	83
cephalosporin	Nebraska	1999	227
cephalosporin	Nebraska	2000	197
cephalosporin	Nebraska	2001	196
cephalosporin	Nebraska	2002	190
cephalosporin	Nebraska	2003	193
cephalosporin	Nebraska	2004	183
cephalosporin	Nebraska	2005	181
cephalosporin	Nebraska	2006	183
cephalosporin	Nebraska	2007	179
cephalosporin	Nebraska	2008	176
cephalosporin	Nebraska	2009	171
cephalosporin	Nebraska	2010	170
cephalosporin	Nebraska	2011	175
cephalosporin	Nebraska	2012	176
cephalosporin	Nevada	1999	157
cephalosporin	Nevada	2000	139
cephalosporin	Nevada	2001	127
cephalosporin	Nevada	2002	117
cephalosporin	Nevada	2003	120
cephalosporin	Nevada	2004	112
cephalosporin	Nevada	2005	123
cephalosporin	Nevada	2006	115
cephalosporin	Nevada	2007	107
cephalosporin	Nevada	2008	101
cephalosporin	Nevada	2009	99
cephalosporin	Nevada	2010	96
cephalosporin	Nevada	2011	101
cephalosporin	Nevada	2012	98
cephalosporin	New Hampshire	1999	121
cephalosporin	New Hampshire	2000	115
cephalosporin	New Hampshire	2001	106
cephalosporin	New Hampshire	2002	100
cephalosporin	New Hampshire	2003	103
cephalosporin	New Hampshire	2004	98
cephalosporin	New Hampshire	2005	95
cephalosporin	New Hampshire	2006	99
cephalosporin	New Hampshire	2007	93
cephalosporin	New Hampshire	2008	85
cephalosporin	New Hampshire	2009	81
cephalosporin	New Hampshire	2010	76
cephalosporin	New Hampshire	2011	91
cephalosporin	New Hampshire	2012	97
cephalosporin	New Jersey	1999	167
cephalosporin	New Jersey	2000	146
cephalosporin	New Jersey	2001	131
cephalosporin	New Jersey	2002	121
cephalosporin	New Jersey	2003	123
cephalosporin	New Jersey	2004	115
cephalosporin	New Jersey	2005	124
cephalosporin	New Jersey	2006	127
cephalosporin	New Jersey	2007	127
cephalosporin	New Jersey	2008	114
cephalosporin	New Jersey	2009	113
cephalosporin	New Jersey	2010	106
cephalosporin	New Jersey	2011	119
cephalosporin	New Jersey	2012	116
cephalosporin	New Mexico	1999	128
cephalosporin	New Mexico	2000	112
cephalosporin	New Mexico	2001	105
cephalosporin	New Mexico	2002	100
cephalosporin	New Mexico	2003	95
cephalosporin	New Mexico	2004	89
cephalosporin	New Mexico	2005	92
cephalosporin	New Mexico	2006	93
cephalosporin	New Mexico	2007	93
cephalosporin	New Mexico	2008	90
cephalosporin	New Mexico	2009	89
cephalosporin	New Mexico	2010	94
cephalosporin	New Mexico	2011	95
cephalosporin	New Mexico	2012	94
cephalosporin	New York	1999	153
cephalosporin	New York	2000	136
cephalosporin	New York	2001	125
cephalosporin	New York	2002	117
cephalosporin	New York	2003	116
cephalosporin	New York	2004	111
cephalosporin	New York	2005	117
cephalosporin	New York	2006	121
cephalosporin	New York	2007	120
cephalosporin	New York	2008	113
cephalosporin	New York	2009	111
cephalosporin	New York	2010	105
cephalosporin	New York	2011	104
cephalosporin	New York	2012	102
cephalosporin	North Carolina	1999	182
cephalosporin	North Carolina	2000	166
cephalosporin	North Carolina	2001	155
cephalosporin	North Carolina	2002	141
cephalosporin	North Carolina	2003	148
cephalosporin	North Carolina	2004	138
cephalosporin	North Carolina	2005	143
cephalosporin	North Carolina	2006	142
cephalosporin	North Carolina	2007	141
cephalosporin	North Carolina	2008	132
cephalosporin	North Carolina	2009	130
cephalosporin	North Carolina	2010	120
cephalosporin	North Carolina	2011	128
cephalosporin	North Carolina	2012	132
cephalosporin	North Dakota	1999	189
cephalosporin	North Dakota	2000	168
cephalosporin	North Dakota	2001	155
cephalosporin	North Dakota	2002	146
cephalosporin	North Dakota	2003	151
cephalosporin	North Dakota	2004	141
cephalosporin	North Dakota	2005	150
cephalosporin	North Dakota	2006	153
cephalosporin	North Dakota	2007	151
cephalosporin	North Dakota	2008	142
cephalosporin	North Dakota	2009	142
cephalosporin	North Dakota	2010	146
cephalosporin	North Dakota	2011	139
cephalosporin	North Dakota	2012	136
cephalosporin	Ohio	1999	168
cephalosporin	Ohio	2000	154
cephalosporin	Ohio	2001	147
cephalosporin	Ohio	2002	142
cephalosporin	Ohio	2003	143
cephalosporin	Ohio	2004	136
cephalosporin	Ohio	2005	141
cephalosporin	Ohio	2006	144
cephalosporin	Ohio	2007	141
cephalosporin	Ohio	2008	136
cephalosporin	Ohio	2009	130
cephalosporin	Ohio	2010	116
cephalosporin	Ohio	2011	125
cephalosporin	Ohio	2012	117
cephalosporin	Oklahoma	1999	197
cephalosporin	Oklahoma	2000	176
cephalosporin	Oklahoma	2001	171
cephalosporin	Oklahoma	2002	171
cephalosporin	Oklahoma	2003	175
cephalosporin	Oklahoma	2004	167
cephalosporin	Oklahoma	2005	154
cephalosporin	Oklahoma	2006	146
cephalosporin	Oklahoma	2007	144
cephalosporin	Oklahoma	2008	130
cephalosporin	Oklahoma	2009	128
cephalosporin	Oklahoma	2010	131
cephalosporin	Oklahoma	2011	133
cephalosporin	Oklahoma	2012	147
cephalosporin	Oregon	1999	110
cephalosporin	Oregon	2000	103
cephalosporin	Oregon	2001	97
cephalosporin	Oregon	2002	94
cephalosporin	Oregon	2003	91
cephalosporin	Oregon	2004	87
cephalosporin	Oregon	2005	86
cephalosporin	Oregon	2006	79
cephalosporin	Oregon	2007	73
cephalosporin	Oregon	2008	71
cephalosporin	Oregon	2009	70
cephalosporin	Oregon	2010	68
cephalosporin	Oregon	2011	73
cephalosporin	Oregon	2012	71
cephalosporin	Pennsylvania	1999	163
cephalosporin	Pennsylvania	2000	146
cephalosporin	Pennsylvania	2001	134
cephalosporin	Pennsylvania	2002	124
cephalosporin	Pennsylvania	2003	124
cephalosporin	Pennsylvania	2004	119
cephalosporin	Pennsylvania	2005	124
cephalosporin	Pennsylvania	2006	123
cephalosporin	Pennsylvania	2007	118
cephalosporin	Pennsylvania	2008	111
cephalosporin	Pennsylvania	2009	107
cephalosporin	Pennsylvania	2010	98
cephalosporin	Pennsylvania	2011	103
cephalosporin	Pennsylvania	2012	103
cephalosporin	Rhode Island	1999	132
cephalosporin	Rhode Island	2000	122
cephalosporin	Rhode Island	2001	114
cephalosporin	Rhode Island	2002	110
cephalosporin	Rhode Island	2003	112
cephalosporin	Rhode Island	2004	103
cephalosporin	Rhode Island	2005	114
cephalosporin	Rhode Island	2006	116
cephalosporin	Rhode Island	2007	116
cephalosporin	Rhode Island	2008	110
cephalosporin	Rhode Island	2009	111
cephalosporin	Rhode Island	2010	102
cephalosporin	Rhode Island	2011	97
cephalosporin	Rhode Island	2012	95
cephalosporin	South Carolina	1999	193
cephalosporin	South Carolina	2000	180
cephalosporin	South Carolina	2001	171
cephalosporin	South Carolina	2002	160
cephalosporin	South Carolina	2003	161
cephalosporin	South Carolina	2004	144
cephalosporin	South Carolina	2005	150
cephalosporin	South Carolina	2006	150
cephalosporin	South Carolina	2007	146
cephalosporin	South Carolina	2008	134
cephalosporin	South Carolina	2009	133
cephalosporin	South Carolina	2010	127
cephalosporin	South Carolina	2011	132
cephalosporin	South Carolina	2012	137
cephalosporin	South Dakota	1999	249
cephalosporin	South Dakota	2000	202
cephalosporin	South Dakota	2001	195
cephalosporin	South Dakota	2002	193
cephalosporin	South Dakota	2003	194
cephalosporin	South Dakota	2004	183
cephalosporin	South Dakota	2005	177
cephalosporin	South Dakota	2006	174
cephalosporin	South Dakota	2007	160
cephalosporin	South Dakota	2008	164
cephalosporin	South Dakota	2009	158
cephalosporin	South Dakota	2010	152
cephalosporin	South Dakota	2011	155
cephalosporin	South Dakota	2012	165
cephalosporin	Tennessee	1999	284
cephalosporin	Tennessee	2000	255
cephalosporin	Tennessee	2001	238
cephalosporin	Tennessee	2002	229
cephalosporin	Tennessee	2003	228
cephalosporin	Tennessee	2004	213
cephalosporin	Tennessee	2005	206
cephalosporin	Tennessee	2006	199
cephalosporin	Tennessee	2007	196
cephalosporin	Tennessee	2008	189
cephalosporin	Tennessee	2009	191
cephalosporin	Tennessee	2010	177
cephalosporin	Tennessee	2011	176
cephalosporin	Tennessee	2012	176
cephalosporin	Texas	1999	211
cephalosporin	Texas	2000	197
cephalosporin	Texas	2001	190
cephalosporin	Texas	2002	181
cephalosporin	Texas	2003	173
cephalosporin	Texas	2004	155
cephalosporin	Texas	2005	160
cephalosporin	Texas	2006	154
cephalosporin	Texas	2007	159
cephalosporin	Texas	2008	148
cephalosporin	Texas	2009	144
cephalosporin	Texas	2010	144
cephalosporin	Texas	2011	146
cephalosporin	Texas	2012	148
cephalosporin	Utah	1999	167
cephalosporin	Utah	2000	149
cephalosporin	Utah	2001	141
cephalosporin	Utah	2002	129
cephalosporin	Utah	2003	129
cephalosporin	Utah	2004	127
cephalosporin	Utah	2005	137
cephalosporin	Utah	2006	131
cephalosporin	Utah	2007	129
cephalosporin	Utah	2008	129
cephalosporin	Utah	2009	127
cephalosporin	Utah	2010	128
cephalosporin	Utah	2011	137
cephalosporin	Utah	2012	135
cephalosporin	Vermont	1999	133
cephalosporin	Vermont	2000	123
cephalosporin	Vermont	2001	114
cephalosporin	Vermont	2002	108
cephalosporin	Vermont	2003	106
